,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
5550,João Afonso,29,188,84,Portugal,70,Right,3,2,Medium/Medium,RCB,43.0,31.0,46.0,51.0,69.0,74.0,Long Passer (CPU AI Only),48,29,72,54,28,50,27,30,52,55,48,39,40,60,48,45,68,55,84,21,72,65,24,32,46,65,69,72,69,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,46+2,49+2,49+2,49+2,46+2,58+2,61+2,61+2,61+2,58+2,60+2,68+2,68+2,68+2,60+2
5551,J. Elliott,23,196,82,England,70,Right,3,2,Low/High,RCB,51.0,24.0,45.0,48.0,70.0,75.0,,21,21,68,63,24,44,25,21,67,58,49,52,33,67,35,34,71,74,75,18,75,67,21,33,34,68,72,71,68,43+2,43+2,43+2,41+2,43+2,43+2,43+2,41+2,45+2,45+2,45+2,46+2,54+2,54+2,54+2,46+2,59+2,66+2,66+2,66+2,59+2,61+2,69+2,69+2,69+2,61+2
5554,L. Lollo,32,184,85,Argentina,70,Right,2,2,Medium/Medium,RCB,32.0,31.0,41.0,46.0,70.0,67.0,"Power Free-Kick, Long Passer (CPU AI Only)",34,25,73,58,28,37,27,29,32,58,34,30,40,64,48,42,78,45,75,25,71,64,36,32,67,67,74,71,68,45+2,45+2,45+2,40+2,42+2,42+2,42+2,40+2,42+2,42+2,42+2,42+2,47+2,47+2,47+2,42+2,54+2,59+2,59+2,59+2,54+2,57+2,68+2,68+2,68+2,57+2
5555,I. Plastun,28,193,80,Ukraine,70,Right,3,2,Medium/Medium,RCB,34.0,32.0,48.0,39.0,71.0,70.0,Giant Throw-in,22,29,76,64,23,32,24,30,62,48,33,34,32,65,35,47,57,62,75,27,70,70,31,44,37,72,72,71,65,45+2,45+2,45+2,38+2,42+2,42+2,42+2,38+2,44+2,44+2,44+2,42+2,53+2,53+2,53+2,42+2,55+2,64+2,64+2,64+2,55+2,58+2,68+2,68+2,68+2,58+2
5558,M. Dawson,35,188,76,England,70,Right,3,2,Medium/High,RCB,30.0,33.0,44.0,36.0,71.0,64.0,"Power Free-Kick, Avoids Using Weaker Foot, Leadership, Long Passer (CPU AI Only)",19,25,73,57,23,17,23,11,66,59,30,30,44,67,50,62,66,31,76,21,73,66,35,43,44,70,75,70,71,45+2,45+2,45+2,36+2,41+2,41+2,41+2,36+2,42+2,42+2,42+2,39+2,50+2,50+2,50+2,39+2,51+2,63+2,63+2,63+2,51+2,55+2,69+2,69+2,69+2,55+2
5559,A. Zhirov,28,193,89,Russia,70,Left,3,2,Low/High,LCB,50.0,30.0,45.0,41.0,70.0,79.0,,30,26,73,60,29,45,32,29,51,33,54,47,34,65,34,41,65,67,88,24,76,72,29,34,42,65,69,71,64,44+2,44+2,44+2,40+2,41+2,41+2,41+2,40+2,41+2,41+2,41+2,43+2,48+2,48+2,48+2,43+2,57+2,62+2,62+2,62+2,57+2,59+2,69+2,69+2,69+2,59+2
5560,F. Ogier,30,183,73,France,70,Right,3,2,Medium/High,LCB,52.0,31.0,40.0,50.0,70.0,76.0,Long Passer (CPU AI Only),23,20,71,58,23,40,33,34,50,60,50,53,57,58,63,57,83,82,73,30,74,68,15,23,44,62,71,70,67,44+2,44+2,44+2,40+2,41+2,41+2,41+2,40+2,42+2,42+2,42+2,43+2,49+2,49+2,49+2,43+2,59+2,63+2,63+2,63+2,59+2,61+2,68+2,68+2,68+2,61+2
5561,A. Al Bulayhi,29,182,83,Saudi Arabia,70,Left,3,2,Medium/High,LCB,66.0,28.0,37.0,43.0,69.0,76.0,,30,25,70,50,25,34,30,23,30,50,64,68,45,61,74,37,85,70,79,25,75,67,25,30,45,65,66,72,69,44+2,44+2,44+2,41+2,41+2,41+2,41+2,41+2,40+2,40+2,40+2,43+2,44+2,44+2,44+2,43+2,58+2,58+2,58+2,58+2,58+2,61+2,68+2,68+2,68+2,61+2
5563,A. Caracciolo,29,185,83,Italy,70,Right,2,2,Medium/High,RCB,58.0,19.0,43.0,56.0,71.0,72.0,Long Passer (CPU AI Only),41,12,69,56,13,51,14,19,56,55,66,51,73,65,69,24,92,63,74,29,72,65,19,27,30,67,73,72,71,41+2,41+2,41+2,44+2,41+2,41+2,41+2,44+2,44+2,44+2,44+2,47+2,49+2,49+2,49+2,47+2,60+2,62+2,62+2,62+2,60+2,62+2,69+2,69+2,69+2,62+2
5564,A. Henríquez,36,191,90,Colombia,70,Left,3,2,Medium/High,LCB,30.0,36.0,45.0,38.0,71.0,70.0,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",17,30,75,58,23,34,27,36,68,43,29,30,31,71,30,57,32,30,91,32,78,69,23,39,49,67,73,70,64,45+2,45+2,45+2,36+2,40+2,40+2,40+2,36+2,42+2,42+2,42+2,38+2,49+2,49+2,49+2,38+2,50+2,62+2,62+2,62+2,50+2,54+2,69+2,69+2,69+2,54+2
5565,J. Quiñones,29,195,86,Colombia,70,Right,2,2,Medium/Medium,LCB,30.0,35.0,41.0,40.0,71.0,79.0,"Avoids Using Weaker Foot, Leadership",27,21,79,41,29,31,28,49,64,55,31,29,31,66,29,66,29,70,93,41,68,69,25,38,35,55,68,75,64,45+2,45+2,45+2,36+2,40+2,40+2,40+2,36+2,40+2,40+2,40+2,40+2,50+2,50+2,50+2,40+2,54+2,63+2,63+2,63+2,54+2,57+2,68+2,68+2,68+2,57+2
5566,Ricardo Machado,30,187,82,Portugal,70,Right,3,2,Medium/Medium,RCB,50.0,31.0,44.0,38.0,69.0,79.0,,34,36,72,52,24,26,53,46,44,49,41,57,58,61,33,25,71,75,86,21,70,64,28,36,54,62,67,75,68,43+2,43+2,43+2,40+2,40+2,40+2,40+2,40+2,41+2,41+2,41+2,42+2,47+2,47+2,47+2,42+2,57+2,61+2,61+2,61+2,57+2,60+2,68+2,68+2,68+2,60+2
5567,J. Worrall,22,190,90,England,70,Right,2,2,Medium/Medium,LCB,53.0,25.0,45.0,41.0,70.0,74.0,"Avoids Using Weaker Foot, Giant Throw-in",39,20,73,58,30,35,27,29,52,46,51,54,43,62,46,34,74,65,81,22,70,69,27,30,35,62,69,71,72,42+2,42+2,42+2,40+2,40+2,40+2,40+2,40+2,41+2,41+2,41+2,43+2,48+2,48+2,48+2,43+2,59+2,62+2,62+2,62+2,59+2,61+2,69+2,69+2,69+2,61+2
5568,Claiton,34,188,79,Brazil,70,Right,3,2,Medium/High,CB,45.0,23.0,36.0,51.0,69.0,72.0,,18,14,68,52,26,45,12,25,47,55,42,47,55,69,51,40,81,45,86,29,67,74,21,28,18,70,65,70,68,42+2,42+2,42+2,39+2,40+2,40+2,40+2,39+2,42+2,42+2,42+2,41+2,47+2,47+2,47+2,41+2,54+2,60+2,60+2,60+2,54+2,57+2,69+2,69+2,69+2,57+2
5569,N. Pérez,19,186,75,Argentina,70,Right,3,2,Medium/Medium,RCB,63.0,25.0,40.0,38.0,70.0,60.0,,21,21,66,65,22,18,21,32,42,58,65,61,48,75,55,42,69,41,63,16,72,71,18,22,40,51,65,75,72,42+2,42+2,42+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,41+2,46+2,46+2,46+2,41+2,57+2,62+2,62+2,62+2,57+2,61+2,68+2,68+2,68+2,61+2
5570,Barbosaldinho,31,186,82,Brazil,70,Right,3,2,Medium/Medium,LCB,53.0,29.0,47.0,39.0,70.0,72.0,,49,23,61,50,23,22,31,48,47,52,55,51,65,75,52,45,73,68,73,24,75,77,23,41,48,63,64,75,70,42+2,42+2,42+2,41+2,40+2,40+2,40+2,41+2,42+2,42+2,42+2,44+2,49+2,49+2,49+2,44+2,61+2,63+2,63+2,63+2,61+2,64+2,68+2,68+2,68+2,64+2
5571,J. Pearce,31,185,71,England,70,Left,3,2,Medium/High,LCB,43.0,23.0,43.0,46.0,70.0,78.0,"Injury Prone, Avoids Using Weaker Foot",42,13,70,49,23,40,31,27,54,46,35,50,59,66,59,27,74,74,81,36,75,66,37,34,32,58,70,72,69,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,42+2,42+2,42+2,44+2,49+2,49+2,49+2,44+2,58+2,61+2,61+2,61+2,58+2,60+2,68+2,68+2,68+2,60+2
5575,Jeong Seung Hyun,25,188,89,Korea Republic,70,Right,4,2,Low/High,LCB,36.0,24.0,46.0,35.0,69.0,81.0,Injury Prone,32,19,75,54,24,32,52,47,44,37,34,37,32,64,32,36,79,67,93,17,69,70,28,48,35,63,65,71,70,40+2,40+2,40+2,36+2,37+2,37+2,37+2,36+2,39+2,39+2,39+2,40+2,47+2,47+2,47+2,40+2,55+2,60+2,60+2,60+2,55+2,58+2,69+2,69+2,69+2,58+2
6018,F. Daprelà,28,183,76,Switzerland,69,Left,3,3,Medium/Medium,LCB,76.0,58.0,61.0,68.0,67.0,79.0,"Long Throw-in, Long Passer (CPU AI Only)",65,57,63,63,46,67,53,40,61,70,73,79,74,65,65,60,80,86,80,61,68,61,65,59,48,68,70,67,70,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,69+2,66+2,66+2,66+2,69+2,69+2,68+2,68+2,68+2,69+2
6205,Alberto,26,186,78,Spain,69,Right,2,3,Medium/Medium,LCB,63.0,56.0,59.0,64.0,65.0,83.0,"Argues with Officials, Giant Throw-in",42,42,65,70,31,63,45,53,60,66,60,65,61,64,67,82,76,80,88,70,74,67,50,62,47,67,63,67,60,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,61+2,61+2,61+2,60+2,64+2,64+2,64+2,60+2,63+2,67+2,67+2,67+2,63+2,63+2,68+2,68+2,68+2,63+2
6247,C. McLaughlin,27,183,71,Northern Ireland,69,Right,3,3,High/Medium,RCB,70.0,48.0,64.0,65.0,67.0,70.0,,70,43,62,66,35,64,61,44,60,65,73,67,71,63,63,62,87,77,66,43,65,65,60,61,49,65,67,72,65,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2
6262,R. Lindgren,34,181,73,Sweden,69,Right,4,2,Medium/Medium,LCB,39.0,62.0,64.0,62.0,69.0,70.0,"Avoids Using Weaker Foot, Argues with Officials, Giant Throw-in",65,53,65,66,69,58,68,74,63,66,48,32,62,72,71,70,41,68,73,74,73,70,52,58,68,69,68,72,69,60+2,60+2,60+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,59+2,64+2,64+2,64+2,59+2,64+2,68+2,68+2,68+2,64+2,64+2,68+2,68+2,68+2,64+2
6286,M. Figueroa,36,181,85,Honduras,69,Left,2,2,Medium/Medium,LCB,54.0,60.0,62.0,62.0,68.0,71.0,"Inflexible, Diver, Argues with Officials",62,49,70,64,57,62,62,72,63,60,59,49,62,67,63,81,70,65,76,67,67,69,42,55,64,64,62,72,68,60+2,60+2,60+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,58+2,64+2,65+2,65+2,65+2,64+2,64+2,68+2,68+2,68+2,64+2
6289,V. Elm,33,191,84,Sweden,69,Left,3,2,Medium/High,CB,32.0,59.0,60.0,59.0,67.0,75.0,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",46,52,71,64,56,57,45,65,67,68,30,34,44,73,34,72,80,66,81,64,68,71,49,64,64,71,68,64,59,59+2,59+2,59+2,55+2,58+2,58+2,58+2,55+2,59+2,59+2,59+2,56+2,64+2,64+2,64+2,56+2,60+2,67+2,67+2,67+2,60+2,60+2,68+2,68+2,68+2,60+2
6292,G. Campi,28,193,88,Argentina,69,Left,2,3,Medium/High,LCB,49.0,46.0,59.0,60.0,68.0,78.0,,45,29,72,69,29,65,35,35,69,64,47,50,32,62,33,66,32,70,92,62,63,71,65,59,44,60,63,68,70,58+2,58+2,58+2,55+2,58+2,58+2,58+2,55+2,59+2,59+2,59+2,58+2,64+2,64+2,64+2,58+2,62+2,67+2,67+2,67+2,62+2,63+2,68+2,68+2,68+2,63+2
6294,Kijera,33,176,76,Spain,69,Left,3,2,Medium/Medium,LCB,69.0,51.0,70.0,59.0,65.0,76.0,,79,43,66,67,35,54,79,70,70,63,67,70,69,64,67,70,77,75,75,55,79,65,48,63,56,70,60,69,67,58+2,58+2,58+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2
6312,D. Pisot,31,186,80,Germany,69,Right,3,2,Medium/Medium,LCB,72.0,50.0,56.0,61.0,66.0,75.0,,58,44,65,59,49,56,48,42,58,68,64,78,66,63,59,59,80,71,78,51,70,64,43,52,69,65,63,70,68,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,65+2,64+2,64+2,64+2,65+2,66+2,67+2,67+2,67+2,66+2
6317,D. Fox,33,183,78,Scotland,69,Left,3,2,Medium/Medium,LCB,43.0,47.0,68.0,64.0,68.0,69.0,"Dives Into Tackles (CPU AI Only), Leadership",72,29,62,67,42,61,68,65,67,68,45,41,63,68,65,64,73,63,71,65,71,70,56,65,63,70,71,66,68,55+2,55+2,55+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,60+2,64+2,64+2,64+2,60+2,65+2,67+2,67+2,67+2,65+2,64+2,67+2,67+2,67+2,64+2
6330,D. Williams,26,180,75,Republic of Ireland,69,Left,2,2,Medium/Medium,LCB,70.0,43.0,57.0,63.0,69.0,74.0,,66,40,67,65,35,65,39,32,57,61,68,72,61,66,61,44,83,73,74,48,71,72,49,46,47,60,68,70,69,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,68+2,66+2,66+2,66+2,68+2,68+2,69+2,69+2,69+2,68+2
6332,I. Lewczuk,34,189,88,Poland,69,Right,3,2,High/Medium,RCB,39.0,46.0,62.0,61.0,67.0,73.0,Inflexible,67,42,62,68,34,60,59,34,53,63,38,40,57,64,66,63,70,50,84,35,76,68,60,59,52,67,67,68,67,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,57+2,61+2,65+2,65+2,65+2,61+2,61+2,68+2,68+2,68+2,61+2
6334,K. Mets,26,191,80,Estonia,69,Left,3,2,Medium/High,LCB,50.0,51.0,58.0,58.0,67.0,78.0,,55,50,61,63,34,55,60,31,65,63,54,47,57,63,55,58,70,74,84,50,71,66,50,55,51,62,68,68,67,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,57+2,57+2,57+2,57+2,61+2,61+2,61+2,57+2,63+2,66+2,66+2,66+2,63+2,63+2,67+2,67+2,67+2,63+2
6342,S. Souprayen,30,187,78,France,69,Left,3,2,Medium/Medium,LCB,69.0,37.0,64.0,66.0,68.0,72.0,,70,21,66,67,45,67,64,32,66,63,70,69,72,70,65,57,75,76,71,45,70,67,45,57,44,68,69,68,69,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,68+2
6351,J. Glesnes,25,188,84,Norway,69,Right,3,2,Medium/High,RCB,63.0,47.0,54.0,58.0,66.0,77.0,"Leadership, Long Passer (CPU AI Only)",44,36,63,63,34,58,31,30,67,62,61,64,45,65,53,71,77,72,82,54,72,67,42,49,38,65,64,68,65,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,56+2,60+2,60+2,60+2,56+2,62+2,65+2,65+2,65+2,62+2,63+2,67+2,67+2,67+2,63+2
6353,S. Salger,29,183,76,Germany,69,Left,3,2,Medium/Medium,LCB,71.0,39.0,60.0,61.0,68.0,72.0,,63,32,66,65,34,58,50,42,66,62,71,71,68,64,65,54,76,70,74,38,69,69,49,49,39,67,67,72,63,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,59+2,60+2,60+2,60+2,59+2,66+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2
6363,D. Gordon,34,194,85,Jamaica,69,Right,4,2,Medium/Medium,RCB,39.0,50.0,59.0,56.0,69.0,72.0,"Leadership, Long Passer (CPU AI Only)",56,46,73,63,39,55,57,48,59,59,42,36,50,67,41,63,44,54,85,50,67,65,44,57,49,63,70,71,63,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,54+2,58+2,58+2,58+2,54+2,59+2,64+2,64+2,64+2,59+2,60+2,68+2,68+2,68+2,60+2
6366,J. Kerr,22,183,75,Scotland,69,Right,3,2,Medium/Medium,RCB,69.0,40.0,53.0,57.0,67.0,74.0,Avoids Using Weaker Foot,38,32,69,62,36,54,41,42,65,61,68,69,60,58,64,58,87,64,77,37,78,61,52,48,43,65,67,70,67,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,55+2,60+2,64+2,64+2,64+2,60+2,62+2,68+2,68+2,68+2,62+2
6372,Jesús Rueda,32,186,81,Spain,69,Right,3,2,Medium/Medium,RCB,49.0,57.0,58.0,53.0,68.0,77.0,,61,46,66,67,44,47,56,49,72,57,48,50,59,65,58,76,80,74,79,69,76,67,50,33,45,57,70,68,62,57+2,57+2,57+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,55+2,59+2,59+2,59+2,55+2,63+2,66+2,66+2,66+2,63+2,63+2,68+2,68+2,68+2,63+2
6376,Kim Kwang Suk,36,183,73,Korea Republic,69,Right,3,2,Low/High,LCB,66.0,42.0,51.0,55.0,68.0,70.0,Long Passer (CPU AI Only),58,38,70,55,39,51,46,30,49,56,69,63,55,73,68,48,88,62,72,41,71,69,55,43,43,56,67,69,66,55+2,55+2,55+2,54+2,53+2,53+2,53+2,54+2,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,63+2,62+2,62+2,62+2,63+2,64+2,68+2,68+2,68+2,64+2
6378,M. Nalepa,26,189,80,Poland,69,Right,3,2,Medium/Medium,RCB,48.0,44.0,49.0,59.0,65.0,82.0,,31,34,67,57,42,65,43,50,65,59,44,51,34,66,34,57,73,69,92,56,75,66,45,43,41,68,63,65,62,54+2,54+2,54+2,50+2,53+2,53+2,53+2,50+2,53+2,53+2,53+2,52+2,58+2,58+2,58+2,52+2,58+2,64+2,64+2,64+2,58+2,58+2,67+2,67+2,67+2,58+2
6380,J. Murillo,25,183,72,Colombia,69,Right,3,2,Medium/High,RCB,78.0,38.0,53.0,60.0,68.0,76.0,,52,35,66,59,36,56,59,37,56,58,79,78,74,68,69,45,79,84,74,36,69,72,39,42,39,63,68,66,67,53+2,53+2,53+2,55+2,53+2,53+2,53+2,55+2,53+2,53+2,53+2,57+2,56+2,56+2,56+2,57+2,66+2,65+2,65+2,65+2,66+2,67+2,68+2,68+2,68+2,67+2
6386,L. Aveldaño,33,185,82,Argentina,69,Right,3,2,Low/High,LCB,48.0,52.0,52.0,44.0,67.0,79.0,"Diver, Long Passer (CPU AI Only)",36,49,71,63,27,33,25,28,62,57,46,50,50,63,35,71,76,74,83,43,78,66,53,52,59,62,68,66,60,56+2,56+2,56+2,48+2,52+2,52+2,52+2,48+2,52+2,52+2,52+2,51+2,57+2,57+2,57+2,51+2,58+2,65+2,65+2,65+2,58+2,60+2,68+2,68+2,68+2,60+2
6387,M. Pearson,25,190,72,England,69,Right,3,2,Medium/Medium,RCB,65.0,48.0,51.0,55.0,69.0,73.0,,53,50,73,60,35,51,39,30,58,57,64,65,62,63,61,53,72,71,79,44,61,67,39,34,51,62,68,69,68,55+2,55+2,55+2,53+2,52+2,52+2,52+2,53+2,51+2,51+2,51+2,54+2,54+2,54+2,54+2,54+2,63+2,63+2,63+2,63+2,63+2,64+2,68+2,68+2,68+2,64+2
6388,Alemão,28,186,83,Brazil,69,Right,3,2,Medium/High,RCB,64.0,45.0,48.0,55.0,68.0,77.0,Avoids Using Weaker Foot,55,42,64,51,39,54,41,40,41,57,61,66,53,64,46,53,67,72,82,40,72,65,46,43,64,64,66,73,69,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,62+2,61+2,61+2,61+2,62+2,64+2,68+2,68+2,68+2,64+2
6390,J. Tverskov,26,185,85,Denmark,69,Right,3,2,Medium/Medium,CB,57.0,43.0,52.0,56.0,68.0,72.0,Leadership,36,44,66,65,35,49,38,33,62,68,52,61,57,61,55,48,71,70,75,40,65,61,35,45,38,62,68,72,69,53+2,53+2,53+2,51+2,52+2,52+2,52+2,51+2,53+2,53+2,53+2,53+2,58+2,58+2,58+2,53+2,61+2,65+2,65+2,65+2,61+2,62+2,67+2,67+2,67+2,62+2
6393,N. Röseler,27,190,80,Germany,69,Right,4,2,Medium/Medium,RCB,58.0,35.0,54.0,58.0,68.0,71.0,Leadership,37,28,68,65,32,56,34,36,65,60,60,56,68,65,38,44,67,68,75,38,67,67,48,53,40,70,66,71,68,51+2,51+2,51+2,52+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,61+2,65+2,65+2,65+2,61+2,63+2,67+2,67+2,67+2,63+2
6396,Thiago Martins,24,185,76,Brazil,69,Right,3,2,Medium/Medium,RCB,73.0,39.0,50.0,54.0,70.0,70.0,,45,35,69,59,36,52,37,43,46,58,68,77,50,59,57,56,84,68,75,30,56,64,32,47,53,55,68,75,70,52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,50+2,50+2,50+2,53+2,53+2,53+2,53+2,53+2,63+2,62+2,62+2,62+2,63+2,65+2,68+2,68+2,68+2,65+2
6398,F. Mancinelli,37,181,80,Argentina,69,Right,3,2,Medium/Medium,RCB,35.0,43.0,51.0,59.0,70.0,73.0,,61,33,63,64,34,55,39,29,48,65,40,31,53,74,58,56,48,65,78,50,75,68,46,31,55,76,76,71,59,52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,53+2,56+2,56+2,56+2,53+2,62+2,65+2,65+2,65+2,62+2,62+2,68+2,68+2,68+2,62+2
6400,A. Pérez,25,182,77,Colombia,69,Left,3,2,Medium/Medium,LCB,69.0,33.0,53.0,57.0,67.0,73.0,Injury Prone,62,29,65,60,19,54,29,27,53,58,69,69,61,65,69,39,78,61,77,36,77,67,41,45,40,62,64,70,65,50+2,50+2,50+2,53+2,51+2,51+2,51+2,53+2,52+2,52+2,52+2,55+2,55+2,55+2,55+2,55+2,63+2,63+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,64+2
6402,V. Cabrera,26,182,77,Argentina,69,Right,2,2,Medium/High,RCB,67.0,38.0,52.0,62.0,69.0,70.0,Power Free-Kick,34,34,61,64,31,62,34,30,66,61,65,68,64,59,59,40,59,59,71,46,82,71,26,48,44,55,69,70,69,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,54+2,61+2,66+2,66+2,66+2,61+2,63+2,68+2,68+2,68+2,63+2
6405,Césario Figueirido,35,191,87,Brazil,69,Left,3,2,Medium/Medium,LCB,58.0,50.0,56.0,48.0,69.0,73.0,Long Passer (CPU AI Only),57,52,76,62,49,44,51,55,61,51,56,59,45,67,61,53,62,59,90,44,49,55,31,44,62,60,70,72,74,54+2,54+2,54+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,61+2,62+2,62+2,62+2,61+2,63+2,68+2,68+2,68+2,63+2
6406,Aythami Artiles,33,185,82,Spain,69,Right,3,2,High/Medium,LCB,31.0,47.0,55.0,54.0,67.0,77.0,,45,58,72,69,47,50,44,41,68,59,30,31,56,66,56,38,80,71,82,37,71,62,42,39,36,67,66,70,65,53+2,53+2,53+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,52+2,58+2,58+2,58+2,52+2,59+2,65+2,65+2,65+2,59+2,60+2,68+2,68+2,68+2,60+2
6411,E. Reijnen,32,190,85,Netherlands,69,Right,3,2,High/Medium,RCB,37.0,30.0,56.0,54.0,67.0,72.0,Leadership,40,18,72,69,34,53,37,30,69,62,39,35,36,64,37,50,69,64,80,24,64,71,58,52,41,63,68,63,65,50+2,50+2,50+2,48+2,50+2,50+2,50+2,48+2,53+2,53+2,53+2,52+2,60+2,60+2,60+2,52+2,59+2,66+2,66+2,66+2,59+2,60+2,67+2,67+2,67+2,60+2
6412,C. Dibon,28,182,79,Austria,69,Right,3,2,Medium/Medium,CB,68.0,33.0,51.0,51.0,68.0,73.0,"Power Free-Kick, Injury Prone",34,42,66,59,20,44,39,27,58,54,68,68,61,67,65,23,91,71,75,24,65,71,39,59,39,67,70,67,64,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,53+2,56+2,56+2,56+2,53+2,61+2,64+2,64+2,64+2,61+2,63+2,68+2,68+2,68+2,63+2
6415,E. Mathoho,29,190,76,South Africa,69,Right,3,2,Medium/High,RCB,62.0,40.0,45.0,51.0,68.0,72.0,Long Passer (CPU AI Only),34,42,78,51,31,46,25,22,57,63,57,66,41,62,40,56,72,72,75,22,66,61,32,46,37,66,66,70,71,52+2,52+2,52+2,48+2,49+2,49+2,49+2,48+2,49+2,49+2,49+2,51+2,53+2,53+2,53+2,51+2,59+2,62+2,62+2,62+2,59+2,62+2,67+2,67+2,67+2,62+2
6417,S. Yohou,27,190,86,Ivory Coast,69,Right,3,2,High/Medium,RCB,63.0,34.0,47.0,58.0,69.0,78.0,Leadership,53,28,72,53,34,58,41,26,58,60,58,67,61,61,37,47,58,79,83,29,69,64,45,30,47,58,71,69,65,51+2,51+2,51+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,54+2,53+2,53+2,53+2,54+2,63+2,63+2,63+2,63+2,63+2,64+2,68+2,68+2,68+2,64+2
6420,P. Bijen,24,189,87,Netherlands,69,Right,2,2,Medium/Medium,RCB,53.0,39.0,48.0,59.0,68.0,75.0,Avoids Using Weaker Foot,33,35,68,64,28,59,36,34,55,62,54,53,49,58,55,50,73,67,81,42,68,64,29,34,36,65,69,69,71,50+2,50+2,50+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,60+2,63+2,63+2,63+2,60+2,61+2,68+2,68+2,68+2,61+2
6421,J. Müller,25,183,83,Germany,69,Right,3,2,Medium/Medium,LCB,67.0,36.0,49.0,49.0,69.0,71.0,,30,38,65,63,25,44,23,30,54,51,65,68,50,67,59,43,77,65,75,26,67,65,37,49,34,63,70,72,69,50+2,50+2,50+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,60+2,63+2,63+2,63+2,60+2,62+2,68+2,68+2,68+2,62+2
