,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
5406,Sergi Samper,24,182,73,Spain,70,Right,3,3,Medium/Medium,LCM,44.0,43.0,67.0,66.0,67.0,66.0,"Power Free-Kick, Finesse Shot",55,35,48,75,48,63,52,44,68,71,53,36,61,67,70,51,59,69,69,46,55,70,53,76,48,75,73,66,60,53+2,53+2,53+2,58+2,58+2,58+2,58+2,58+2,63+2,63+2,63+2,61+2,67+2,67+2,67+2,61+2,64+2,69+2,69+2,69+2,64+2,63+2,64+2,64+2,64+2,63+2
5409,S. Çinaz,33,187,77,Germany,70,Right,3,2,Low/High,RDM,44.0,55.0,60.0,61.0,69.0,75.0,Diver,47,47,67,69,47,65,53,55,69,59,41,47,54,65,51,68,84,74,77,63,71,77,49,55,58,62,65,71,64,58+2,58+2,58+2,55+2,57+2,57+2,57+2,55+2,58+2,58+2,58+2,57+2,64+2,64+2,64+2,57+2,63+2,68+2,68+2,68+2,63+2,63+2,69+2,69+2,69+2,63+2
5410,Cai Huikang,29,183,82,China PR,70,Right,3,2,Medium/Medium,LCM,55.0,50.0,55.0,64.0,67.0,82.0,Giant Throw-in,41,49,65,69,34,62,38,40,68,65,53,57,61,72,70,59,55,81,87,47,77,71,48,45,46,60,61,69,68,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,58+2,63+2,63+2,63+2,58+2,64+2,69+2,69+2,69+2,64+2,65+2,69+2,69+2,69+2,65+2
5418,J. Andrada,24,183,77,Argentina,70,Right,3,3,Medium/Medium,RCM,53.0,48.0,65.0,65.0,68.0,70.0,Finesse Shot,61,40,56,72,40,64,55,64,64,68,53,53,62,68,57,59,65,72,70,60,70,72,32,62,47,68,65,71,68,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,60+2,64+2,64+2,64+2,60+2,66+2,68+2,68+2,68+2,66+2,66+2,67+2,67+2,67+2,66+2
5445,Escassi,30,185,78,Spain,70,Right,4,2,Medium/High,RDM,46.0,41.0,62.0,63.0,69.0,76.0,"Diver, Injury Prone",60,36,67,68,36,57,47,60,64,70,56,38,70,69,63,46,72,83,73,43,77,71,50,55,49,57,73,67,64,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,58+2,58+2,58+2,59+2,63+2,63+2,63+2,59+2,66+2,69+2,69+2,69+2,66+2,66+2,69+2,69+2,69+2,66+2
5658,L. Manyama,28,181,75,South Africa,69,Left,4,3,Medium/Medium,RCM,73.0,73.0,55.0,67.0,38.0,55.0,"Finesse Shot, Speed Dribbler (CPU AI Only)",40,73,73,65,71,69,21,69,40,71,75,71,46,70,65,77,60,69,48,67,55,16,74,70,75,65,49,33,29,70+2,70+2,70+2,67+2,71+2,71+2,71+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,50+2,48+2,48+2,48+2,50+2,49+2,46+2,46+2,46+2,49+2
5660,M. Nyatama,31,175,81,South Africa,69,Right,4,3,Medium/Medium,LCM,74.0,70.0,68.0,71.0,51.0,63.0,Argues with Officials,64,72,59,75,63,73,52,52,67,75,75,74,61,64,58,70,50,70,68,71,43,38,65,66,57,70,64,51,34,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,67+2,67+2,67+2,70+2,60+2,59+2,59+2,59+2,60+2,58+2,54+2,54+2,54+2,58+2
5667,Muralha,26,176,81,Brazil,69,Right,2,3,Medium/Medium,RDM,70.0,67.0,66.0,72.0,66.0,74.0,"Power Free-Kick, Leadership, Crowd Favourite",64,66,66,70,58,71,61,60,66,73,70,70,77,64,71,68,82,69,75,71,78,67,72,62,56,70,65,67,67,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,67+2,68+2,68+2,68+2,67+2
5668,G. Maluleka,30,170,76,South Africa,69,Right,4,3,Medium/Medium,LCM,76.0,68.0,71.0,70.0,60.0,63.0,,71,70,67,77,66,71,68,71,70,71,78,75,66,61,77,70,61,72,64,66,51,60,64,63,65,62,61,56,62,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,67+2,64+2,64+2,64+2,67+2,66+2,61+2,61+2,61+2,66+2
5676,V. Dragomir,20,178,67,Romania,69,Left,3,3,High/Medium,LCM,75.0,65.0,68.0,73.0,56.0,60.0,"Selfish, Early Crosser, Finesse Shot",63,65,59,71,64,73,67,67,64,72,74,75,74,68,73,67,73,73,56,62,50,56,69,71,62,61,56,54,55,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,64+2,62+2,62+2,62+2,64+2,63+2,58+2,58+2,58+2,63+2
5766,R. Boateng,26,178,66,Ghana,69,Right,2,3,Medium/Medium,RDM,70.0,66.0,62.0,68.0,66.0,73.0,Argues with Officials,52,66,65,68,40,67,47,45,67,70,67,72,67,63,71,72,77,76,72,72,72,67,70,65,46,62,64,67,63,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,67+2,67+2,67+2,65+2,65+2,67+2,67+2,67+2,65+2
5786,G. Suazo,21,175,67,Chile,69,Left,3,3,Medium/Medium,LCM,70.0,62.0,63.0,72.0,64.0,73.0,,65,64,58,67,38,70,35,55,66,72,70,70,78,70,78,64,69,82,73,65,63,61,66,62,53,65,65,67,63,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,68+2,67+2,67+2,67+2,68+2,67+2,65+2,65+2,65+2,67+2
5789,Wu Xi,30,180,75,China PR,69,Right,4,3,High/High,RCM,73.0,66.0,68.0,66.0,63.0,68.0,"Argues with Officials, Finesse Shot",68,61,65,69,66,65,63,54,71,70,74,72,65,66,63,75,59,76,70,72,55,62,62,70,62,55,64,63,63,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,66+2,64+2,64+2,64+2,66+2
5805,G. Boyd,33,186,79,Scotland,69,Left,4,3,High/High,LCM,59.0,68.0,68.0,71.0,63.0,62.0,Selfish,68,65,52,67,68,70,69,68,64,73,61,58,71,65,67,72,49,76,63,70,47,62,67,71,71,67,63,68,59,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,65+2,65+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,64+2
5807,M. Ritzmaier,26,180,74,Austria,69,Left,3,3,Medium/Medium,LCM,71.0,64.0,70.0,70.0,55.0,66.0,Leadership,73,59,58,70,67,69,72,69,67,72,73,70,74,67,69,72,60,74,59,68,76,53,60,71,59,66,55,56,53,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,64+2,63+2,63+2,63+2,64+2,63+2,59+2,59+2,59+2,63+2
5824,K. Lee,31,178,76,England,69,Right,2,3,Medium/Medium,RCM,63.0,59.0,68.0,69.0,64.0,58.0,Power Free-Kick,67,65,59,74,60,68,63,27,68,72,66,61,65,67,77,53,72,50,60,50,58,64,69,72,59,68,60,68,64,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,64+2,65+2,65+2,65+2,64+2,64+2,63+2,63+2,63+2,64+2
5825,E. Hussain,26,176,69,Norway,69,Left,3,4,Medium/Medium,LDM,68.0,63.0,67.0,70.0,62.0,64.0,"Injury Prone, Argues with Officials",58,61,49,71,62,69,69,63,67,68,71,65,78,70,79,69,68,78,54,62,72,65,68,68,65,63,62,62,65,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2
5826,L. Palmiero,23,177,74,Italy,69,Right,3,3,Medium/Medium,CM,63.0,64.0,70.0,69.0,61.0,61.0,Finesse Shot,66,62,56,74,64,70,67,69,69,73,63,63,66,62,56,69,66,69,56,62,64,61,65,68,64,68,66,59,56,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,64+2,65+2,65+2,65+2,64+2,63+2,61+2,61+2,61+2,63+2
5827,L. Wing,24,181,75,England,69,Right,3,3,Medium/Medium,LCM,68.0,63.0,67.0,70.0,57.0,67.0,Argues with Officials,62,61,45,68,44,68,65,64,64,73,69,67,73,70,74,72,67,75,65,67,61,59,63,74,45,68,53,64,56,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,63+2
5843,M. Hartel,23,177,68,Germany,69,Right,4,3,Medium/Medium,LCM,74.0,63.0,65.0,74.0,31.0,53.0,,61,61,45,70,67,73,68,52,63,74,77,71,84,65,78,69,56,68,47,64,47,35,64,64,48,55,29,28,27,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,53+2,51+2,51+2,51+2,53+2,50+2,41+2,41+2,41+2,50+2
5847,J. Aribo,22,183,76,England,69,Left,3,3,Medium/Medium,LCM,82.0,54.0,67.0,71.0,60.0,66.0,,54,58,51,74,40,70,63,59,70,70,79,85,81,62,66,57,58,75,67,46,54,55,66,70,45,64,64,63,58,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,65+2,65+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,64+2
5852,E. Aguilar,27,174,65,Costa Rica,69,Left,2,4,Medium/Medium,RCM,66.0,63.0,72.0,69.0,44.0,66.0,Finesse Shot,65,63,37,75,43,70,67,69,73,70,64,67,66,63,74,68,56,66,68,67,65,59,67,74,44,70,46,38,37,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,59+2,60+2,60+2,60+2,59+2,55+2,52+2,52+2,52+2,55+2
5858,I. Vîn?,24,179,73,Romania,69,Left,3,3,Medium/Medium,RCM,91.0,58.0,62.0,71.0,34.0,57.0,Early Crosser,66,62,38,67,45,73,41,44,56,69,89,92,71,71,70,55,70,58,61,58,42,22,61,62,47,52,32,42,32,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,55+2,49+2,49+2,49+2,55+2,52+2,44+2,44+2,44+2,52+2
5859,B. Bahn,26,180,69,Germany,69,Right,3,3,High/Medium,RCM,79.0,65.0,70.0,71.0,35.0,62.0,"Argues with Officials, Finesse Shot",73,63,39,69,62,69,76,72,65,71,79,79,82,68,80,71,60,81,57,66,51,31,58,68,74,60,40,30,36,63+2,63+2,63+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,64+2,64+2,64+2,69+2,58+2,53+2,53+2,53+2,58+2,54+2,44+2,44+2,44+2,54+2
5867,M. Rojas,27,168,64,New Zealand,69,Right,4,4,High/Medium,LCM,88.0,65.0,64.0,73.0,45.0,45.0,"Selfish, Finesse Shot, Crowd Favourite",60,66,31,64,66,72,72,64,61,71,87,89,85,62,84,69,59,62,34,64,49,45,60,66,57,65,49,47,45,62+2,62+2,62+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,59+2,55+2,55+2,55+2,59+2,57+2,47+2,47+2,47+2,57+2
5876,Nacho Gil,23,170,69,Spain,69,Right,4,3,High/Low,LDM,78.0,64.0,66.0,71.0,29.0,43.0,Early Crosser,66,66,30,67,47,71,68,62,62,70,80,76,73,63,82,62,36,52,37,65,50,30,64,67,59,62,33,25,27,61+2,61+2,61+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,67+2,61+2,61+2,61+2,67+2,51+2,48+2,48+2,48+2,51+2,48+2,37+2,37+2,37+2,48+2
5877,K. Vandendriessche,29,183,83,France,69,Right,3,2,High/High,RCM,60.0,68.0,66.0,61.0,70.0,84.0,Leadership,62,64,70,68,66,60,70,68,67,65,61,60,56,68,54,79,69,92,84,70,80,71,71,66,52,70,70,69,67,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,65+2,68+2,68+2,68+2,65+2,68+2,70+2,70+2,70+2,68+2,68+2,71+2,71+2,71+2,68+2
5914,J. Greguš,28,189,79,Slovakia,69,Right,4,3,Medium/Medium,RDM,66.0,67.0,70.0,68.0,65.0,70.0,Argues with Officials,66,61,61,73,64,67,69,68,69,70,64,68,66,63,65,77,58,71,70,72,74,64,62,68,64,58,65,67,65,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2
5916,L. Ferguson,19,180,75,Scotland,69,Right,3,3,Medium/Medium,RDM,71.0,63.0,68.0,69.0,58.0,73.0,,61,63,68,73,65,68,63,63,69,68,72,71,79,61,76,64,70,75,74,64,70,55,63,70,44,69,53,63,57,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,63+2
5921,Huang Bowen,31,177,65,China PR,69,Right,3,2,High/High,RCM,71.0,63.0,69.0,65.0,66.0,70.0,"Dives Into Tackles (CPU AI Only), Giant Throw-in",68,61,62,70,54,62,67,73,66,66,74,68,70,68,77,70,69,73,69,64,68,67,64,72,60,65,68,64,65,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2
5923,J. Daoudi,30,175,73,Morocco,69,Right,3,3,High/Medium,RDM,75.0,63.0,68.0,68.0,65.0,75.0,Leadership,71,62,61,68,56,67,67,75,70,71,76,75,68,62,71,62,72,85,74,64,66,70,61,64,73,64,65,62,64,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,69+2,68+2,68+2,68+2,69+2,68+2,66+2,66+2,66+2,68+2
5925,T. Bruns,27,177,72,Netherlands,69,Right,3,3,High/High,RCM,71.0,62.0,68.0,68.0,61.0,68.0,Diver,66,58,60,67,57,66,68,72,68,68,69,72,73,66,71,69,76,75,62,67,71,64,70,71,52,70,61,62,57,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2
5939,M. Aebischer,22,185,76,Switzerland,69,Right,4,3,Medium/Medium,LCM,69.0,62.0,68.0,69.0,61.0,66.0,Beat Offside Trap,66,65,57,70,46,68,64,63,66,70,71,67,73,66,68,65,65,76,64,61,60,60,63,70,50,62,61,62,59,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,64+2
5942,L. Mora,31,183,80,Italy,69,Left,3,3,Medium/Medium,LCM,62.0,61.0,70.0,67.0,57.0,67.0,,70,55,60,72,71,64,59,64,69,72,60,64,59,68,74,65,38,75,68,66,61,51,68,70,61,65,52,63,58,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,59+2,59+2,59+2,63+2
5950,B. Toma,20,174,65,Switzerland,69,Right,3,3,Medium/Medium,LDM,64.0,63.0,66.0,68.0,63.0,69.0,,55,62,54,70,55,64,56,62,68,69,66,63,80,67,83,61,64,72,69,71,65,66,65,71,54,64,64,64,64,63+2,63+2,63+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,65+2,68+2,68+2,68+2,65+2,65+2,67+2,67+2,67+2,65+2,64+2,64+2,64+2,64+2,64+2
5952,A. Merkel,27,177,67,Kazakhstan,69,Right,3,3,Medium/Medium,LCM,69.0,61.0,72.0,70.0,57.0,61.0,Beat Offside Trap,72,57,58,74,69,67,74,67,72,71,74,65,77,72,69,66,53,69,56,66,63,55,59,67,53,63,53,64,55,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,65+2,64+2,64+2,64+2,65+2,64+2,59+2,59+2,59+2,64+2
5970,Nacho Méndez,21,179,77,Spain,69,Left,4,3,Medium/Medium,LCM,67.0,58.0,70.0,69.0,53.0,66.0,Finesse Shot,68,57,44,71,54,68,66,70,68,70,68,66,73,67,74,62,54,75,64,56,65,56,67,71,56,69,52,55,52,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,63+2,63+2,63+2,63+2,63+2,61+2,57+2,57+2,57+2,61+2
5984,R. Neudecker,22,175,72,Germany,69,Left,3,3,Medium/Medium,LCM,75.0,58.0,65.0,73.0,49.0,51.0,"Selfish, Crowd Favourite",65,54,38,67,61,70,66,59,65,73,79,72,89,68,84,66,69,72,38,63,52,53,64,63,39,64,48,48,55,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,68+2,62+2,59+2,59+2,59+2,62+2,60+2,51+2,51+2,51+2,60+2
5993,C. Fandrich,28,177,67,Germany,69,Right,4,3,Medium/Medium,RCM,75.0,56.0,66.0,73.0,51.0,53.0,Crowd Favourite,58,53,18,69,50,70,67,59,68,72,84,68,85,69,79,59,74,77,34,59,63,55,65,69,50,64,53,56,51,57+2,57+2,57+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,63+2,62+2,62+2,62+2,63+2,60+2,52+2,52+2,52+2,60+2
6021,J. Gastien,31,179,69,France,69,Right,3,3,Medium/High,LDM,64.0,63.0,63.0,71.0,65.0,78.0,Injury Prone,51,65,56,71,48,71,50,61,65,69,62,65,76,56,82,67,66,90,72,62,81,64,65,65,52,62,67,67,59,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,68+2,68+2,68+2,65+2,64+2,65+2,65+2,65+2,64+2
6023,R. Towell,27,173,66,Republic of Ireland,69,Right,4,3,High/High,RCM,67.0,64.0,66.0,67.0,62.0,69.0,"Argues with Officials, Finesse Shot",59,63,55,69,60,63,59,66,66,69,68,67,73,68,75,67,68,80,62,66,74,65,64,67,64,64,60,66,60,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,63+2,63+2,63+2,65+2
6027,G. Aburjania,24,186,75,Georgia,69,Right,5,3,Medium/Medium,CDM,62.0,60.0,68.0,67.0,66.0,67.0,,66,59,56,71,47,66,62,58,68,73,59,65,60,67,64,65,66,64,68,65,70,69,59,70,49,71,65,70,59,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,66+2,68+2,68+2,68+2,66+2,65+2,66+2,66+2,66+2,65+2
6030,S. Branca,27,181,74,Italy,69,Right,3,3,Medium/Medium,LCM,71.0,57.0,66.0,68.0,63.0,72.0,,59,51,61,72,52,66,57,52,70,70,74,69,71,68,72,68,66,76,72,62,68,65,59,67,54,64,62,63,62,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,65+2,65+2,65+2,66+2
6031,B. Whiteman,23,185,68,England,69,Right,3,3,Medium/Medium,RDM,71.0,60.0,65.0,67.0,63.0,74.0,,57,61,55,70,49,65,56,56,70,68,73,70,74,63,76,57,68,83,71,64,70,65,63,65,64,66,64,64,62,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,64+2,64+2,64+2,65+2
6032,Gus Ledes,26,173,70,Portugal,69,Left,2,3,Medium/Medium,LDM,68.0,62.0,71.0,70.0,65.0,69.0,"Leadership, Argues with Officials",74,55,56,69,48,67,77,79,68,69,70,66,84,66,81,76,68,78,67,67,64,68,57,71,62,61,70,62,59,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,67+2,64+2,64+2,64+2,67+2
6033,A. Settembrini,27,176,67,Italy,69,Right,4,3,Medium/Medium,RCM,71.0,58.0,67.0,68.0,63.0,63.0,,61,57,63,74,55,67,58,56,69,70,70,71,64,68,77,60,62,74,58,59,64,64,61,65,57,64,57,68,66,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2
6034,Javi Ros,29,173,68,Spain,69,Right,4,2,Medium/Medium,RDM,69.0,65.0,68.0,66.0,62.0,71.0,Finesse Shot,57,61,41,72,52,59,72,67,69,70,68,70,77,64,82,71,68,77,69,68,68,63,66,70,68,65,59,69,70,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,63+2,63+2,63+2,65+2
6037,H. Faik,27,190,78,Netherlands,69,Left,3,3,Medium/Medium,LCM,50.0,67.0,73.0,68.0,55.0,63.0,Argues with Officials,75,59,47,70,62,68,82,78,76,72,48,52,64,60,60,80,51,72,63,78,55,61,63,68,58,72,56,54,50,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,62+2,63+2,63+2,63+2,62+2,59+2,56+2,56+2,56+2,59+2
6042,K. Bare,21,174,72,Albania,69,Right,3,3,Medium/Medium,RCM,68.0,57.0,65.0,69.0,63.0,67.0,,58,59,57,73,42,68,53,43,71,71,70,67,70,67,75,55,58,69,68,58,66,64,61,64,45,63,67,62,62,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,65+2,67+2,67+2,67+2,65+2,65+2,64+2,64+2,64+2,65+2
6050,J. Deminguet,21,178,74,France,69,Left,3,3,Medium/Medium,RCM,70.0,53.0,70.0,70.0,60.0,63.0,Giant Throw-in,65,43,63,74,58,68,65,72,67,72,69,70,72,65,72,66,51,72,57,57,68,62,65,70,57,60,56,63,60,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,65+2,65+2,65+2,66+2,65+2,62+2,62+2,62+2,65+2
6051,Guga Rodrigues,21,168,63,Portugal,69,Right,3,2,Medium/Medium,RCM,67.0,56.0,63.0,70.0,62.0,59.0,,48,47,57,71,38,67,57,65,67,70,69,65,76,75,84,73,75,79,45,63,66,61,60,63,64,69,60,66,65,61+2,61+2,61+2,63+2,65+2,65+2,65+2,63+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,65+2,65+2,66+2,66+2,66+2,65+2,65+2,62+2,62+2,62+2,65+2
6052,D. Blacha,28,174,72,Poland,69,Right,4,3,Medium/Medium,LDM,69.0,60.0,67.0,72.0,60.0,62.0,"Avoids Using Weaker Foot, Finesse Shot",61,56,51,74,57,68,64,62,62,71,72,67,85,71,83,67,75,80,54,67,57,67,49,68,59,78,65,58,47,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,66+2,65+2,65+2,65+2,66+2,64+2,60+2,60+2,60+2,64+2
6055,M. Osman,25,183,78,Syria,69,Right,2,3,Medium/Medium,RCM,57.0,62.0,69.0,68.0,53.0,66.0,"Diver, Argues with Officials",63,54,42,72,56,68,65,70,72,71,63,52,64,66,58,74,50,73,67,70,58,54,62,69,55,68,60,55,31,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,59+2,62+2,62+2,62+2,59+2,56+2,55+2,55+2,55+2,56+2
6059,A. Palo?evi?,25,180,66,Serbia,69,Right,4,3,Medium/Low,LDM,68.0,56.0,68.0,73.0,52.0,66.0,"Selfish, Finesse Shot, Crowd Favourite",54,48,46,72,54,74,68,67,71,72,69,67,71,68,70,62,59,73,64,66,65,57,53,71,61,73,49,57,44,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,66+2,61+2,63+2,63+2,63+2,61+2,59+2,56+2,56+2,56+2,59+2
6061,M. Ricci,25,179,66,Italy,69,Right,2,3,Medium/Medium,CM,72.0,56.0,67.0,68.0,52.0,62.0,Finesse Shot,59,45,39,72,42,65,54,55,70,68,75,70,79,65,84,70,56,76,52,66,71,55,69,70,64,65,49,57,50,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,62+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2
6084,K. Hyland,30,183,80,Trinidad & Tobago,69,Right,3,3,Medium/Medium,RDM,54.0,61.0,63.0,67.0,65.0,79.0,Argues with Officials,57,49,67,67,57,68,49,64,65,69,58,51,56,66,64,80,77,72,85,70,73,66,64,64,55,70,60,69,66,64+2,64+2,64+2,62+2,64+2,64+2,64+2,62+2,64+2,64+2,64+2,63+2,66+2,66+2,66+2,63+2,64+2,67+2,67+2,67+2,64+2,64+2,68+2,68+2,68+2,64+2
6085,A. Artean,25,186,81,Romania,69,Right,3,2,Medium/High,CDM,73.0,61.0,64.0,66.0,63.0,72.0,,61,56,59,75,51,63,42,41,68,72,64,80,63,70,71,74,57,83,77,68,49,66,49,58,48,62,56,69,61,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,68+2,67+2,67+2,67+2,68+2,67+2,64+2,64+2,64+2,67+2
