,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
6047,A. Urzi,19,168,64,Argentina,69,Right,2,3,Medium/Medium,RW,88.0,59.0,59.0,73.0,36.0,52.0,Early Crosser,66,59,42,62,58,73,58,42,48,72,85,90,77,58,84,65,43,71,51,55,35,29,61,58,55,62,44,31,32,62+2,62+2,62+2,68+2,65+2,65+2,65+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,55+2,48+2,48+2,48+2,55+2,52+2,42+2,42+2,42+2,52+2
6115,F. Muslija,20,172,65,Germany,69,Right,3,4,High/High,LM,78.0,55.0,63.0,77.0,30.0,50.0,Argues with Officials,63,54,38,64,54,77,70,71,57,73,80,76,90,63,92,55,67,84,36,59,36,32,54,63,41,57,27,28,33,58+2,58+2,58+2,67+2,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,55+2,49+2,49+2,49+2,55+2,51+2,38+2,38+2,38+2,51+2
6119,L. Benegas,30,180,78,Argentina,69,Left,4,2,High/High,LW,74.0,71.0,48.0,60.0,34.0,78.0,"Injury Free, Early Crosser, Long Passer (CPU AI Only)",43,71,69,56,70,58,45,40,44,63,71,77,63,64,57,75,74,81,84,68,58,39,65,45,69,59,36,21,18,68+2,68+2,68+2,61+2,63+2,63+2,63+2,61+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,49+2,48+2,48+2,48+2,49+2,47+2,47+2,47+2,47+2,47+2
6121,Y. Meité,23,184,82,Ivory Coast,69,Left,3,2,High/Low,RM,74.0,67.0,53.0,62.0,37.0,72.0,,61,67,69,56,57,66,51,49,43,57,70,78,57,65,60,77,77,61,84,59,54,35,68,51,61,62,30,36,36,67+2,67+2,67+2,63+2,63+2,63+2,63+2,63+2,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,52+2,47+2,47+2,47+2,52+2,50+2,49+2,49+2,49+2,50+2
6167,J. Serra,21,193,87,Germany,69,Left,4,2,Medium/High,RW,59.0,69.0,46.0,58.0,37.0,74.0,Long Passer (CPU AI Only),41,69,74,57,68,57,43,28,28,65,53,63,48,62,34,76,64,62,85,62,65,23,71,49,61,49,35,38,33,67+2,67+2,67+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,56+2,52+2,52+2,52+2,56+2,47+2,46+2,46+2,46+2,47+2,46+2,49+2,49+2,49+2,46+2
6631,Hildeberto Pereira,23,177,77,Portugal,68,Right,4,3,Medium/Medium,LW,84.0,64.0,59.0,72.0,53.0,78.0,"Inflexible, Injury Free, Early Crosser",58,61,57,64,65,73,66,46,56,68,82,86,74,69,77,78,74,76,75,56,88,55,69,56,63,74,46,58,54,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,63+2,63+2,63+2,68+2,63+2,61+2,61+2,61+2,63+2,62+2,61+2,61+2,61+2,62+2
6632,S. Aigner,31,183,73,Germany,68,Right,4,3,High/Medium,RM,76.0,63.0,66.0,71.0,44.0,65.0,Early Crosser,71,61,66,69,67,71,59,63,59,70,71,80,74,67,70,69,75,64,66,62,62,54,68,65,61,69,39,37,36,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,68+2,59+2,56+2,56+2,56+2,59+2,57+2,53+2,53+2,53+2,57+2
6644,M. Beister,28,180,80,Germany,68,Left,2,4,Medium/Medium,RM,79.0,67.0,61.0,71.0,39.0,66.0,,63,66,50,64,66,72,67,62,47,68,78,80,75,65,78,73,74,63,69,66,59,52,66,64,67,71,29,35,40,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,57+2,53+2,53+2,53+2,57+2,54+2,49+2,49+2,49+2,54+2
6657,E. Manu,25,173,70,Netherlands,68,Right,4,3,High/Low,RM,92.0,65.0,54.0,73.0,30.0,74.0,Early Crosser,61,59,59,58,67,73,65,52,44,71,92,92,79,66,80,77,68,70,77,70,74,22,65,46,52,67,32,26,23,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,52+2,47+2,47+2,47+2,52+2,50+2,45+2,45+2,45+2,50+2
6658,C. Martinez,26,170,70,Paraguay,68,Left,3,3,High/Medium,LM,86.0,66.0,58.0,69.0,25.0,65.0,"Early Crosser, Long Passer (CPU AI Only)",58,64,70,63,52,67,49,44,54,69,90,82,82,64,74,70,77,74,66,67,47,15,68,58,74,61,34,12,16,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,58+2,58+2,58+2,67+2,49+2,44+2,44+2,44+2,49+2,46+2,40+2,40+2,40+2,46+2
6667,A. Nabbout,26,178,83,Australia,68,Right,4,3,Medium/Medium,RW,78.0,66.0,62.0,68.0,32.0,72.0,,65,68,59,65,49,67,59,45,53,68,77,79,72,61,76,69,63,70,78,63,64,22,69,64,52,64,35,30,25,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,52+2,49+2,49+2,49+2,52+2,49+2,46+2,46+2,46+2,49+2
6682,E. Sabbi,21,178,70,United States,68,Right,4,4,Medium/Low,RM,89.0,63.0,56.0,75.0,33.0,58.0,"Selfish, Crowd Favourite",52,63,55,60,59,74,58,43,51,72,89,89,91,61,87,65,95,67,54,61,46,17,67,57,54,63,34,35,29,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,58+2,58+2,58+2,67+2,51+2,46+2,46+2,46+2,51+2,49+2,43+2,43+2,43+2,49+2
6685,M. Comba,25,170,68,Argentina,68,Right,3,3,Medium/Medium,RM,61.0,68.0,65.0,68.0,33.0,55.0,,66,74,66,65,57,68,63,55,63,69,63,60,65,66,63,62,62,67,57,66,31,29,69,68,64,65,32,26,30,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,51+2,49+2,49+2,49+2,51+2,49+2,42+2,42+2,42+2,49+2
6688,E. Acolatse,23,180,80,Netherlands,68,Right,4,3,Medium/Medium,LM,81.0,66.0,63.0,69.0,26.0,62.0,"Injury Free, Early Crosser",68,66,50,66,63,72,61,39,60,66,80,82,67,62,66,71,85,51,72,66,44,20,62,62,48,65,21,26,27,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,59+2,59+2,59+2,67+2,50+2,45+2,45+2,45+2,50+2,46+2,41+2,41+2,41+2,46+2
6694,L. Seijas,33,178,71,Venezuela,68,Left,2,3,Medium/Medium,RM,61.0,69.0,70.0,69.0,57.0,59.0,"Argues with Officials, Crowd Favourite",75,65,48,70,71,66,76,70,68,72,63,59,75,65,71,75,68,55,66,73,43,59,67,66,69,71,51,64,56,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,62+2,62+2,62+2,63+2,61+2,58+2,58+2,58+2,61+2
6696,J. Henry,30,182,77,England,68,Right,3,3,Medium/Medium,RM,74.0,68.0,68.0,70.0,45.0,65.0,Power Free-Kick,72,65,49,67,60,70,71,74,62,71,73,75,73,63,70,75,48,79,64,72,53,36,59,66,69,72,55,44,28,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,64+2,64+2,64+2,68+2,58+2,56+2,56+2,56+2,58+2,55+2,49+2,49+2,49+2,55+2
6697,J. Edmundsson,27,185,83,Faroe Islands,68,Left,4,3,High/Medium,RW,73.0,63.0,62.0,69.0,40.0,66.0,Selfish,64,65,53,65,50,68,56,57,53,70,74,73,75,68,61,65,67,68,69,62,54,37,67,64,48,64,42,41,28,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,55+2,53+2,53+2,53+2,55+2,53+2,49+2,49+2,49+2,53+2
6698,A. Ka?anikli?,27,181,72,Sweden,68,Left,4,3,Medium/Medium,RW,69.0,61.0,69.0,69.0,40.0,50.0,"Power Free-Kick, Crowd Favourite",66,59,62,71,63,69,68,65,68,67,70,68,72,69,72,66,36,44,57,59,43,36,72,72,59,72,36,40,33,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,67+2,53+2,52+2,52+2,52+2,53+2,51+2,46+2,46+2,46+2,51+2
6702,J. Green,24,173,70,United States,68,Right,4,3,Medium/Low,LM,77.0,66.0,62.0,74.0,27.0,52.0,Crowd Favourite,69,68,55,66,69,75,58,53,51,69,78,77,82,65,80,63,65,71,49,63,31,16,66,59,60,60,29,25,24,65+2,65+2,65+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,68+2,59+2,59+2,59+2,68+2,52+2,44+2,44+2,44+2,52+2,48+2,38+2,38+2,38+2,48+2
6705,M. Ibarra,29,166,65,United States,68,Right,3,3,High/Medium,LM,74.0,64.0,65.0,69.0,54.0,66.0,Early Crosser,65,64,50,70,59,70,69,58,49,65,76,72,78,68,69,67,57,73,64,60,64,54,66,67,63,65,56,56,50,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,63+2,60+2,60+2,60+2,63+2,61+2,57+2,57+2,57+2,61+2
6709,E. Rashani,26,181,71,Kosovo,68,Left,4,4,Medium/Medium,RW,83.0,61.0,61.0,70.0,39.0,64.0,"Injury Free, Selfish, Crowd Favourite",65,63,53,60,57,69,61,64,50,70,81,85,80,62,63,60,58,67,63,58,64,43,69,66,53,68,42,32,28,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,55+2,52+2,52+2,52+2,55+2,53+2,48+2,48+2,48+2,53+2
6714,A. Kalulu,23,166,66,France,68,Right,3,3,High/Low,LM,91.0,63.0,57.0,74.0,32.0,51.0,,54,63,51,65,65,73,62,38,39,69,92,91,93,63,92,65,80,68,42,60,45,21,63,61,62,67,50,21,14,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,67+2,57+2,57+2,57+2,67+2,51+2,45+2,45+2,45+2,51+2,48+2,40+2,40+2,40+2,48+2
6719,J. Pérez,30,174,67,Colombia,68,Right,3,3,Medium/Low,LM,64.0,66.0,70.0,68.0,42.0,54.0,,73,65,41,70,51,66,71,77,64,70,61,67,70,68,77,67,69,55,56,73,45,34,69,70,58,59,58,35,32,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,67+2,55+2,54+2,54+2,54+2,55+2,52+2,47+2,47+2,47+2,52+2
6720,J. López,27,173,63,Algeria,68,Right,2,3,High/Medium,LM,79.0,58.0,61.0,73.0,40.0,54.0,,57,60,47,64,52,72,63,50,60,71,81,78,80,65,81,61,59,61,54,51,42,33,70,65,48,61,35,44,45,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,62+2,62+2,62+2,67+2,55+2,52+2,52+2,52+2,55+2,53+2,46+2,46+2,46+2,53+2
6724,T. Cantwell,21,184,70,England,68,Right,2,3,High/Medium,LM,70.0,61.0,65.0,72.0,36.0,46.0,"Selfish, Crowd Favourite",54,60,43,69,54,74,64,66,65,73,72,69,66,62,73,67,46,62,40,58,39,24,64,69,62,56,36,44,31,62+2,62+2,62+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,67+2,63+2,63+2,63+2,67+2,52+2,51+2,51+2,51+2,52+2,49+2,42+2,42+2,42+2,49+2
6730,T. Bunbury,29,188,78,United States,68,Right,3,3,Medium/Medium,RM,74.0,66.0,60.0,66.0,38.0,75.0,,61,66,61,63,63,67,66,58,55,66,72,75,69,66,56,73,72,71,78,61,72,27,67,58,67,64,34,42,32,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,65+2,60+2,60+2,60+2,65+2,53+2,52+2,52+2,52+2,53+2,51+2,50+2,50+2,50+2,51+2
6746,E. Iyoha,21,191,86,Germany,68,Right,3,3,Medium/Low,LW,78.0,65.0,53.0,70.0,20.0,64.0,Injury Free,58,66,49,58,59,72,61,40,43,68,71,84,72,69,60,71,60,75,72,61,31,16,72,46,56,66,21,13,13,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,65+2,55+2,55+2,55+2,65+2,47+2,41+2,41+2,41+2,47+2,43+2,35+2,35+2,35+2,43+2
6756,T. Ondaan,25,171,72,Guyana,68,Right,3,3,High/Medium,LW,89.0,62.0,57.0,72.0,38.0,65.0,"Injury Free, Argues with Officials, Early Crosser",62,56,64,60,60,71,71,44,47,71,90,88,81,62,84,72,92,65,66,66,57,58,62,54,52,49,36,21,29,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,64+2,64+2,64+2,66+2,58+2,58+2,58+2,66+2,56+2,51+2,51+2,51+2,56+2,54+2,49+2,49+2,49+2,54+2
6757,J. Delgado,26,177,70,Chile,68,Right,3,4,Medium/Medium,RM,77.0,63.0,60.0,70.0,41.0,64.0,Injury Free,62,63,65,62,59,69,63,35,58,70,80,74,78,66,75,66,72,64,68,59,53,40,67,61,64,64,41,37,28,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,55+2,52+2,52+2,52+2,55+2,53+2,49+2,49+2,49+2,53+2
6781,Tete Morente,22,180,76,Spain,68,Right,3,3,Medium/Low,LM,84.0,66.0,63.0,71.0,43.0,66.0,"Early Crosser, Crowd Favourite",61,67,59,60,59,73,63,69,66,68,88,80,81,56,56,68,64,65,67,65,63,45,60,64,59,57,49,35,28,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,55+2,54+2,54+2,54+2,55+2,53+2,50+2,50+2,50+2,53+2
6782,J. Cuero,31,175,70,Colombia,68,Left,2,3,Medium/Low,LM,90.0,64.0,60.0,67.0,43.0,57.0,Early Crosser,64,62,59,62,59,65,56,44,55,63,90,90,86,60,76,71,70,69,61,60,31,50,67,63,62,66,48,32,35,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,57+2,52+2,52+2,52+2,57+2,56+2,48+2,48+2,48+2,56+2
6783,N. Okafor,19,185,85,Switzerland,68,Right,4,3,Medium/Medium,RM,80.0,60.0,60.0,73.0,32.0,67.0,,69,54,60,64,51,74,72,43,43,72,78,81,79,63,68,70,63,71,70,68,53,20,62,57,54,54,40,25,20,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,52+2,47+2,47+2,47+2,52+2,49+2,43+2,43+2,43+2,49+2
6785,Alberto Perea,28,177,74,Spain,68,Right,3,3,Medium/Medium,LM,74.0,65.0,64.0,69.0,31.0,59.0,Power Free-Kick,64,64,52,62,60,68,69,75,65,69,74,74,75,66,71,66,72,64,57,70,52,23,68,62,47,67,35,29,17,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,50+2,48+2,48+2,48+2,50+2,47+2,41+2,41+2,41+2,47+2
6788,T. Nakagawa,26,161,57,Japan,68,Right,3,2,High/Medium,RM,83.0,65.0,54.0,73.0,23.0,63.0,Early Crosser,61,66,45,57,55,70,41,29,51,68,85,82,93,69,93,67,86,76,60,61,48,21,67,53,64,58,34,10,11,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,66+2,57+2,57+2,57+2,66+2,49+2,43+2,43+2,43+2,49+2,45+2,37+2,37+2,37+2,45+2
6802,Alberto Soro,20,173,63,Spain,68,Left,3,3,Medium/Medium,RM,67.0,63.0,65.0,68.0,44.0,58.0,Beat Offside Trap,58,65,49,69,55,67,59,57,67,68,68,67,73,66,73,66,52,67,60,61,45,32,68,69,53,62,44,47,56,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,57+2,56+2,56+2,56+2,57+2,55+2,50+2,50+2,50+2,55+2
6803,A. Yasin,28,185,77,Iraq,68,Right,3,4,Medium/Medium,RW,79.0,64.0,60.0,73.0,40.0,70.0,"Selfish, Argues with Officials, Crowd Favourite",61,62,34,66,58,73,65,39,52,71,77,81,81,66,68,70,48,74,71,65,68,43,62,56,69,70,55,30,25,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,57+2,54+2,54+2,54+2,57+2,53+2,48+2,48+2,48+2,53+2
6809,E. Isnaldo,25,180,72,Argentina,68,Left,3,3,High/Low,LM,77.0,64.0,65.0,69.0,31.0,60.0,,62,65,42,73,57,67,63,45,59,71,78,76,70,61,76,70,60,67,62,60,48,27,62,62,61,55,27,31,36,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,53+2,50+2,50+2,50+2,53+2,50+2,42+2,42+2,42+2,50+2
6812,Hélder Ferreira,22,179,70,Portugal,68,Right,3,3,Medium/Medium,LW,74.0,64.0,65.0,71.0,29.0,53.0,Crowd Favourite,70,61,45,65,52,72,68,41,64,70,74,74,69,64,68,72,67,49,57,68,45,20,64,64,62,64,30,26,35,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,51+2,47+2,47+2,47+2,51+2,48+2,40+2,40+2,40+2,48+2
6826,G. Koomson,24,180,69,Ghana,68,Right,3,3,High/Medium,RW,87.0,60.0,64.0,69.0,39.0,62.0,Early Crosser,67,60,49,61,48,69,59,63,60,66,86,87,80,62,67,64,67,69,60,55,58,26,67,72,65,69,44,42,30,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,55+2,51+2,51+2,51+2,55+2,53+2,47+2,47+2,47+2,53+2
6827,K. Mizunuma,29,176,72,Japan,68,Right,4,3,High/Low,RM,66.0,61.0,65.0,69.0,38.0,67.0,Diver,68,62,46,69,50,67,57,58,59,71,65,67,77,67,67,62,42,74,73,57,49,40,69,64,57,51,35,37,34,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,56+2,54+2,54+2,54+2,56+2,53+2,47+2,47+2,47+2,53+2
6828,L. Zarandia,23,176,75,Georgia,68,Left,3,4,High/Medium,LM,84.0,61.0,57.0,74.0,39.0,62.0,"Power Free-Kick, Injury Free",54,61,32,59,51,73,61,47,57,72,87,81,85,68,79,65,32,66,64,61,60,25,63,60,60,62,51,40,35,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,66+2,60+2,60+2,60+2,66+2,55+2,52+2,52+2,52+2,55+2,52+2,46+2,46+2,46+2,52+2
6831,Dani Ramírez,27,175,70,Spain,68,Left,3,3,High/Low,RM,70.0,63.0,66.0,71.0,36.0,60.0,"Selfish, Finesse Shot, Crowd Favourite",64,62,53,68,49,72,67,73,59,71,72,68,65,59,78,66,52,74,59,63,45,41,65,68,71,49,34,32,29,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,55+2,52+2,52+2,52+2,55+2,51+2,44+2,44+2,44+2,51+2
6837,Berto Cayarga,22,170,63,Spain,68,Right,4,4,Medium/Low,RM,76.0,64.0,65.0,70.0,25.0,62.0,"Selfish, Crowd Favourite",65,62,31,65,70,69,74,72,55,68,78,75,77,69,73,67,46,65,70,63,42,34,63,66,65,72,22,20,24,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,60+2,60+2,60+2,67+2,52+2,48+2,48+2,48+2,52+2,47+2,38+2,38+2,38+2,47+2
6845,Alain Oyarzun,25,178,71,Spain,68,Left,3,3,High/Medium,LM,72.0,64.0,67.0,70.0,48.0,56.0,,69,64,46,67,53,70,62,61,66,67,73,71,83,62,72,63,72,49,57,68,58,43,62,69,60,66,54,49,42,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,57+2,56+2,56+2,56+2,57+2,55+2,52+2,52+2,52+2,55+2
6848,M. Schönbächler,29,171,67,Switzerland,68,Right,4,3,Medium/Low,RM,74.0,60.0,65.0,69.0,36.0,51.0,"Power Free-Kick, Early Crosser, Crowd Favourite",68,62,36,62,49,66,65,59,60,68,72,75,85,65,81,64,58,51,60,55,28,49,75,70,50,63,36,32,23,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,53+2,50+2,50+2,50+2,53+2,50+2,43+2,43+2,43+2,50+2
6849,M. Stefaniak,24,178,76,Germany,68,Right,4,3,High/Medium,RM,82.0,62.0,65.0,71.0,29.0,58.0,Early Crosser,70,61,40,66,55,71,81,72,51,68,85,79,79,60,75,69,69,64,60,61,41,27,61,63,64,60,30,25,26,62+2,62+2,62+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,59+2,59+2,59+2,67+2,52+2,46+2,46+2,46+2,52+2,49+2,40+2,40+2,40+2,49+2
6850,R. Miyaichi,26,183,71,Japan,68,Right,4,3,Medium/Low,RM,91.0,56.0,58.0,74.0,26.0,47.0,"Power Free-Kick, Early Crosser",65,58,35,59,51,74,61,48,48,71,90,92,86,67,71,64,58,40,55,41,32,25,66,60,62,57,22,28,21,62+2,62+2,62+2,69+2,66+2,66+2,66+2,69+2,65+2,65+2,65+2,67+2,56+2,56+2,56+2,67+2,49+2,43+2,43+2,43+2,49+2,46+2,37+2,37+2,37+2,46+2
6851,E. Ohemeng,23,175,65,Ghana,68,Right,3,3,High/Low,LW,91.0,58.0,54.0,76.0,24.0,47.0,Early Crosser,54,54,40,62,50,78,48,41,38,71,92,90,85,63,85,69,63,59,45,62,31,22,59,57,50,71,21,24,21,62+2,62+2,62+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,66+2,56+2,56+2,56+2,66+2,49+2,42+2,42+2,42+2,49+2,46+2,35+2,35+2,35+2,46+2
6852,H. Evjen,19,180,70,Norway,68,Left,2,4,High/High,RW,81.0,61.0,60.0,71.0,54.0,56.0,,59,59,39,63,57,70,68,54,51,68,84,79,89,65,72,61,55,80,45,66,54,37,66,60,50,67,55,64,66,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,63+2,58+2,58+2,58+2,63+2,62+2,54+2,54+2,54+2,62+2
6854,Merquelanz,24,176,72,Spain,68,Left,3,3,Medium/Medium,RW,69.0,60.0,64.0,71.0,37.0,56.0,,65,65,36,68,40,72,62,43,59,71,70,68,68,64,78,54,49,56,60,62,50,39,66,65,44,61,25,45,47,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,55+2,53+2,53+2,53+2,55+2,53+2,46+2,46+2,46+2,53+2
6855,D. Johnsen,21,185,75,Norway,68,Right,2,4,Medium/Low,LW,81.0,57.0,65.0,74.0,26.0,59.0,"Selfish, Crowd Favourite",67,52,40,66,60,75,67,50,60,72,85,77,80,62,70,69,33,64,65,56,42,22,58,68,46,58,27,23,23,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,51+2,47+2,47+2,47+2,51+2,47+2,38+2,38+2,38+2,47+2
6856,C. B?rbu?,24,166,60,Romania,68,Right,3,3,High/Low,RW,94.0,62.0,58.0,69.0,22.0,42.0,,65,64,37,63,41,65,40,39,39,65,93,94,93,60,92,67,66,70,30,58,31,16,64,64,53,40,19,25,23,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,66+2,56+2,56+2,56+2,66+2,50+2,41+2,41+2,41+2,50+2,47+2,32+2,32+2,32+2,47+2
6857,A. Masika,26,170,69,Kenya,68,Right,3,3,Medium/Low,LM,86.0,60.0,59.0,74.0,30.0,46.0,Early Crosser,60,60,27,62,55,74,50,46,55,67,85,87,90,62,88,63,81,65,34,62,42,29,64,63,45,59,36,27,28,60+2,60+2,60+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,59+2,59+2,59+2,67+2,53+2,47+2,47+2,47+2,53+2,49+2,38+2,38+2,38+2,49+2
6863,C. Baird,23,178,73,United States,68,Right,4,2,High/Medium,LM,79.0,65.0,54.0,65.0,33.0,66.0,Long Passer (CPU AI Only),49,69,67,60,56,63,60,55,36,66,77,81,69,64,67,68,63,66,66,57,67,24,68,59,61,61,34,29,21,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,55+2,55+2,55+2,63+2,49+2,46+2,46+2,46+2,49+2,47+2,45+2,45+2,45+2,47+2
6877,L. Kambole,25,170,75,Zambia,68,Right,4,2,High/Medium,LW,74.0,71.0,49.0,66.0,24.0,55.0,,48,75,60,56,66,66,52,41,33,65,75,74,66,63,75,74,68,64,59,64,29,25,66,53,70,58,14,23,21,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,61+2,53+2,53+2,53+2,61+2,46+2,40+2,40+2,40+2,46+2,43+2,37+2,37+2,37+2,43+2
6895,R. Ranftl,27,180,75,Austria,68,Right,3,3,Medium/High,RM,75.0,60.0,62.0,67.0,61.0,67.0,,70,55,55,67,52,66,58,43,54,69,73,77,64,68,68,72,49,78,68,65,53,63,63,58,44,64,59,65,59,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,67+2,63+2,63+2,63+2,67+2,66+2,61+2,61+2,61+2,66+2
6897,C. Gebauer,25,187,75,Austria,68,Right,3,3,Medium/Medium,LM,90.0,58.0,59.0,68.0,50.0,60.0,,62,57,51,65,52,70,54,42,52,66,89,91,69,62,60,63,37,70,69,58,32,55,65,54,52,49,52,49,39,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,66+2,60+2,60+2,60+2,66+2,61+2,56+2,56+2,56+2,61+2,59+2,52+2,52+2,52+2,59+2
