,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
5163,Wellington,31,186,89,Brazil,70,Right,4,3,High/Medium,RS,56.0,69.0,57.0,63.0,36.0,82.0,"Injury Free, Long Passer (CPU AI Only)",56,73,72,63,66,64,58,43,45,68,54,58,56,66,34,72,73,70,93,58,74,24,67,59,62,70,31,40,24,68+2,68+2,68+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,62+2,58+2,58+2,58+2,62+2,49+2,50+2,50+2,50+2,49+2,47+2,50+2,50+2,50+2,47+2
5165,Nenê,35,183,78,Brazil,70,Right,3,2,Medium/Low,ST,48.0,72.0,58.0,63.0,28.0,70.0,,47,74,74,66,72,60,66,62,47,65,43,52,63,67,67,74,90,47,76,67,80,20,75,60,71,80,19,30,22,68+2,68+2,68+2,62+2,65+2,65+2,65+2,62+2,63+2,63+2,63+2,59+2,57+2,57+2,57+2,59+2,43+2,46+2,46+2,46+2,43+2,41+2,46+2,46+2,46+2,41+2
5166,M. Quiroga,29,191,87,Argentina,70,Left,2,2,Medium/Low,LS,64.0,66.0,49.0,66.0,29.0,76.0,Long Passer (CPU AI Only),23,67,78,63,62,66,59,41,58,67,67,61,63,67,62,68,72,71,82,63,68,26,72,45,68,73,32,15,17,68+2,68+2,68+2,61+2,65+2,65+2,65+2,61+2,62+2,62+2,62+2,60+2,57+2,57+2,57+2,60+2,44+2,47+2,47+2,47+2,44+2,42+2,45+2,45+2,45+2,42+2
5171,D. Valdés,28,178,76,Colombia,70,Right,3,3,High/Medium,ST,78.0,67.0,45.0,67.0,29.0,67.0,Long Passer (CPU AI Only),38,75,73,47,55,66,47,44,35,66,81,76,80,66,67,70,75,66,67,52,67,23,69,55,62,64,25,25,22,68+2,68+2,68+2,63+2,65+2,65+2,65+2,63+2,61+2,61+2,61+2,61+2,52+2,52+2,52+2,61+2,45+2,43+2,43+2,43+2,45+2,44+2,43+2,43+2,43+2,44+2
5173,A. Pinamonti,20,188,72,Italy,70,Right,3,3,Medium/Medium,LS,64.0,70.0,45.0,67.0,22.0,63.0,,40,73,70,53,72,64,43,47,36,74,66,63,64,67,64,68,64,62,68,67,52,16,70,45,69,60,15,19,19,68+2,68+2,68+2,62+2,65+2,65+2,65+2,62+2,61+2,61+2,61+2,60+2,53+2,53+2,53+2,60+2,43+2,40+2,40+2,40+2,43+2,41+2,38+2,38+2,38+2,41+2
5211,S. Cosgrove,22,188,82,England,70,Right,3,2,High/Low,ST,65.0,70.0,49.0,61.0,29.0,83.0,,31,72,78,58,55,60,42,38,54,63,61,68,62,66,61,75,88,68,89,63,85,14,70,53,74,67,21,30,29,69+2,69+2,69+2,60+2,64+2,64+2,64+2,60+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,44+2,47+2,47+2,47+2,44+2,43+2,48+2,48+2,48+2,43+2
5213,D. Keita-Ruel,29,185,79,France,70,Right,4,2,High/High,LS,77.0,70.0,49.0,63.0,35.0,84.0,,49,72,69,53,66,61,59,44,38,63,75,78,70,63,65,74,85,85,85,65,79,19,68,48,58,61,36,38,23,68+2,68+2,68+2,63+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,50+2,47+2,47+2,47+2,50+2,48+2,49+2,49+2,49+2,48+2
5306,A. La Mantia,28,190,81,Italy,70,Right,3,3,Medium/Medium,LS,54.0,67.0,35.0,62.0,30.0,80.0,Long Passer (CPU AI Only),30,75,80,49,66,63,32,30,22,67,54,54,48,69,33,73,85,72,86,45,72,29,71,28,62,62,19,28,18,68+2,68+2,68+2,57+2,61+2,61+2,61+2,57+2,54+2,54+2,54+2,55+2,48+2,48+2,48+2,55+2,43+2,43+2,43+2,43+2,43+2,42+2,46+2,46+2,46+2,42+2
5662,Rômulão Selva,27,178,72,Brazil,69,Right,5,4,Medium/Low,RS,81.0,61.0,60.0,74.0,23.0,63.0,"Selfish, Early Crosser",60,50,51,68,71,75,54,56,51,76,82,81,70,76,67,72,55,60,71,67,51,24,77,55,67,72,26,14,13,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,50+2,46+2,46+2,46+2,50+2,46+2,39+2,39+2,39+2,46+2
5666,V. Pule,27,169,64,South Africa,69,Left,3,3,High/Medium,LS,82.0,74.0,58.0,72.0,39.0,51.0,,61,76,59,62,58,75,59,55,47,68,83,82,72,52,84,83,60,54,51,67,46,29,72,57,63,59,40,41,34,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,53+2,47+2,47+2,47+2,53+2,51+2,45+2,45+2,45+2,51+2
5675,M. Urruti,28,184,75,Argentina,69,Right,2,3,Medium/High,ST,76.0,67.0,62.0,73.0,57.0,71.0,"Diver, Selfish, Argues with Officials",49,65,60,69,65,73,67,52,58,72,79,73,78,68,75,74,60,86,61,65,81,53,65,66,66,69,57,60,50,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,68+2,63+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2
5688,R. Gíslason,31,184,78,Iceland,69,Right,3,2,Medium/Medium,ST,78.0,69.0,64.0,67.0,41.0,74.0,,66,68,59,67,63,69,65,59,59,62,76,79,69,68,64,72,76,71,75,71,75,40,71,62,52,70,40,40,26,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,56+2,55+2,55+2,55+2,56+2,53+2,51+2,51+2,51+2,53+2
5690,J. Maclaren,25,179,76,Australia,69,Right,4,3,High/High,ST,81.0,66.0,59.0,69.0,37.0,73.0,"Diver, Beat Offside Trap",57,68,62,61,64,66,70,59,50,66,83,80,84,74,78,65,85,80,70,60,71,52,71,63,72,72,25,32,31,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,56+2,53+2,53+2,53+2,56+2,54+2,50+2,50+2,50+2,54+2
5702,Park Chu Young,33,182,75,Korea Republic,69,Right,3,3,Medium/Medium,LS,64.0,70.0,68.0,69.0,37.0,61.0,"Power Free-Kick, Beat Offside Trap, Crowd Favourite",60,72,62,70,68,68,77,75,66,70,60,67,71,64,69,69,85,52,66,65,55,34,70,71,81,68,32,34,44,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,66+2,64+2,64+2,64+2,66+2,53+2,53+2,53+2,53+2,53+2,51+2,49+2,49+2,49+2,51+2
5710,L. Jallow,24,185,80,Gambia,69,Right,3,3,High/Low,LS,88.0,68.0,61.0,72.0,31.0,69.0,"Injury Free, Early Crosser",63,74,48,67,60,74,54,43,57,69,90,87,79,53,72,70,59,72,72,55,61,31,67,58,67,60,26,30,31,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,60+2,60+2,60+2,69+2,54+2,50+2,50+2,50+2,54+2,51+2,44+2,44+2,44+2,51+2
5713,A. Ramos,27,167,66,Chile,69,Right,3,3,High/Low,ST,91.0,64.0,55.0,72.0,31.0,67.0,Crowd Favourite,51,68,55,60,51,68,44,50,45,70,92,91,91,66,88,65,69,66,77,55,41,32,67,60,60,63,25,32,20,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,51+2,47+2,47+2,47+2,51+2,49+2,44+2,44+2,44+2,49+2
5728,J. Chibuike,30,180,76,Nigeria,69,Left,3,3,Medium/Medium,RS,70.0,66.0,66.0,72.0,32.0,63.0,Injury Free,66,66,53,70,59,73,66,62,62,72,71,70,74,63,61,71,62,64,70,61,42,33,68,65,67,70,32,28,24,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,53+2,51+2,51+2,51+2,53+2,49+2,43+2,43+2,43+2,49+2
5745,S. Bigalke,29,167,60,Germany,69,Right,4,4,Medium/Medium,LS,83.0,60.0,67.0,75.0,31.0,44.0,"Power Free-Kick, Finesse Shot, Crowd Favourite",67,65,33,70,58,73,65,69,55,71,90,77,93,69,92,66,63,71,31,44,38,47,65,71,59,63,34,21,22,62+2,62+2,62+2,70+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,56+2,50+2,50+2,50+2,56+2,52+2,38+2,38+2,38+2,52+2
5748,D. Alibec,28,187,88,Romania,69,Left,3,3,Medium/Low,ST,74.0,70.0,61.0,71.0,38.0,80.0,"Long Throw-in, Power Free-Kick, Selfish, Skilled Dribbling",56,68,64,57,68,74,72,66,58,71,74,74,70,55,50,74,76,73,84,72,80,41,65,69,69,61,28,39,32,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,53+2,53+2,53+2,53+2,53+2,51+2,51+2,51+2,51+2,51+2
5753,G. Engvall,23,184,85,Sweden,69,Right,3,3,High/Medium,RS,73.0,67.0,52.0,68.0,31.0,74.0,,45,70,61,57,57,68,52,48,45,72,67,77,63,64,60,72,67,75,76,57,67,22,72,57,58,70,25,36,21,68+2,68+2,68+2,65+2,67+2,67+2,67+2,65+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,49+2,48+2,48+2,48+2,49+2,46+2,45+2,45+2,45+2,46+2
5756,M. Turay,24,178,70,Sierra Leone,69,Right,3,3,High/Medium,ST,88.0,65.0,51.0,71.0,27.0,72.0,"Beat Offside Trap, Long Passer (CPU AI Only)",46,67,70,56,58,72,48,47,43,66,85,91,87,58,75,66,78,77,67,63,78,20,69,57,61,58,32,17,16,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,64+2,64+2,64+2,65+2,55+2,55+2,55+2,65+2,48+2,44+2,44+2,44+2,48+2,45+2,43+2,43+2,43+2,45+2
5775,K. Nagai,30,178,71,Japan,69,Right,4,2,High/Low,LS,95.0,64.0,60.0,67.0,41.0,74.0,"Argues with Officials, Early Crosser",59,63,65,61,60,67,61,54,58,61,95,95,82,70,68,68,81,94,69,61,61,40,67,62,62,67,50,28,29,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,58+2,54+2,54+2,54+2,58+2,56+2,50+2,50+2,50+2,56+2
5779,E. Brophy,23,174,68,Scotland,69,Right,3,3,High/Medium,ST,77.0,69.0,62.0,68.0,31.0,74.0,Argues with Officials,53,70,62,68,58,66,72,70,48,68,79,75,80,59,74,72,85,78,74,68,64,38,65,68,72,61,23,27,23,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,52+2,50+2,50+2,50+2,52+2,49+2,46+2,46+2,46+2,49+2
5781,Guillermo,26,181,74,Spain,69,Right,3,3,High/Medium,ST,76.0,66.0,59.0,69.0,31.0,73.0,,62,67,60,62,64,68,65,56,51,69,74,78,74,71,67,66,74,89,72,63,56,20,70,58,75,65,33,29,27,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,60+2,60+2,60+2,67+2,54+2,49+2,49+2,49+2,54+2,51+2,45+2,45+2,45+2,51+2
5851,G. Notsuda,25,177,72,Japan,69,Left,3,3,High/Medium,RF,73.0,62.0,66.0,69.0,53.0,68.0,,61,61,38,68,51,67,63,63,60,70,76,71,77,66,65,68,57,81,68,63,52,52,68,72,43,65,53,58,58,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,64+2,62+2,62+2,62+2,64+2,62+2,56+2,56+2,56+2,62+2
5883,D. Vera,34,184,72,Uruguay,69,Right,3,3,Medium/Medium,ST,53.0,68.0,62.0,67.0,35.0,69.0,"Power Free-Kick, Long Passer (CPU AI Only)",65,66,77,65,73,67,53,43,55,70,53,53,64,64,63,72,73,60,79,67,56,33,69,65,70,71,37,25,23,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,63+2,60+2,60+2,60+2,63+2,50+2,50+2,50+2,50+2,50+2,47+2,48+2,48+2,48+2,47+2
5885,Edgar,32,191,87,Brazil,69,Right,3,3,Medium/Medium,RS,60.0,70.0,62.0,63.0,32.0,73.0,"Beat Offside Trap, Long Passer (CPU AI Only)",60,68,70,65,69,65,71,44,60,64,54,65,55,68,54,74,65,69,76,66,73,24,72,63,80,71,32,27,25,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,60+2,60+2,60+2,64+2,49+2,50+2,50+2,50+2,49+2,47+2,46+2,46+2,46+2,47+2
5886,Manu Barreiro,32,191,81,Spain,69,Right,3,3,Medium/Medium,ST,53.0,67.0,56.0,68.0,31.0,77.0,Long Passer (CPU AI Only),36,65,70,68,71,68,62,69,50,70,51,55,69,69,58,69,67,70,89,64,56,33,73,56,70,66,32,18,19,68+2,68+2,68+2,62+2,66+2,66+2,66+2,62+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,61+2,47+2,49+2,49+2,49+2,47+2,44+2,46+2,46+2,46+2,44+2
5887,D. Diamantakos,26,182,81,Greece,69,Left,2,3,High/Medium,ST,75.0,69.0,58.0,68.0,29.0,74.0,,62,67,65,62,70,68,55,54,49,66,74,76,74,66,74,77,81,74,75,67,70,19,65,54,65,63,25,26,29,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,51+2,47+2,47+2,47+2,51+2,48+2,45+2,45+2,45+2,48+2
5888,Yuri,36,186,78,Brazil,69,Left,4,3,High/Medium,ST,66.0,70.0,55.0,67.0,35.0,68.0,"Avoids Using Weaker Foot, Beat Offside Trap",55,69,60,58,75,67,74,61,44,68,63,69,68,67,55,69,63,65,80,72,43,41,72,54,76,71,40,22,17,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,50+2,48+2,48+2,48+2,50+2,47+2,45+2,45+2,45+2,47+2
5890,L. Gregory,30,188,80,England,69,Right,3,3,High/Medium,RS,70.0,67.0,54.0,65.0,28.0,75.0,,43,70,66,59,65,64,56,61,46,67,67,73,69,69,58,68,64,72,79,59,70,21,72,61,71,64,24,23,29,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,63+2,57+2,57+2,57+2,63+2,47+2,47+2,47+2,47+2,47+2,46+2,44+2,44+2,44+2,46+2
5892,M. Yattara,25,185,79,Guinea,69,Right,3,3,High/Low,LS,75.0,70.0,56.0,67.0,25.0,67.0,"Power Free-Kick, Early Crosser, Long Passer (CPU AI Only)",51,70,67,62,63,67,55,38,48,67,72,77,70,60,69,73,81,60,77,67,46,22,65,59,74,71,17,25,14,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,63+2,57+2,57+2,57+2,63+2,46+2,44+2,44+2,44+2,46+2,43+2,41+2,41+2,41+2,43+2
5894,S. Mugoša,27,188,81,Montenegro,69,Right,3,3,High/Medium,LS,68.0,67.0,47.0,67.0,24.0,66.0,,32,70,68,57,59,68,40,44,40,70,64,72,61,67,53,71,62,69,71,59,52,18,71,54,62,70,16,22,19,68+2,68+2,68+2,63+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2,44+2,42+2,42+2,42+2,44+2,42+2,40+2,40+2,40+2,42+2
5899,J. Wind,20,190,82,Denmark,69,Right,3,3,Medium/Medium,RS,67.0,65.0,54.0,66.0,30.0,74.0,Selfish,35,68,65,67,61,67,54,41,45,67,66,67,59,68,64,67,69,68,81,58,65,19,69,60,62,64,32,27,19,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,46+2,48+2,48+2,48+2,46+2,44+2,45+2,45+2,45+2,44+2
5900,K. Wriedt,24,188,82,Ghana,69,Left,4,3,Medium/Medium,ST,76.0,67.0,56.0,67.0,30.0,72.0,,60,70,59,63,61,69,60,64,33,64,74,77,68,65,64,71,56,65,80,59,65,21,66,56,63,63,31,27,21,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,64+2,55+2,55+2,55+2,64+2,49+2,45+2,45+2,45+2,49+2,47+2,44+2,44+2,44+2,47+2
5906,D. Mattocks,28,179,70,Jamaica,69,Right,2,2,High/Low,ST,91.0,67.0,55.0,67.0,25.0,68.0,Early Crosser,53,67,60,60,54,66,62,29,48,62,89,92,87,62,72,77,93,72,65,60,64,13,68,57,59,58,25,25,16,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,56+2,56+2,56+2,65+2,48+2,44+2,44+2,44+2,48+2,45+2,41+2,41+2,41+2,45+2
5910,J. Macías,19,177,73,Mexico,69,Right,4,3,High/Medium,ST,72.0,69.0,55.0,67.0,23.0,55.0,Injury Free,45,72,66,68,60,68,50,45,42,67,71,73,65,62,74,70,61,56,60,62,40,13,68,55,72,62,21,19,20,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,63+2,56+2,56+2,56+2,63+2,44+2,41+2,41+2,41+2,44+2,42+2,37+2,37+2,37+2,42+2
5911,Bruno Mendes,24,184,77,Brazil,69,Right,3,3,Medium/Low,ST,66.0,70.0,57.0,66.0,22.0,64.0,,46,72,68,63,64,65,59,48,50,67,62,69,74,60,63,71,68,70,73,65,33,14,67,64,74,65,23,15,14,67+2,67+2,67+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,62+2,57+2,57+2,57+2,62+2,44+2,42+2,42+2,42+2,44+2,41+2,37+2,37+2,37+2,41+2
5943,H. Yamada,30,173,66,Japan,69,Right,3,3,High/Medium,RS,70.0,64.0,66.0,70.0,51.0,67.0,,66,64,49,68,64,69,63,65,61,67,69,71,81,70,81,64,59,86,63,63,56,58,64,69,68,66,51,48,46,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,63+2,61+2,61+2,61+2,63+2,61+2,55+2,55+2,55+2,61+2
5989,B. Atik,24,169,73,Turkey,69,Right,4,3,Medium/Medium,LF,73.0,60.0,64.0,74.0,34.0,52.0,Speed Dribbler (CPU AI Only),58,62,33,70,55,72,57,60,56,71,77,69,92,61,90,62,81,71,43,53,41,28,66,68,57,61,52,24,27,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,62+2,62+2,62+2,67+2,53+2,50+2,50+2,50+2,53+2,49+2,41+2,41+2,41+2,49+2
5998,M. Romero,20,179,72,Argentina,69,Right,5,3,Medium/Low,ST,76.0,70.0,49.0,65.0,27.0,69.0,Power Free-Kick,45,72,66,55,73,63,44,42,43,68,75,77,68,62,66,76,83,70,73,65,53,23,65,52,59,66,25,21,19,68+2,68+2,68+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,46+2,43+2,43+2,43+2,46+2,44+2,42+2,42+2,42+2,44+2
6000,C. Wondolowski,36,183,77,United States,69,Right,4,2,High/High,ST,41.0,71.0,56.0,62.0,50.0,67.0,"Avoids Using Weaker Foot, Beat Offside Trap, Long Passer (CPU AI Only), Giant Throw-in",54,74,69,59,70,62,60,57,46,64,38,44,54,76,61,71,62,73,64,62,67,46,81,61,72,70,49,48,44,67+2,67+2,67+2,62+2,65+2,65+2,65+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,55+2,56+2,56+2,56+2,55+2,54+2,55+2,55+2,55+2,54+2
6003,A. Sobiech,29,184,75,Poland,69,Right,3,2,Medium/Medium,ST,69.0,67.0,56.0,64.0,31.0,71.0,"Power Free-Kick, Long Passer (CPU AI Only)",55,69,73,65,62,62,43,51,36,66,64,73,67,67,59,70,82,64,73,62,70,32,67,61,71,64,19,32,24,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,62+2,57+2,57+2,57+2,62+2,49+2,47+2,47+2,47+2,49+2,48+2,47+2,47+2,47+2,48+2
6004,Douglas Vieira,31,189,83,Brazil,69,Right,3,3,Medium/Medium,ST,64.0,67.0,62.0,64.0,28.0,77.0,,64,70,71,65,60,64,53,53,59,67,67,62,66,64,36,64,67,72,84,62,68,23,69,59,68,65,23,23,23,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,65+2,60+2,60+2,60+2,65+2,49+2,48+2,48+2,48+2,49+2,46+2,45+2,45+2,45+2,46+2
6005,Álex López,25,186,84,Spain,69,Left,3,3,High/Medium,RS,63.0,65.0,54.0,65.0,30.0,68.0,Power Free-Kick,35,67,70,66,63,63,47,42,49,67,62,63,65,62,71,68,66,56,79,59,58,23,75,59,60,62,31,25,20,67+2,67+2,67+2,62+2,65+2,65+2,65+2,62+2,64+2,64+2,64+2,60+2,57+2,57+2,57+2,60+2,44+2,46+2,46+2,46+2,44+2,42+2,44+2,44+2,44+2,42+2
6008,C. Strandberg,23,185,85,Sweden,69,Left,2,2,Low/Low,LS,81.0,67.0,53.0,60.0,25.0,77.0,Injury Free,50,66,57,59,64,63,42,31,46,61,72,88,41,67,50,78,75,66,90,61,58,13,68,59,57,66,23,26,16,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,42+2,42+2,42+2,44+2
6009,Klauss,22,190,85,Brazil,69,Right,3,3,Medium/Medium,ST,63.0,67.0,60.0,64.0,29.0,68.0,,58,67,70,65,58,66,43,55,61,65,61,64,57,68,50,71,67,68,81,63,36,17,69,60,65,57,28,26,22,67+2,67+2,67+2,64+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,60+2,60+2,60+2,64+2,48+2,47+2,47+2,47+2,48+2,45+2,42+2,42+2,42+2,45+2
6010,R. Márquez,21,184,83,Colombia,69,Right,3,2,Medium/Medium,ST,69.0,68.0,53.0,64.0,26.0,61.0,,51,72,75,64,59,63,38,25,48,68,70,69,63,56,59,67,70,51,69,59,50,21,70,52,72,54,30,15,11,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,61+2,55+2,55+2,55+2,61+2,44+2,42+2,42+2,42+2,44+2,41+2,40+2,40+2,40+2,41+2
6012,A. Bareiro,22,184,84,Paraguay,69,Right,3,3,High/Medium,ST,69.0,67.0,48.0,67.0,22.0,63.0,"Selfish, Outside Foot Shot",34,72,68,55,53,68,45,38,48,70,68,70,59,62,62,61,66,59,78,65,32,13,71,54,69,67,21,16,15,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,61+2,55+2,55+2,55+2,61+2,41+2,40+2,40+2,40+2,41+2,39+2,37+2,37+2,37+2,39+2
6013,M. Suzuki,25,185,74,Japan,69,Right,3,3,Medium/Medium,RF,77.0,68.0,51.0,65.0,18.0,58.0,,54,75,57,57,62,67,55,38,36,63,77,77,66,67,54,65,51,44,76,61,32,12,69,53,57,57,17,11,11,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,62+2,52+2,52+2,52+2,62+2,42+2,37+2,37+2,37+2,42+2,39+2,34+2,34+2,34+2,39+2
6066,J. Collins,28,188,86,Republic of Ireland,69,Right,3,2,High/High,LS,67.0,67.0,52.0,63.0,41.0,80.0,Long Passer (CPU AI Only),37,70,73,60,62,62,61,49,50,65,67,67,68,65,53,69,84,82,84,59,64,34,70,54,67,70,43,36,30,68+2,68+2,68+2,61+2,64+2,64+2,64+2,61+2,62+2,62+2,62+2,61+2,58+2,58+2,58+2,61+2,51+2,52+2,52+2,52+2,51+2,50+2,52+2,52+2,52+2,50+2
6069,A. Dona Ndoh,33,186,80,Cameroon,69,Right,2,3,High/Low,RS,67.0,68.0,54.0,59.0,27.0,76.0,"Long Passer (CPU AI Only), Giant Throw-in",49,70,72,57,59,57,51,44,52,63,62,71,57,65,51,67,68,73,89,62,48,15,75,59,72,73,34,16,13,68+2,68+2,68+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,45+2,44+2,44+2,44+2,45+2,42+2,42+2,42+2,42+2,42+2
6070,B. Fernández,27,183,80,Colombia,69,Right,3,2,High/Medium,ST,69.0,71.0,45.0,65.0,28.0,70.0,,34,77,60,51,63,62,66,55,30,68,79,60,69,68,73,68,70,67,83,65,40,14,68,48,73,56,49,10,11,68+2,68+2,68+2,62+2,64+2,64+2,64+2,62+2,60+2,60+2,60+2,59+2,51+2,51+2,51+2,59+2,43+2,41+2,41+2,41+2,43+2,40+2,40+2,40+2,40+2,40+2
6071,J. Garner,31,178,74,England,69,Right,3,2,High/Medium,ST,65.0,68.0,54.0,65.0,47.0,78.0,Long Passer (CPU AI Only),49,68,76,58,69,62,49,43,57,65,68,63,74,66,76,69,91,76,73,66,92,36,71,56,69,68,46,49,38,67+2,67+2,67+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,54+2,56+2,56+2,56+2,54+2,53+2,57+2,57+2,57+2,53+2
6072,B. Eleke,23,190,88,Nigeria,69,Right,3,3,Medium/Medium,ST,66.0,69.0,51.0,64.0,44.0,77.0,"Argues with Officials, Early Crosser",47,71,70,52,66,59,53,35,49,71,63,68,63,59,75,68,75,71,83,66,70,44,70,58,74,72,38,42,40,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,52+2,53+2,53+2,53+2,52+2,52+2,54+2,54+2,54+2,52+2
6073,J. Marquis,27,185,80,England,69,Right,3,2,High/Medium,ST,70.0,66.0,51.0,62.0,38.0,87.0,"Diver, Injury Prone",32,68,73,54,63,62,37,34,64,59,68,71,64,68,66,68,82,92,85,59,86,33,71,62,62,63,25,42,38,67+2,67+2,67+2,60+2,64+2,64+2,64+2,60+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,51+2,54+2,54+2,54+2,51+2,50+2,52+2,52+2,52+2,50+2
6074,P. Hoban,27,180,84,Republic of Ireland,69,Right,3,3,High/Low,ST,68.0,67.0,56.0,61.0,39.0,76.0,"Beat Offside Trap, Long Passer (CPU AI Only)",54,71,71,59,61,58,58,56,53,65,66,70,62,66,66,67,65,78,84,59,58,33,68,54,70,65,37,35,34,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,62+2,58+2,58+2,58+2,62+2,52+2,51+2,51+2,51+2,52+2,51+2,50+2,50+2,50+2,51+2
