,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
2345,H. Canteros,30,176,80,Argentina,74,Right,3,3,Medium/Medium,CAM,68.0,69.0,73.0,71.0,68.0,74.0,Leadership,68,63,59,73,57,70,79,79,72,74,65,70,67,68,71,81,67,81,71,73,73,67,71,77,69,68,66,74,69,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,70+2,70+2,71+2,71+2,71+2,70+2,69+2,68+2,68+2,68+2,69+2
2360,Fábio Melitinho,35,170,67,Brazil,74,Right,5,3,Medium/Low,CAM,51.0,73.0,75.0,74.0,24.0,52.0,,73,72,42,74,73,74,83,75,75,73,45,56,78,76,76,74,48,68,44,75,54,20,74,75,72,83,10,33,31,66+2,66+2,66+2,70+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,70+2,69+2,69+2,69+2,70+2,52+2,51+2,51+2,51+2,52+2,47+2,38+2,38+2,38+2,47+2
2399,A. Ricaurte,27,182,70,Colombia,74,Left,3,3,Medium/Medium,CAM,68.0,59.0,77.0,71.0,64.0,74.0,Finesse Shot,69,59,45,81,48,69,68,64,79,76,69,68,67,72,59,59,69,82,72,61,69,65,65,81,61,68,62,71,63,64+2,64+2,64+2,70+2,69+2,69+2,69+2,70+2,72+2,72+2,72+2,72+2,75+2,75+2,75+2,72+2,70+2,72+2,72+2,72+2,70+2,68+2,66+2,66+2,66+2,68+2
2681,K. Karaman,25,189,83,Turkey,73,Right,3,3,Medium/Medium,CAM,70.0,72.0,65.0,76.0,27.0,68.0,,69,75,68,72,60,78,45,28,62,75,70,70,74,70,66,74,78,69,68,70,64,22,72,64,56,57,24,24,18,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,52+2,50+2,50+2,50+2,52+2,48+2,44+2,44+2,44+2,48+2
2683,M. Stiepermann,28,190,86,Germany,73,Left,2,3,Medium/Medium,CAM,66.0,72.0,70.0,72.0,64.0,77.0,"Inflexible, Argues with Officials, Crowd Favourite",67,67,64,71,65,74,73,67,67,73,64,68,67,75,56,84,55,85,76,74,74,62,74,75,58,74,61,68,62,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,67+2
2688,P. Hurtado,28,176,72,Peru,73,Right,4,4,Medium/Low,CAM,81.0,71.0,71.0,75.0,44.0,59.0,"Injury Free, Crowd Favourite",70,69,72,71,70,75,68,72,70,76,78,83,75,67,73,76,80,65,60,71,42,45,68,71,69,70,48,34,28,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,59+2,56+2,56+2,56+2,59+2,56+2,51+2,51+2,51+2,56+2
2690,G. Kakuta,28,173,64,DR Congo,73,Left,3,4,Medium/Medium,CAM,78.0,69.0,70.0,79.0,40.0,62.0,Crowd Favourite,73,69,67,69,62,77,77,78,66,79,81,75,91,66,86,77,87,64,66,65,42,46,68,70,62,74,30,41,25,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,58+2,55+2,55+2,55+2,58+2,55+2,49+2,49+2,49+2,55+2
2694,Pere Milla,26,179,70,Spain,73,Left,2,3,Medium/Low,CAM,76.0,73.0,69.0,76.0,36.0,62.0,"Beat Offside Trap, Crowd Favourite",72,75,56,72,62,78,65,58,60,73,78,75,78,68,68,76,51,72,64,70,45,32,72,69,62,57,40,30,28,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,66+2,66+2,66+2,72+2,57+2,53+2,53+2,53+2,57+2,53+2,45+2,45+2,45+2,53+2
2696,Cesinha,29,177,74,Brazil,73,Right,3,4,High/Medium,CAM,73.0,73.0,70.0,73.0,30.0,62.0,"Long Throw-in, Argues with Officials",70,73,59,72,67,73,65,69,66,75,72,73,75,68,71,77,64,66,62,73,55,14,75,70,67,67,45,18,20,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,65+2,65+2,65+2,71+2,52+2,50+2,50+2,50+2,52+2,48+2,42+2,42+2,42+2,48+2
2702,B. Mensah,24,180,65,Ghana,73,Right,3,4,High/Medium,CAM,79.0,69.0,70.0,75.0,63.0,65.0,"Injury Free, Argues with Officials, Crowd Favourite",64,67,62,74,49,76,72,70,69,74,82,76,79,67,66,80,61,58,67,71,70,68,69,69,59,72,68,62,42,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,64+2,64+2
2715,Rogerinho,32,176,70,Brazil,73,Right,4,3,High/Medium,CAM,82.0,68.0,66.0,77.0,35.0,64.0,"Injury Free, Selfish, Early Crosser",64,69,61,67,66,78,64,68,60,75,83,82,84,68,78,70,68,72,59,62,63,26,69,71,67,68,29,39,31,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,56+2,52+2,52+2,52+2,56+2,53+2,47+2,47+2,47+2,53+2
2742,P. Kasami,27,188,87,Switzerland,73,Left,4,3,Medium/Medium,CAM,67.0,71.0,70.0,71.0,56.0,78.0,"Selfish, Argues with Officials, Finesse Shot",66,65,62,73,69,73,56,62,71,76,64,70,58,74,53,84,59,81,79,74,75,67,68,75,63,66,40,64,56,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,67+2,68+2,68+2,68+2,67+2,65+2,63+2,63+2,63+2,65+2
2744,A. Bakasetas,26,181,78,Greece,73,Left,4,3,High/Medium,CAM,69.0,73.0,74.0,69.0,43.0,70.0,,70,70,68,76,68,68,70,74,72,72,65,72,68,65,65,79,68,73,73,78,61,44,72,75,63,65,45,33,41,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,69+2,69+2,69+2,70+2,59+2,59+2,59+2,59+2,59+2,56+2,53+2,53+2,53+2,56+2
2764,K. Schindler,25,180,77,Ghana,73,Right,4,3,Medium/Low,RAM,82.0,69.0,65.0,71.0,45.0,66.0,Early Crosser,72,75,48,66,53,72,56,41,58,68,84,81,74,70,74,69,80,73,72,59,41,40,75,69,65,58,46,48,40,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,69+2,69+2,69+2,71+2,65+2,65+2,65+2,71+2,60+2,56+2,56+2,56+2,60+2,58+2,52+2,52+2,52+2,58+2
2797,B. Celina,22,181,66,Kosovo,73,Right,3,3,Medium/Medium,CAM,76.0,70.0,69.0,75.0,26.0,59.0,"Argues with Officials, Finesse Shot",66,70,46,70,55,76,69,74,64,74,78,74,78,67,81,71,47,64,62,73,47,18,64,75,69,68,26,27,15,67+2,67+2,67+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,50+2,48+2,48+2,48+2,50+2,46+2,38+2,38+2,38+2,46+2
2800,Diego Lopes,25,171,64,Brazil,73,Right,4,3,Medium/Low,CAM,71.0,66.0,69.0,76.0,46.0,51.0,"Finesse Shot, Crowd Favourite",64,65,55,72,59,76,68,61,68,75,71,71,80,73,84,72,49,69,35,64,71,42,68,73,67,67,36,53,51,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,61+2,59+2,59+2,59+2,61+2,59+2,51+2,51+2,51+2,59+2
2803,M. Pisano,27,166,61,Argentina,73,Left,3,4,Medium/Low,CAM,78.0,67.0,70.0,78.0,42.0,46.0,"Selfish, Crowd Favourite",70,69,43,71,48,80,72,66,68,72,82,74,86,69,90,70,61,67,33,71,49,36,67,72,49,71,38,50,41,66+2,66+2,66+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,59+2,55+2,55+2,55+2,59+2,56+2,46+2,46+2,46+2,56+2
2809,C. Paterson,24,187,76,Scotland,73,Right,3,3,High/High,CAM,74.0,67.0,66.0,68.0,69.0,86.0,"Power Free-Kick, Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",70,69,79,67,68,67,48,32,66,69,72,76,66,77,59,72,93,89,85,63,85,66,73,71,46,58,67,69,68,72+2,72+2,72+2,69+2,70+2,70+2,70+2,69+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,71+2
2860,T. Dingomé,28,174,71,France,73,Left,3,3,Medium/Medium,CAM,68.0,64.0,72.0,74.0,65.0,70.0,,72,61,64,74,59,72,59,57,72,75,69,68,78,70,79,72,67,80,65,64,69,66,67,76,55,68,65,67,62,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,70+2,70+2,68+2,66+2,66+2,66+2,68+2
2876,S. Cárdenas,29,168,65,Colombia,73,Left,2,4,High/Medium,CAM,79.0,69.0,71.0,74.0,42.0,57.0,"Selfish, Finesse Shot, Crowd Favourite",71,66,41,72,68,73,74,74,64,71,78,79,83,67,90,72,87,76,42,72,62,42,69,74,79,65,58,32,26,66+2,66+2,66+2,72+2,70+2,70+2,70+2,72+2,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,59+2,56+2,56+2,56+2,59+2,55+2,48+2,48+2,48+2,55+2
2883,N. De la Cruz,22,167,65,Uruguay,73,Right,3,3,Medium/Low,LAM,78.0,65.0,70.0,75.0,46.0,49.0,Argues with Officials,62,59,63,73,60,75,68,72,70,72,79,77,86,66,84,72,66,70,31,71,61,46,66,74,66,67,44,42,47,65+2,65+2,65+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,60+2,58+2,58+2,58+2,60+2,58+2,51+2,51+2,51+2,58+2
2919,R. Morioka,28,180,79,Japan,73,Right,3,3,Medium/Medium,CAM,58.0,71.0,75.0,71.0,37.0,60.0,Finesse Shot,71,70,58,78,71,70,65,70,73,73,63,53,72,62,71,69,63,62,65,73,46,27,71,78,70,75,32,42,34,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,69+2,54+2,55+2,55+2,55+2,54+2,51+2,46+2,46+2,46+2,51+2
2926,T. Ho?ava,31,181,68,Czech Republic,73,Right,4,3,High/High,CAM,65.0,67.0,71.0,73.0,60.0,64.0,"Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only)",64,63,57,73,66,72,68,59,72,74,67,63,75,73,69,74,66,76,58,71,62,65,63,75,65,78,55,65,56,66+2,66+2,66+2,69+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,66+2,67+2,67+2,67+2,66+2,65+2,62+2,62+2,62+2,65+2
3009,J. Mikel,32,188,86,Nigeria,73,Right,3,3,Medium/High,CAM,54.0,59.0,71.0,68.0,78.0,79.0,Injury Prone,65,50,75,79,62,69,67,59,77,72,53,54,52,78,47,74,75,75,83,67,77,78,54,62,45,79,78,78,77,65+3,65+3,65+3,64+3,65+3,65+3,65+3,64+3,66+3,66+3,66+3,66+3,71+3,71+3,71+3,66+3,72+3,76+3,76+3,76+3,72+3,73+3,77+3,77+3,77+3,73+3
3313,D. Kadah,33,188,80,Turkey,72,Right,4,3,High/Medium,CAM,64.0,73.0,69.0,71.0,32.0,75.0,Injury Free,66,71,78,71,60,70,69,60,64,74,61,66,66,75,64,79,78,67,79,74,72,25,71,76,73,72,30,26,24,72+2,72+2,72+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,69+2,66+2,66+2,66+2,69+2,52+2,53+2,53+2,53+2,52+2,49+2,48+2,48+2,48+2,49+2
3377,A. Rosina,35,170,69,Italy,72,Left,3,4,Medium/Medium,CAM,69.0,70.0,73.0,76.0,23.0,46.0,Crowd Favourite,69,68,50,74,71,74,80,78,74,77,70,68,80,72,89,73,32,70,34,70,48,14,70,72,68,72,17,27,22,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,51+2,49+2,49+2,49+2,51+2,47+2,35+2,35+2,35+2,47+2
3382,J. Pitroipa,33,176,60,Burkina Faso,72,Right,4,4,High/High,CAM,77.0,63.0,66.0,76.0,37.0,49.0,"Power Free-Kick, Early Crosser, Finesse Shot",61,62,52,73,58,76,66,57,56,75,79,76,78,66,79,65,79,58,46,57,40,37,72,70,74,67,41,31,30,66+3,66+3,66+3,70+3,70+3,70+3,70+3,70+3,70+3,70+3,70+3,70+3,64+3,64+3,64+3,70+3,55+3,52+3,52+3,52+3,55+3,52+3,45+3,45+3,45+3,52+3
3413,Clayton Fildeiras,35,172,69,Brazil,72,Right,4,3,High/Medium,RAM,72.0,68.0,69.0,73.0,46.0,73.0,"Long Throw-in, Injury Prone",56,66,62,75,56,72,71,74,65,75,66,76,73,75,75,77,72,80,66,68,80,63,62,72,77,71,20,53,48,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,62+2,63+2,63+2,63+2,62+2,60+2,57+2,57+2,57+2,60+2
3447,J. Nieto,26,178,74,Colombia,72,Right,4,3,Medium/Medium,CAM,71.0,66.0,75.0,73.0,48.0,72.0,"Beat Offside Trap, Crowd Favourite",69,65,38,80,56,69,70,62,77,74,72,70,90,65,71,67,73,79,79,69,44,42,72,75,68,84,60,50,26,66+2,66+2,66+2,71+2,70+2,70+2,70+2,71+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,72+2,61+2,62+2,62+2,62+2,61+2,57+2,53+2,53+2,53+2,57+2
3458,T. Ince,27,178,66,England,72,Left,3,4,Medium/Medium,CAM,77.0,68.0,67.0,76.0,33.0,54.0,"Selfish, Crowd Favourite",70,67,40,67,52,75,75,73,59,75,78,77,86,68,81,70,55,70,52,70,38,33,72,67,68,67,33,35,21,66+2,66+2,66+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,71+2,65+2,65+2,65+2,71+2,55+2,51+2,51+2,51+2,55+2,51+2,41+2,41+2,41+2,51+2
3509,A. Schenetti,28,175,72,Italy,72,Right,4,4,Medium/Medium,CAM,82.0,66.0,68.0,72.0,56.0,66.0,,64,64,60,72,65,69,66,64,67,72,82,82,80,67,88,68,59,74,64,70,63,58,68,69,55,68,49,61,58,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,66+2,64+2,64+2,64+2,66+2,65+2,60+2,60+2,60+2,65+2
3531,M. Diemers,25,175,70,Netherlands,72,Right,3,3,High/High,CAM,72.0,65.0,74.0,76.0,59.0,63.0,"Argues with Officials, Speed Dribbler (CPU AI Only)",79,60,63,72,63,78,76,69,73,73,73,72,76,67,76,75,78,74,57,64,62,58,60,75,74,72,60,58,52,66+2,66+2,66+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,67+2,65+2,65+2,65+2,67+2,65+2,60+2,60+2,60+2,65+2
3534,D. Jevti?,26,182,75,Switzerland,72,Left,3,3,High/Low,CAM,71.0,66.0,71.0,71.0,45.0,64.0,"Power Free-Kick, Selfish, Finesse Shot, Crowd Favourite",66,67,51,74,52,70,69,66,68,71,71,71,78,63,78,67,72,62,68,64,54,46,71,74,68,66,47,44,32,66+2,66+2,66+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,67+2,67+2,67+2,69+2,57+2,58+2,58+2,58+2,57+2,55+2,52+2,52+2,52+2,55+2
3536,Aketxe,25,174,69,Spain,72,Left,3,3,Medium/Medium,CAM,63.0,71.0,77.0,73.0,45.0,58.0,"Argues with Officials, Finesse Shot",77,66,48,76,61,72,84,85,78,71,67,60,84,63,83,82,43,60,61,75,52,41,66,72,67,66,40,50,52,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,69+2,60+2,59+2,59+2,59+2,60+2,57+2,51+2,51+2,51+2,57+2
3554,Mauro Riboas,27,176,75,Brazil,72,Right,3,3,Medium/Medium,CAM,66.0,61.0,70.0,73.0,39.0,55.0,Finesse Shot,73,44,42,74,76,71,64,73,51,75,67,66,74,73,70,77,69,46,53,76,69,48,75,77,69,81,32,41,37,64+2,64+2,64+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,68+2,66+2,66+2,66+2,68+2,57+2,55+2,55+2,55+2,57+2,54+2,49+2,49+2,49+2,54+2
3559,V. Hernández,30,160,61,Colombia,72,Right,3,4,High/Medium,LAM,87.0,67.0,64.0,74.0,34.0,46.0,"Diver, Early Crosser, Crowd Favourite",64,67,40,68,60,72,49,45,63,70,89,85,91,64,94,68,91,78,29,64,36,21,69,68,71,71,59,20,21,64+2,64+2,64+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,70+2,63+2,63+2,63+2,70+2,55+2,49+2,49+2,49+2,55+2,51+2,39+2,39+2,39+2,51+2
3599,K. Nakamura,38,175,66,Japan,72,Right,3,3,Medium/Medium,CAM,39.0,71.0,78.0,72.0,63.0,62.0,"Avoids Using Weaker Foot, Beat Offside Trap, Argues with Officials, Finesse Shot, Giant Throw-in",76,68,70,77,68,71,85,87,77,74,39,39,70,74,73,74,69,64,60,76,65,70,64,77,80,80,61,60,60,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,68+2,72+2,72+2,72+2,68+2,65+2,69+2,69+2,69+2,65+2,64+2,64+2,64+2,64+2,64+2
3616,J. Swift,24,182,73,England,72,Right,3,4,Medium/Low,CAM,63.0,67.0,72.0,73.0,56.0,54.0,"Power Free-Kick, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",67,65,53,73,69,72,72,71,73,74,66,60,81,65,71,71,50,60,51,68,56,54,65,73,61,66,57,56,56,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,62+2,63+2,63+2,63+2,62+2,60+2,57+2,57+2,57+2,60+2
3617,S. Hernández,32,177,74,Colombia,72,Right,4,3,Medium/Medium,CAM,61.0,64.0,70.0,70.0,54.0,59.0,Selfish,59,62,47,74,64,69,66,65,70,75,51,70,67,65,66,62,60,68,70,71,22,58,72,78,55,69,48,59,52,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,68+2,70+2,70+2,70+2,68+2,62+2,62+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2
4042,K. Laribi,28,175,67,Tunisia,71,Right,4,4,High/Medium,CAM,81.0,69.0,71.0,75.0,47.0,60.0,"Beat Offside Trap, Crowd Favourite",68,70,54,74,68,73,68,71,69,74,83,80,85,72,87,69,63,80,56,68,45,44,72,70,70,78,41,52,48,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,69+2,69+2,69+2,73+2,63+2,60+2,60+2,60+2,63+2,61+2,53+2,53+2,53+2,61+2
4075,N. De Pauw,29,181,80,Belgium,71,Right,4,3,High/High,CAM,74.0,69.0,68.0,71.0,41.0,70.0,Selfish,72,66,63,70,75,71,57,63,67,71,72,76,69,69,71,76,78,71,69,70,68,49,70,67,54,74,38,38,24,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,66+2,66+2,66+2,70+2,58+2,57+2,57+2,57+2,58+2,55+2,52+2,52+2,52+2,55+2
4078,M. Vrousai,20,183,78,Greece,71,Right,2,4,High/High,CAM,82.0,70.0,66.0,71.0,41.0,65.0,"Speed Dribbler (CPU AI Only), Crowd Favourite",64,69,59,67,62,70,64,63,64,73,80,83,77,67,67,76,69,73,69,70,46,35,68,71,66,62,46,36,33,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,65+2,65+2,65+2,70+2,57+2,55+2,55+2,55+2,57+2,55+2,49+2,49+2,49+2,55+2
4091,Jesús Imaz,28,179,70,Spain,71,Right,4,3,High/Medium,CAM,77.0,69.0,64.0,72.0,31.0,67.0,,61,72,52,68,63,69,49,55,60,71,75,78,81,73,80,63,60,85,70,66,37,34,73,68,73,61,31,24,23,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,65+2,65+2,65+2,70+2,55+2,51+2,51+2,51+2,55+2,51+2,43+2,43+2,43+2,51+2
4093,Luisinho,28,176,67,Brazil,71,Right,2,4,High/Medium,CAM,76.0,69.0,65.0,76.0,22.0,62.0,Beat Offside Trap,62,71,59,68,61,76,67,65,63,74,78,74,88,65,68,66,63,64,63,70,56,16,68,64,59,54,16,22,15,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,69+2,62+2,62+2,62+2,69+2,48+2,46+2,46+2,46+2,48+2,45+2,38+2,38+2,38+2,45+2
4122,A. Jansen,30,186,77,Netherlands,71,Right,2,3,High/Medium,LAM,66.0,69.0,72.0,70.0,45.0,77.0,"Argues with Officials, Giant Throw-in",76,63,68,72,61,72,73,72,68,71,62,69,64,67,66,81,73,67,82,72,78,44,71,70,70,66,47,40,30,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,69+2,58+2,59+2,59+2,59+2,58+2,55+2,55+2,55+2,55+2,55+2
4129,Y. Toyokawa,24,171,64,Japan,71,Right,3,3,Medium/Low,LAM,80.0,70.0,55.0,70.0,22.0,50.0,,45,73,71,66,70,66,69,72,28,67,85,76,89,72,84,69,89,71,42,67,33,16,75,59,56,72,19,13,19,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,65+2,56+2,56+2,56+2,65+2,47+2,40+2,40+2,40+2,47+2,44+2,36+2,36+2,36+2,44+2
4133,J. Hochscheidt,31,180,82,Germany,71,Right,4,3,High/High,CAM,71.0,69.0,71.0,70.0,57.0,75.0,"Argues with Officials, Crowd Favourite",70,68,53,73,66,70,71,68,71,68,69,72,75,71,78,73,68,78,75,70,74,58,70,68,61,69,56,62,50,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,65+2,66+2,66+2,66+2,65+2,63+2,62+2,62+2,62+2,63+2
4152,O. Kiteishvili,23,173,65,Georgia,71,Right,4,3,High/Medium,CAM,73.0,66.0,65.0,73.0,42.0,54.0,,62,66,59,69,57,74,55,44,68,72,76,71,69,69,83,71,78,75,48,68,37,33,67,66,49,72,38,43,47,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,58+2,54+2,54+2,54+2,58+2,56+2,48+2,48+2,48+2,56+2
4164,N. Ninkovi?,24,183,78,Serbia,71,Left,4,3,High/Low,CAM,73.0,65.0,68.0,72.0,28.0,58.0,"Argues with Officials, Finesse Shot",61,64,68,70,67,72,68,71,63,74,72,73,72,59,73,65,72,58,57,64,56,20,75,72,68,63,28,20,26,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,68+2,63+2,63+2,63+2,68+2,49+2,48+2,48+2,48+2,49+2,46+2,41+2,41+2,41+2,46+2
4171,S. Amallah,22,185,75,Belgium,71,Right,3,3,Medium/Medium,CAM,67.0,70.0,68.0,72.0,49.0,63.0,"Argues with Officials, Crowd Favourite",66,67,47,70,72,74,62,66,67,72,65,69,71,65,69,76,68,64,60,74,66,45,66,70,67,67,42,57,52,66+2,66+2,66+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,60+2,60+2,60+2,60+2,60+2,58+2,54+2,54+2,54+2,58+2
4175,M. Mancosu,30,180,77,Italy,71,Right,4,3,Medium/Medium,CAM,67.0,66.0,68.0,70.0,41.0,65.0,Argues with Officials,59,63,51,71,58,70,73,68,63,73,68,67,64,72,67,66,70,76,64,73,50,42,71,73,63,51,31,46,42,66+2,66+2,66+2,68+2,69+2,69+2,69+2,68+2,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,58+2,57+2,57+2,57+2,58+2,55+2,50+2,50+2,50+2,55+2
4178,C. Pinares,28,176,73,Chile,71,Left,3,3,High/Low,CAM,82.0,66.0,67.0,73.0,35.0,66.0,"Injury Free, Argues with Officials, Crowd Favourite",60,61,37,67,43,73,74,73,66,72,80,84,80,62,72,76,60,74,74,72,36,57,73,69,63,68,30,25,35,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,69+2,66+2,66+2,66+2,69+2,57+2,54+2,54+2,54+2,57+2,54+2,45+2,45+2,45+2,54+2
4184,Fredy,29,170,68,Angola,71,Right,3,4,High/Medium,CAM,90.0,62.0,66.0,73.0,24.0,56.0,Early Crosser,65,61,45,68,60,72,66,61,66,69,89,90,89,71,86,65,67,67,50,59,53,23,73,66,70,75,27,17,16,66+2,66+2,66+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,63+2,63+2,63+2,71+2,52+2,47+2,47+2,47+2,52+2,48+2,37+2,37+2,37+2,48+2
4202,Cristian Herrera,28,186,79,Spain,71,Left,2,3,High/Medium,CAM,68.0,72.0,63.0,68.0,44.0,75.0,,58,74,66,67,70,70,64,66,61,72,66,70,62,62,39,74,66,70,84,69,60,39,66,61,73,64,58,33,26,70+2,70+2,70+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,55+2,55+2,55+2,55+2,55+2,52+2,53+2,53+2,53+2,52+2
4215,Jon Bautista,23,180,72,Spain,71,Right,3,3,Medium/Medium,CAM,60.0,74.0,59.0,69.0,26.0,61.0,,47,76,73,69,69,70,60,57,58,68,58,62,65,69,70,69,67,65,66,77,40,16,73,52,70,72,25,22,16,70+2,70+2,70+2,66+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,64+2,60+2,60+2,60+2,64+2,46+2,45+2,45+2,45+2,46+2,43+2,40+2,40+2,40+2,43+2
4219,N. ?ur?i?,33,184,77,Serbia,71,Right,4,3,Medium/High,CAM,70.0,68.0,61.0,67.0,52.0,75.0,"Avoids Using Weaker Foot, Beat Offside Trap",59,69,68,62,68,66,65,53,60,65,69,70,73,77,65,66,72,75,73,66,80,58,79,65,67,66,49,48,43,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,60+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,59+2,59+2
