,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
528,528,H. Manzala,25,177.2,70.7,DR Congo,Black,69,Right,Good,Good,Medium/Medium,LM,59.53,65.58,62.73,70.89,55.67,54.79,58.67,68.52,76.82,85.01,81.0,65.55,70.29,12,11,13,12,6,13,13,11,13
529,529,S. Downing,34,179.8,63.9,England,Black,69,Left,Good,Good,Medium/Medium,RM,73.61,62.89,71.75,66.99,80.03,72.46,72.35,73.55,64.45,61.14,71.2,67.7,73.32,10,12,14,7,8,13,14,13,13
530,530,,22,172.4,68.6,England,Caucasian,69,Right,Good,Good,High/Medium,LM,57.33,69.56,63.45,70.88,68.26,60.78,57.41,67.46,90.4,82.5,82.97,64.86,90.48,14,10,13,15,7,13,11,13,13
531,531,R. Leipertz,26,183.1,82.4,Germany,Caucasian,69,Left,Excellent,Good,,LM,63.41,68.37,67.13,68.62,62.18,41.16,52.65,67.85,82.53,82.0,71.45,63.84,70.99,13,13,12,10,5,13,12,11,11
532,532,S. Tetteh,22,179.8,67.6,Ghana,Black,69,Right,Good,Average,Medium/Medium,LW,58.94,67.37,65.36,73.56,58.14,62.31,46.07,69.94,78.1,83.87,77.66,67.57,71.09,13,11,11,6,3,13,11,11,12
533,533,R. Hassan,28,172.0,64.0,Nigeria,Black,69,,Excellent,Good,High/Medium,RW,73.96,58.72,65.57,72.01,58.03,40.17,60.31,66.85,78.43,81.37,83.88,64.21,65.33,14,10,12,16,11,13,13,9,13
534,534,Ever Sineiro,31,167.3,60.3,Brazil,Caucasian,69,Right,Excellent,Good,Medium/Low,LM,65.69,60.64,66.66,72.98,72.37,55.82,59.92,69.51,78.0,70.35,83.06,76.09,81.88,12,11,10,12,13,13,12,13,14
535,535,S. Bertram,28,185.4,81.8,Germany,Caucasian,69,Left,Excellent,Good,Medium/Medium,LM,65.2,65.53,67.39,68.59,73.14,74.06,51.42,70.09,72.72,80.68,76.07,65.57,69.78,13,13,13,7,8,13,13,14,9
536,536,E. Ocansey,21,172.6,70.9,Ghana,Black,69,Left,Excellent,Good,Medium/Medium,RM,56.61,60.19,63.16,73.73,66.94,42.39,60.22,69.3,89.1,84.42,91.45,65.87,81.18,13,10,14,10,5,13,12,8,14
537,537,Dieguinho,27,177.6,68.1,Brazil,Caucasian,69,Right,Average,Good,Medium/Medium,RW,61.62,64.44,64.42,76.21,43.93,42.73,48.84,74.47,77.33,74.52,79.33,66.52,71.63,10,9,11,11,5,13,12,13,13
538,538,N. Dyer,31,166.9,62.0,England,Caucasian,69,,Good,Good,High/Medium,RM,73.96,63.83,68.68,73.98,58.14,41.97,59.26,66.85,79.44,76.37,84.52,65.62,65.33,12,9,14,13,7,13,12,14,13
539,539,M. Valoti,25,186.6,75.9,Italy,Caucasian,69,Right,Good,Good,Medium/Medium,RM,72.47,54.72,77.17,74.16,78.26,65.2,72.11,75.77,64.87,67.54,71.08,64.26,76.41,12,6,14,9,7,13,13,11,14
540,540,C. Auzqui,28,180.1,73.7,Argentina,Caucasian,69,Right,Good,Good,High/Low,RW,66.92,67.78,66.95,67.28,60.38,63.49,65.81,62.56,78.66,83.17,81.0,65.2,68.95,14,14,12,16,9,13,13,11,12
541,541,F. Flores,32,177.4,70.4,Chile,Caucasian,69,Left,Average,Good,Medium/Medium,LM,64.35,68.35,68.12,70.0,52.64,59.4,56.05,69.41,78.55,72.91,71.62,71.43,64.51,16,13,11,9,2,14,9,13,13
542,542,Maikel Mesa,28,187.8,78.6,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,RM,62.18,65.91,69.26,68.7,63.28,55.58,67.26,68.25,69.63,71.19,72.01,65.17,68.28,14,14,13,13,12,13,13,11,13
543,543,M. Fall,27,184.2,71.8,Senegal,Black,69,Right,Good,Good,High/Medium,RM,65.17,63.73,62.73,68.58,55.03,47.71,57.89,68.08,82.12,89.91,76.1,66.35,65.33,15,13,12,11,5,12,12,11,13
544,544,S. Becker,24,179.7,75.0,Netherlands,Caucasian,69,Right,Average,Good,Medium/Low,RW,63.44,64.49,60.67,69.76,54.38,47.15,55.91,66.61,90.95,93.01,73.72,65.02,72.55,14,14,12,10,6,13,11,12,12
545,545,Nono,28,170.1,62.6,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,LM,67.84,61.26,70.46,65.73,71.09,69.81,63.24,67.8,75.0,74.01,81.02,70.39,84.46,14,9,14,8,6,13,12,10,11
546,546,R. Shirasaki,26,180.8,69.7,Japan,Asian,69,Right,Excellent,Good,High/Medium,LM,64.65,67.3,67.88,69.73,61.14,66.59,62.49,66.61,70.31,70.03,74.29,66.61,60.07,15,15,12,10,9,13,13,11,11
547,547,R. Lamah,31,174.6,70.7,Belgium,Caucasian,69,Left,Good,Good,High/Medium,LM,55.67,63.51,64.13,67.96,77.82,69.18,59.86,67.57,77.92,87.97,92.28,69.64,68.92,15,14,12,13,9,13,12,10,13
548,548,M. Bülter,26,188.5,84.9,Germany,Caucasian,69,Right,Good,Good,Medium/Medium,LW,67.38,66.48,66.64,74.34,64.51,44.63,52.64,71.81,76.58,75.72,70.35,58.21,71.77,12,13,13,12,7,13,12,10,12
549,549,K. Pröger,27,176.6,73.3,,,69,Right,Good,Good,High/Medium,RM,64.17,64.46,61.35,69.59,54.38,55.66,52.65,68.61,91.02,88.27,74.14,66.64,73.37,13,12,12,11,8,13,11,10,12
550,550,P. Joosten,23,179.5,65.5,Netherlands,Caucasian,69,,Good,Excellent,High/Low,LW,54.48,63.14,62.25,69.02,76.03,72.64,53.01,66.85,83.46,79.67,80.5,66.08,72.59,13,11,15,10,7,11,12,11,13
551,551,A. Layouni,26,191.4,80.2,Sweden,Caucasian,69,Left,Excellent,Good,High/Medium,LW,69.35,63.49,63.27,70.0,57.91,53.31,48.75,68.76,77.31,82.25,68.57,66.31,50.34,16,14,12,6,5,13,13,11,11
552,552,Borja Galán,26,182.3,75.9,Spain,Caucasian,69,Right,Average,Good,Medium/Medium,RM,70.78,70.01,65.43,69.0,45.3,43.07,69.51,70.08,65.71,64.77,57.81,68.88,68.29,14,12,11,9,4,14,12,12,11
553,553,S. Hanca,27,182.0,79.7,Romania,Middle-eastern,69,Right,Good,Good,High/Medium,LM,64.61,60.94,68.37,65.76,69.91,45.78,60.05,73.22,79.37,76.15,69.16,67.85,83.89,14,12,9,13,11,13,12,12,13
554,554,F. Lisi,29,179.4,74.5,Italy,Caucasian,69,Right,Excellent,Good,Medium/Medium,LW,65.57,61.35,65.3,70.72,69.64,62.39,62.24,72.06,87.16,79.61,78.27,66.16,65.14,12,11,12,10,12,12,12,13,12
555,555,A. Karabulut,31,178.0,70.1,Turkey,Middle-eastern,69,Left,Good,Good,Medium/Low,LM,70.31,60.27,63.82,76.45,67.66,44.63,54.73,68.83,74.02,74.9,78.63,64.64,71.13,13,13,13,13,5,13,13,10,13
556,556,R. Carrera,27,174.6,71.6,Argentina,Caucasian,69,Right,Excellent,Good,Medium/Medium,RM,65.82,62.31,58.78,70.0,52.5,55.58,59.21,70.8,80.92,80.59,69.87,67.3,60.12,13,14,13,10,9,13,14,12,12
557,557,J. Walker,26,175.2,70.3,Scotland,Caucasian,69,Right,Good,Good,High/Medium,RM,64.01,69.44,62.5,69.06,63.47,67.33,64.04,67.51,83.41,77.52,85.12,59.81,77.38,14,12,13,11,6,13,13,13,13
558,558,E. Finlay,28,174.7,75.2,United States,Caucasian,69,Right,Good,Good,High/High,RM,62.87,63.99,66.65,64.54,67.55,49.13,54.34,66.17,83.69,79.87,69.16,65.59,69.49,15,11,12,11,8,13,13,11,13
559,559,T. Chancalay,20,179.4,74.5,Argentina,Caucasian,69,Right,Good,Good,High/Medium,LW,61.82,65.23,63.61,74.77,67.18,50.22,62.24,71.15,78.27,80.8,82.72,62.36,68.97,13,12,12,10,8,13,12,11,13
560,560,F. Burbano,27,170.0,70.4,Colombia,Black,69,,Good,Good,High/Low,LM,56.31,61.1,62.96,73.0,35.84,34.73,58.06,62.89,84.97,89.28,82.22,62.64,78.85,14,12,13,6,5,13,11,12,11
561,561,G. Robail,25,182.1,73.5,France,Caucasian,69,Right,Excellent,Good,High/Medium,LM,63.96,68.35,80.11,71.15,64.3,55.58,73.25,71.75,69.49,72.69,70.31,60.67,70.07,11,12,10,9,6,11,12,11,13
562,562,H. Fertoli,24,174.1,62.6,Argentina,Caucasian,69,Right,Good,Good,Medium/Medium,LW,67.69,60.93,61.57,72.84,56.45,40.07,53.15,67.61,86.61,84.69,85.14,56.74,76.15,12,12,11,11,6,13,12,12,12
563,563,N. Storm,24,178.2,74.0,Belgium,Caucasian,69,Right,Excellent,Good,High/Medium,LM,69.98,57.41,61.63,71.52,59.53,62.2,56.85,70.27,78.61,77.26,74.98,66.57,72.3,15,11,13,6,5,13,13,12,14
564,564,,26,184.3,81.0,Greece,Middle-eastern,69,Right,Excellent,Good,High/Medium,RM,63.66,67.35,67.14,71.11,65.07,66.37,64.66,70.24,69.18,70.03,68.18,66.27,65.47,12,12,13,11,3,13,13,12,13
565,565,S. Kiyine,21,181.5,75.4,Morocco,Black,69,Right,Good,Excellent,Medium/Medium,RM,61.52,52.39,70.29,78.38,60.16,49.24,67.45,76.09,69.15,75.47,82.72,64.94,68.66,14,11,13,10,13,12,12,10,12
566,566,M. Barrow,26,175.8,62.7,Gambia,Black,69,Left,Average,Good,Medium/Low,LM,56.79,62.13,61.29,69.59,53.16,55.01,54.87,62.5,94.09,92.22,89.89,67.24,84.45,12,8,12,9,10,13,12,11,12
567,567,H. Sakhi,23,172.7,68.3,Morocco,Black,69,Right,Good,Good,High/Low,LM,61.98,67.44,69.24,68.62,67.15,68.17,64.68,70.07,71.28,71.06,68.18,65.63,69.11,13,9,12,9,11,13,13,13,13
568,568,Mauro Júnior,20,170.6,61.8,Brazil,Middle-eastern,69,Left,Good,Excellent,,LM,61.77,57.79,64.08,75.2,72.96,74.36,52.07,73.6,82.98,77.31,85.51,62.01,72.59,13,6,13,6,8,11,14,13,13
569,569,K. Hazard,23,171.1,69.8,Belgium,Caucasian,69,Right,Excellent,Good,Medium/Medium,LW,67.63,56.41,68.87,73.77,63.84,59.6,56.85,72.41,81.2,71.13,80.07,62.81,79.35,10,12,13,10,5,13,13,11,14
570,570,,32,180.7,74.1,Turkey,Middle-eastern,69,Right,Good,Average,High/Low,RM,67.48,71.11,66.6,61.69,43.51,53.23,61.69,65.44,65.71,66.84,69.63,67.65,72.43,14,13,13,12,4,13,13,13,13
571,571,T. Schick,29,179.9,73.0,Austria,Caucasian,69,Right,Excellent,Good,High/Medium,RM,71.62,66.13,69.07,66.43,69.74,57.22,65.11,69.04,69.73,74.7,74.23,68.38,73.89,14,14,12,12,13,13,11,11,13
572,572,D. Petratos,26,176.2,72.4,Australia,Caucasian,69,Right,Excellent,Good,,RM,64.96,64.8,62.5,69.41,74.13,69.58,60.55,66.79,80.29,81.91,87.24,61.07,73.82,17,15,13,13,9,13,12,12,12
573,573,B. Bodin,27,179.8,69.9,Wales,Caucasian,69,Left,Excellent,Good,Medium/Medium,RM,68.83,66.39,62.3,72.15,62.21,68.24,61.09,72.73,77.5,78.04,81.31,56.28,79.09,14,12,13,6,7,11,12,13,13
574,574,B. Carrasco,28,171.6,71.4,Chile,Caucasian,69,Right,Good,Good,High/Medium,RM,66.96,61.2,67.76,70.28,70.55,59.3,58.79,64.74,91.17,79.61,89.35,56.99,67.19,14,12,11,12,9,13,11,16,12
575,575,J. Muñoz,31,176.7,72.4,Chile,Caucasian,69,Right,Average,Good,High/Low,LW,62.23,63.11,64.42,70.8,52.07,46.59,61.6,69.14,78.49,79.55,78.11,62.43,69.2,13,14,10,10,9,14,11,12,13
576,576,,25,169.8,65.9,South Africa,Black,69,Right,Excellent,Good,Medium/Medium,RW,74.32,70.12,69.09,67.05,55.01,54.01,52.48,67.37,79.08,75.13,69.33,64.95,78.49,11,9,10,11,10,13,13,9,11
577,577,C. Burke,35,175.4,68.5,Scotland,Caucasian,69,Right,Excellent,Good,High/Medium,RW,69.09,63.96,62.68,69.91,67.31,62.01,58.14,68.55,72.52,71.93,80.34,52.14,80.22,14,13,13,10,5,13,12,13,13
578,578,C. Ejuke,21,175.7,72.2,Nigeria,Black,69,Right,Good,Excellent,High/High,LW,61.47,62.58,58.12,73.83,61.38,36.21,47.3,68.82,86.61,83.23,91.69,59.39,87.86,15,11,11,8,6,12,12,9,12
579,579,Z. Hadraf,28,172.8,66.2,Morocco,Black,69,Left,Masterful,Good,Medium/Medium,LM,65.94,65.0,67.18,69.03,53.2,57.46,62.11,66.98,84.85,90.41,74.11,56.2,77.47,12,11,12,12,5,12,12,11,12
580,580,I. Bel Hassani,26,175.4,71.6,Morocco,Black,69,Left,Average,Excellent,Medium/Low,RW,75.09,61.63,69.3,68.82,73.01,71.06,68.69,73.24,67.06,64.41,74.49,63.64,75.87,10,12,13,11,8,12,14,11,13
581,581,E. Flores,25,170.5,67.5,Peru,Caucasian,69,Left,Excellent,Excellent,Medium/High,LM,69.12,63.84,64.6,74.07,65.23,59.13,61.09,72.22,73.87,77.09,88.04,52.14,83.13,14,11,13,5,6,14,12,12,12
582,582,J. Williams,25,167.5,60.0,Wales,Caucasian,69,Right,Good,Good,High/Medium,LM,66.24,59.3,66.39,74.39,47.03,43.26,63.39,74.33,74.43,60.97,79.57,62.94,89.14,12,10,12,11,7,13,13,12,13
583,583,J. Kouffaty,26,168.7,70.7,Venezuela,Black,69,Right,Good,Good,High/Medium,RM,69.14,60.64,72.1,71.97,40.41,47.88,60.72,73.4,74.06,67.09,79.57,60.36,86.95,10,14,8,8,8,13,14,10,10
584,584,A. Fletcher,23,188.2,77.8,England,Caucasian,69,Right,Average,Good,Medium/Medium,LW,22.7,68.36,59.14,68.8,43.88,23.27,37.72,64.89,70.52,77.39,74.56,65.6,56.45,13,14,13,13,4,13,9,10,12
585,585,E. Falkenburg,31,187.1,83.5,Netherlands,Caucasian,69,Right,Excellent,Good,Medium/Medium,LW,60.0,45.4,63.93,66.85,56.89,63.38,61.73,67.96,47.48,43.62,66.24,66.79,56.86,12,14,14,8,5,13,13,11,14
586,586,M. Duffy,24,178.9,74.8,Northern Ireland,Caucasian,69,Right,Excellent,Excellent,Medium/Medium,LM,67.46,63.33,65.3,68.58,60.97,59.35,60.0,66.14,76.84,79.04,74.11,62.32,74.31,15,14,11,9,9,13,13,11,13
587,587,K. Jó?wiak,21,175.6,69.6,Poland,Caucasian,69,Right,Good,Good,High/Medium,LM,65.44,62.64,66.01,64.59,48.71,34.31,60.44,68.19,87.34,91.7,77.76,60.15,78.85,14,14,8,12,6,12,12,10,12
588,588,Jesús Jiménez,25,182.1,79.7,Spain,Caucasian,69,Right,Good,Excellent,Medium/Medium,LM,66.37,63.46,66.96,70.8,59.25,41.88,57.43,67.76,72.8,79.29,81.89,62.45,72.0,15,14,9,7,5,13,13,9,14
589,589,Ko Kwang Min,30,172.2,63.1,Korea Republic,Asian,69,Right,Excellent,Good,Medium/Medium,LM,66.09,58.5,64.62,66.82,53.57,36.48,56.95,63.41,86.31,90.2,80.68,63.23,88.05,16,8,10,10,12,13,12,11,11
590,590,A. Urzi,19,167.6,63.8,Argentina,Caucasian,69,Right,Average,Good,Medium/Medium,RW,65.62,59.34,61.57,72.7,57.67,42.47,48.48,72.37,84.81,89.88,76.62,58.05,83.69,14,10,11,7,5,12,11,11,12
591,591,F. Muslija,20,172.0,64.7,Germany,Caucasian,69,Right,Good,Excellent,High/High,LM,62.95,54.41,64.16,77.39,69.55,70.65,57.3,73.38,80.16,75.55,90.15,62.73,91.53,16,7,11,7,6,10,12,8,11
592,592,L. Benegas,30,179.6,77.7,Argentina,Caucasian,69,,Excellent,Average,High/High,LW,59.3,71.03,55.72,57.96,45.1,39.88,44.04,65.35,71.35,77.02,62.98,63.92,75.81,16,16,13,11,7,13,9,13,11
593,593,Y. Meité,23,183.5,81.6,Ivory Coast,Black,69,Left,Good,Average,High/Low,RM,60.96,66.93,56.43,65.8,51.48,49.35,43.28,57.24,70.14,77.98,57.48,62.71,59.51,12,16,11,10,7,13,10,12,12
594,594,J. Serra,21,193.1,86.7,Germany,Caucasian,69,Left,Excellent,Average,Medium/High,RW,40.82,69.4,56.62,57.39,43.2,28.17,27.51,65.35,52.72,62.52,47.6,61.76,33.93,12,17,12,13,4,14,9,12,9
595,595,Hildeberto Pereira,23,177.2,77.0,Portugal,Caucasian,68,Right,Excellent,Good,Medium/Medium,LW,58.5,60.91,64.25,73.47,65.88,45.59,55.51,68.32,81.54,73.99,73.6,68.89,77.08,15,15,11,17,11,13,11,12,14
596,596,S. Aigner,31,178.4,72.6,Germany,Caucasian,68,Right,Excellent,Good,High/Medium,RM,70.77,60.56,69.16,71.44,59.4,63.05,58.67,70.22,71.47,80.49,74.29,67.09,70.49,12,13,12,12,10,13,13,12,13
597,597,M. Beister,28,179.8,79.7,Germany,Caucasian,68,Left,Average,Excellent,Medium/Medium,RM,62.51,65.72,63.51,71.72,67.23,62.11,46.54,68.24,77.88,79.79,74.71,65.27,78.13,12,13,13,11,10,13,12,13,14
598,598,E. Manu,25,172.8,70.3,Netherlands,Caucasian,68,Right,Excellent,Good,High/Low,RM,61.16,59.24,58.41,72.73,65.2,52.41,43.73,70.89,92.02,91.95,79.09,65.61,80.31,14,15,14,14,4,13,9,10,13
599,599,C. Martinez,26,170.4,69.5,Paraguay,Caucasian,68,Left,Good,Good,High/Medium,LM,58.35,63.97,63.21,67.18,49.49,44.36,53.55,68.92,90.19,82.27,82.24,64.39,73.94,14,13,13,9,3,13,11,14,12
600,600,A. Nabbout,26,178.1,82.8,Australia,Caucasian,68,Right,Excellent,Good,Medium/Medium,RW,65.15,67.76,65.19,66.7,58.97,45.37,52.96,68.3,76.63,78.66,71.74,60.63,75.81,14,15,12,12,4,13,12,10,12
601,601,E. Sabbi,21,177.6,69.9,United States,Caucasian,68,Right,Excellent,Excellent,Medium/Low,RM,51.83,61.1,60.05,74.48,61.38,42.99,51.09,71.51,88.67,88.51,90.84,60.73,87.4,13,10,12,9,3,13,11,10,12
602,602,,25,170.4,67.7,Argentina,Caucasian,68,Right,Good,Good,Medium/Medium,RM,65.66,74.34,64.63,67.66,62.56,55.33,62.9,69.03,63.45,59.72,64.89,65.74,62.55,13,11,13,6,5,13,13,12,13
603,603,E. Acolatse,23,180.4,80.2,Netherlands,Caucasian,68,Right,Excellent,Good,,LM,67.65,66.1,65.93,72.08,60.96,38.93,60.3,65.87,79.56,81.94,66.63,62.29,65.59,10,14,13,8,4,12,12,9,13
604,604,J. Henry,30,182.1,77.5,,,68,Right,Good,Good,Medium/Medium,RM,72.27,65.42,66.91,69.6,71.45,73.73,61.78,71.25,73.0,75.32,72.56,63.28,69.74,15,12,14,10,7,11,13,13,14
605,605,J. Edmundsson,27,185.1,82.8,Faroe Islands,,68,Left,Excellent,Good,High/Medium,RW,63.72,64.72,64.9,67.58,56.46,56.53,52.83,70.06,74.04,72.65,74.95,68.46,60.51,13,13,12,10,7,13,12,9,12
606,606,A. Ka?anikli?,27,181.0,72.4,Sweden,Caucasian,68,Left,Excellent,Good,Medium/Medium,RW,66.21,58.53,71.19,68.79,68.34,65.06,67.97,66.56,70.18,68.25,72.43,68.83,72.09,8,11,11,8,7,14,14,11,14
607,607,J. Green,24,172.7,69.8,United States,Black,68,Right,Excellent,Good,Medium/Low,LM,69.26,61.1,65.54,75.35,59.25,52.75,51.02,69.29,77.59,77.22,82.11,65.26,80.16,14,9,12,6,3,13,11,12,12
608,608,,29,166.2,65.2,United States,Caucasian,68,Right,Good,Good,High/Medium,LM,64.67,64.02,69.52,69.66,69.18,57.74,48.9,64.81,75.7,71.69,77.57,67.8,68.95,14,12,12,12,10,13,13,12,13
609,609,E. Rashani,26,180.9,70.9,Kosovo,Black,68,Left,Excellent,Excellent,Medium/Medium,RW,64.99,63.36,59.99,69.47,60.64,64.15,52.64,69.76,80.78,84.95,80.11,62.03,63.27,13,12,11,12,8,13,13,10,13
610,610,J. Pérez,30,173.8,67.4,Colombia,Black,68,,Good,Good,Medium/Low,LM,73.96,65.38,70.29,65.57,70.95,77.1,63.53,62.89,61.07,67.45,69.83,68.17,69.74,11,11,14,9,6,13,14,11,11
611,611,J. López,27,173.3,62.6,Algeria,Middle-eastern,68,Right,Average,Good,High/Medium,LM,57.26,60.35,63.58,72.71,63.07,50.0,59.69,71.21,81.21,77.59,80.34,64.51,81.39,12,10,10,8,6,14,13,9,12
612,612,T. Cantwell,21,183.6,70.3,England,Black,68,Right,Average,Good,High/Medium,LM,54.19,60.39,69.15,74.36,64.4,66.0,65.26,73.4,72.39,69.14,66.24,61.95,72.8,12,8,11,7,4,12,13,12,11
613,613,T. Bunbury,29,187.8,77.9,United States,Black,68,Right,Good,Good,Medium/Medium,RM,61.25,66.33,63.38,66.56,65.54,56.53,54.9,66.2,71.99,74.69,69.11,66.48,55.92,14,15,12,14,5,13,11,13,12
614,614,E. Iyoha,21,190.8,85.8,Germany,Caucasian,68,Right,Good,Good,Medium/Low,LW,58.41,65.62,58.07,71.93,60.6,39.95,43.11,68.35,71.48,84.15,77.83,69.4,60.11,15,14,12,6,3,14,9,11,13
615,615,T. Ondaan,25,170.7,71.8,,,68,Right,Good,Good,High/Medium,LW,61.55,55.73,59.97,71.39,71.21,44.35,46.77,71.4,90.02,87.66,81.33,61.88,84.39,13,13,13,11,11,12,10,10,9
616,616,J. Delgado,26,176.7,70.2,Chile,Caucasian,68,Right,Good,Excellent,Medium/Medium,RM,62.35,63.33,62.02,69.24,62.63,35.09,58.49,69.79,79.95,73.99,77.63,65.82,74.95,12,13,11,10,8,13,12,12,12
617,617,Tete Morente,22,179.6,76.0,Spain,Caucasian,68,Right,Good,Good,Medium/Low,LM,61.22,66.91,59.8,72.54,63.2,69.02,65.93,68.25,88.21,79.61,80.65,62.03,55.68,13,13,13,12,9,12,12,11,11
618,618,J. Cuero,31,175.3,69.6,Colombia,Black,68,Left,Average,Good,Medium/Low,LM,64.03,64.49,62.26,65.31,49.49,44.22,55.34,62.73,90.03,89.82,85.5,59.68,75.89,13,12,12,6,10,13,12,12,13
619,619,N. Okafor,19,184.6,84.7,Switzerland,Caucasian,68,Right,Excellent,Good,Medium/Medium,RM,69.27,53.87,63.51,74.1,72.33,43.19,43.1,72.37,84.9,81.14,79.12,62.97,68.47,14,14,13,10,4,12,11,10,10
620,620,,28,177.0,73.8,Spain,Black,68,Right,Good,Good,Medium/Medium,LM,63.92,64.2,62.09,67.92,68.95,74.54,64.74,69.04,74.39,73.7,75.37,66.21,71.02,12,11,14,10,4,13,12,9,13
621,621,T. Nakagawa,26,161.2,56.5,Japan,Asian,68,Right,Good,Average,,RM,61.33,66.32,57.26,70.26,40.66,29.1,51.28,67.82,84.89,82.13,93.2,68.8,92.83,15,12,12,9,4,13,10,12,11
622,622,Alberto Soro,20,172.8,62.8,Spain,Caucasian,68,Left,Good,Good,Medium/Medium,RM,57.93,62.12,68.86,66.57,56.89,56.85,67.48,68.4,67.56,66.74,73.46,66.2,73.13,13,12,12,9,6,13,13,10,12
623,623,A. Yasin,28,185.0,76.6,Iraq,Middle-eastern,68,Right,Good,Excellent,Medium/Medium,RW,61.39,62.0,65.86,73.45,64.97,39.37,52.45,70.65,79.95,81.05,81.06,65.51,67.84,14,14,13,13,8,12,11,13,14
624,624,E. Isnaldo,25,179.7,72.4,Argentina,Caucasian,68,Left,Good,Good,High/Low,LM,62.26,64.56,73.39,67.26,62.54,44.8,52.96,70.67,78.46,75.83,70.3,60.62,75.93,13,12,12,9,5,12,12,12,11
625,625,Hélder Ferreira,22,175.2,69.5,Portugal,Caucasian,68,Right,Good,Good,Medium/Medium,LW,69.63,60.57,64.9,71.79,68.27,40.99,63.8,69.98,74.24,74.04,69.38,64.5,68.08,9,11,13,9,4,12,12,12,12
626,626,G. Koomson,24,180.3,68.6,Ghana,Black,68,Right,Good,Good,High/Medium,RW,66.76,60.04,61.07,69.2,59.23,63.07,60.27,65.77,86.33,87.11,80.11,62.45,67.18,13,12,11,11,5,13,14,13,13
627,627,K. Mizunuma,29,176.0,72.0,Japan,Asian,68,Right,Excellent,Good,High/Low,RM,68.01,61.69,68.85,66.66,56.89,58.04,59.48,71.34,65.37,66.98,76.54,67.02,67.12,14,14,11,9,8,13,12,11,10
628,628,L. Zarandia,23,176.1,75.1,Georgia,Black,68,Left,Good,Excellent,,LM,54.11,60.96,58.52,72.71,60.83,46.83,56.68,71.64,87.3,80.75,85.15,68.28,79.22,13,12,12,12,5,12,12,12,12
629,629,Dani Ramírez,27,175.2,70.1,Spain,Caucasian,68,Left,Good,Good,High/Low,RM,63.79,61.97,67.74,72.21,66.89,73.11,59.25,70.94,71.84,69.14,64.65,58.6,77.58,14,11,12,9,8,13,13,14,9
630,630,Berto Cayarga,22,170.1,62.5,Spain,Caucasian,68,Right,Excellent,Excellent,Medium/Low,RM,64.85,62.0,64.62,69.35,74.33,72.29,54.86,68.31,77.72,75.31,77.29,68.85,73.21,13,14,12,8,6,12,13,13,14
631,631,,25,177.5,71.0,Spain,Caucasian,68,Left,Good,Good,High/Medium,LM,68.68,63.52,66.9,70.17,62.38,60.85,66.15,67.16,73.31,70.76,82.66,61.7,71.63,9,11,13,11,8,12,13,12,13
632,632,M. Schönbächler,29,171.4,67.4,Switzerland,Caucasian,68,Right,Excellent,Good,,RM,68.44,62.37,61.89,65.66,65.1,59.18,59.62,68.22,72.19,75.17,85.37,64.98,80.55,10,12,11,5,9,15,14,10,12
633,633,M. Stefaniak,24,178.4,76.2,Germany,Caucasian,68,Right,Excellent,Good,High/Medium,RM,69.76,61.44,66.07,71.05,80.66,72.06,54.86,67.88,85.37,79.1,78.9,60.2,75.4,12,12,12,8,5,12,12,12,12
634,634,R. Miyaichi,26,183.2,70.8,Japan,Asian,68,Right,Excellent,Good,Medium/Low,RM,64.55,57.87,58.87,73.81,60.88,64.15,47.82,71.3,90.34,91.66,85.89,67.12,71.36,8,11,8,6,5,13,12,12,11
635,635,E. Ohemeng,23,175.3,64.9,Ghana,Black,68,Right,Good,Good,High/Low,LW,54.2,54.1,61.71,78.46,48.28,41.13,37.96,70.84,92.45,87.27,85.33,63.19,84.94,11,9,12,6,4,11,11,10,14
636,636,H. Evjen,19,175.8,70.3,Norway,Caucasian,68,Left,Average,Excellent,High/High,RW,59.42,59.38,63.06,70.36,68.28,53.61,50.53,67.79,83.58,78.55,89.4,65.15,72.42,16,9,13,10,7,13,12,10,13
637,637,D. Johnsen,21,185.4,75.2,Norway,Caucasian,68,Right,Average,Excellent,Medium/Low,LW,66.88,51.57,66.4,74.83,67.27,49.77,60.46,72.13,84.9,77.01,80.21,62.36,70.06,12,13,11,8,4,11,13,9,11
638,638,C. B?rbu?,24,165.6,60.0,,,68,Right,Good,Good,High/Low,RW,65.32,64.49,63.3,65.14,40.41,38.52,39.04,64.56,92.89,94.18,92.75,59.97,91.7,14,6,11,6,3,12,12,10,8
639,639,A. Masika,26,170.4,68.5,Kenya,Black,68,Right,Good,Good,Medium/Low,LM,59.9,60.45,62.01,74.35,50.32,46.37,55.27,66.99,84.77,87.27,90.24,62.42,87.91,13,6,12,8,5,12,12,9,11
