,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle
585,585,Junio,22,182.0,74.6,Brazil,Black,68,Right,Average,Average,Medium/Medium,RB,65.84,27.65,67.65,63.23,44.59,68.19,73.18,71.44,63.38,63.05,61.59,13,11,13,12,8,8,59.29,67.68,65.63
586,586,J. Ángulo,23,182.3,73.7,Colombia,Black,68,Left,Good,Good,Low/Medium,LB,62.47,34.47,66.33,66.56,65.43,65.31,74.98,70.52,73.88,62.58,63.94,16,15,12,11,8,7,71.88,66.14,64.06
587,587,R. Matsuda,27,171.4,68.6,Japan,Asian,68,Right,Average,Average,Medium/High,RB,70.11,35.2,69.05,59.97,59.65,64.79,80.4,83.64,81.57,63.42,74.46,15,15,13,10,10,7,56.29,69.27,62.49
588,588,B. Rymaniak,29,190.5,80.2,,,68,Right,Average,Average,High/High,RWB,63.93,27.19,65.32,58.93,65.24,64.29,70.24,71.57,62.87,59.24,52.85,16,16,12,9,8,6,66.85,67.94,66.03
589,589,J. Cuffaut,31,180.3,74.4,France,Black,68,Right,Good,Average,Medium/Medium,RWB,67.03,33.17,68.13,56.38,60.82,63.04,68.8,69.47,71.34,69.64,71.36,16,14,12,9,10,11,63.82,72.0,65.49
590,590,R. Tait,29,179.0,76.7,Scotland,Caucasian,68,Right,Excellent,Average,High/High,RB,73.74,27.19,63.29,61.39,57.78,62.18,77.04,75.96,72.97,57.78,51.59,18,15,11,8,9,5,61.72,66.7,63.65
591,591,L. Peltier,32,176.6,73.3,England,Caucasian,68,Right,Average,Average,Low/High,RB,61.49,40.42,62.41,60.07,56.91,62.68,59.6,53.94,53.21,67.46,69.96,13,13,14,11,11,7,71.65,74.48,73.25
592,592,,21,180.4,72.5,Mexico,Caucasian,68,Left,Good,Average,Medium/High,LB,66.84,35.63,66.22,56.6,67.49,64.57,71.82,69.23,62.98,56.04,75.33,15,12,12,10,8,9,66.7,72.1,68.04
593,593,L. Bijker,26,175.2,73.7,Netherlands,Caucasian,68,Left,Good,Good,,LB,63.49,34.61,60.9,61.93,62.33,64.39,75.41,74.45,66.69,64.15,75.85,14,14,13,10,10,10,67.13,68.68,70.08
594,594,C. Solly,28,172.9,70.7,England,Caucasian,68,Right,Good,Good,Medium/Medium,RB,68.23,36.32,59.19,64.07,62.33,65.21,73.8,75.15,74.15,61.25,81.83,14,14,13,9,10,7,67.42,68.04,67.39
595,595,Fran García,26,176.1,70.2,Spain,Black,68,Left,Good,Average,Medium/Medium,LB,63.45,24.67,60.04,61.26,50.54,65.66,75.65,77.58,82.9,66.03,79.48,15,12,13,9,10,8,63.42,65.05,66.68
596,596,S. Sabelli,26,180.2,74.1,,,68,Right,Good,Average,High/Medium,RB,58.27,34.61,60.4,58.94,55.21,58.19,74.79,78.86,70.6,68.24,78.52,17,14,13,7,9,10,64.16,66.21,68.06
597,597,G. Di Chiara,25,185.4,80.5,Italy,Caucasian,68,Left,Good,Good,High/Medium,LB,64.71,22.58,62.08,64.43,59.75,64.3,70.53,73.98,63.23,60.82,60.09,15,14,12,9,7,6,62.67,68.17,69.1
598,598,P. Estupiñán,21,175.1,73.5,Ecuador,Black,68,Left,Good,Average,High/Medium,LB,72.53,19.91,69.68,55.01,51.76,65.42,76.14,77.15,67.89,60.86,70.82,11,12,11,9,7,8,59.29,69.49,69.54
599,599,F. Kalig,26,181.2,78.5,Germany,Caucasian,68,Right,Good,Average,Medium/Medium,RB,48.72,40.36,57.43,57.44,47.98,48.68,67.05,64.28,64.76,67.71,67.77,13,13,13,8,9,10,62.9,69.01,69.55
600,600,E. Banguera,22,184.5,74.8,Colombia,Black,68,Left,Good,Average,Medium/Medium,LB,64.27,27.65,63.65,54.34,42.2,64.87,66.23,63.99,61.89,68.89,62.02,15,14,13,5,8,6,66.48,68.63,65.16
601,601,J. Mombris,31,187.2,67.5,Madagascar,Black,68,Left,Average,Average,High/Medium,LB,71.33,30.52,61.23,61.11,45.06,58.23,76.3,75.1,65.53,62.97,70.39,16,14,12,6,8,6,64.09,63.54,68.45
602,602,M. Bürki,25,181.1,81.7,Switzerland,Caucasian,68,Left,Good,Average,Medium/Medium,LB,74.39,18.28,61.27,55.34,65.24,59.53,66.77,66.22,50.48,66.43,36.8,15,14,13,9,10,6,66.61,66.7,66.09
603,603,R. Radunovi?,27,181.5,74.6,Montenegro,Black,68,Left,Good,Average,Medium/Medium,LB,62.16,22.61,61.31,47.71,28.84,58.88,78.47,82.97,64.44,71.76,62.99,15,14,14,9,7,6,68.23,68.2,65.16
604,604,J. Escobar,23,177.0,76.2,Paraguay,Caucasian,68,Right,Good,Average,Medium/Medium,RB,52.89,17.64,60.08,40.95,54.63,47.15,57.42,60.71,39.56,49.85,67.83,13,15,14,9,3,8,65.91,72.87,72.36
605,605,M. Thychosen,22,177.7,65.1,Denmark,Caucasian,67,Right,Good,Good,High/High,RB,63.7,46.76,66.24,64.85,55.5,68.4,79.07,84.07,73.88,63.59,75.05,16,14,10,13,11,8,59.09,62.64,61.48
606,606,K. Paal,22,176.6,69.8,Netherlands,Caucasian,67,Left,Good,Good,High/Medium,LB,64.9,46.76,67.76,70.85,63.38,69.67,78.33,80.34,73.69,65.42,79.67,14,13,13,13,13,9,61.07,62.24,60.75
607,607,I. Franji?,31,180.4,77.3,Australia,Caucasian,67,Right,Average,Good,High/Medium,RWB,70.54,57.47,64.98,66.24,59.78,67.45,71.56,70.29,65.1,64.51,68.68,14,13,12,13,11,11,64.01,63.43,62.3
608,608,Alcatraz,32,180.0,74.7,Colombia,Black,67,Right,Average,Good,Medium/Medium,RB,72.04,55.25,68.13,65.08,64.63,66.95,71.08,77.11,75.68,59.23,68.21,16,14,11,11,12,12,70.34,60.53,62.94
609,609,B. Lennon,21,177.0,70.1,United States,Black,67,Right,Good,Good,,RB,71.43,57.53,65.82,64.65,62.03,66.15,70.26,73.53,65.65,63.45,68.87,17,12,12,12,13,13,62.78,60.53,60.03
610,610,D. Melnjak,26,179.4,73.1,Croatia,Caucasian,67,Left,Good,Average,Medium/Medium,LB,69.05,57.47,66.67,68.34,60.1,69.0,69.97,67.93,69.02,61.82,66.07,13,12,12,14,11,7,60.35,69.56,69.34
611,611,,23,168.1,61.7,Chile,Caucasian,67,Right,Excellent,Good,Medium/High,LB,62.99,50.19,64.84,66.61,60.13,65.2,87.82,89.42,76.64,67.72,64.68,13,13,12,12,11,9,63.03,62.99,62.24
612,612,L. Cacace,18,184.2,71.6,New Zealand,Caucasian,67,Left,Excellent,Average,High/Low,LB,67.5,53.81,67.05,65.77,64.66,68.56,74.64,74.93,74.42,59.23,66.41,16,14,12,13,13,11,62.42,64.3,62.21
613,613,M. Rasmussen,21,180.2,68.3,Norway,Caucasian,67,Left,Good,Good,Medium/Medium,LB,70.4,53.49,67.59,69.46,64.31,70.0,78.46,72.47,77.08,60.97,83.45,13,10,8,12,13,9,57.34,55.58,59.47
614,614,L. Vilsvik,30,179.8,73.1,Norway,Caucasian,67,Right,Excellent,Average,Medium/Medium,RB,68.08,53.81,62.71,62.26,58.69,63.87,69.06,79.51,73.53,62.24,70.54,16,14,12,12,13,11,58.56,64.3,62.58
615,615,L. Vignali,23,183.5,74.9,,,67,Right,Good,Good,Medium/Medium,RB,64.99,52.02,65.34,65.08,63.17,65.63,68.16,73.93,63.03,64.0,66.73,15,12,12,12,12,11,65.84,62.76,62.21
616,616,J. Martínez,32,177.0,66.6,Mexico,Caucasian,67,Right,Good,Good,Medium/High,RB,62.0,50.23,68.58,67.31,60.15,64.66,65.53,77.28,69.2,62.07,64.24,14,13,13,13,11,11,65.85,63.76,66.57
617,617,K. Bartolec,24,175.5,77.9,Croatia,Caucasian,67,Right,Good,Good,Medium/Medium,RB,63.86,53.24,63.62,65.96,60.3,67.47,69.06,79.61,79.19,58.69,75.08,16,12,12,13,11,7,63.06,65.24,60.8
618,618,I. Jiménez,29,174.3,71.0,Mexico,Caucasian,67,Right,Good,Good,High/Medium,RB,67.47,44.55,68.05,66.56,64.34,68.11,59.6,56.66,60.14,68.3,72.24,14,13,13,13,13,12,65.32,68.49,68.28
619,619,S. Al Ghannam,25,173.6,62.0,Saudi Arabia,Middle-eastern,67,Right,Average,Good,High/Medium,RB,68.03,49.61,67.52,66.49,62.62,67.3,79.16,80.3,68.57,62.63,87.4,15,13,12,13,11,11,64.35,65.53,60.75
620,620,M. Lumb,31,176.9,79.5,Denmark,Caucasian,67,,Good,Average,High/Medium,LB,64.43,47.64,64.79,61.8,62.88,59.53,68.73,68.4,70.47,66.92,58.55,14,14,13,12,11,6,64.85,64.88,63.67
621,621,M. Catalán,26,179.6,77.9,Argentina,Caucasian,67,Right,Average,Average,High/Low,RB,67.63,59.25,61.53,72.46,58.36,58.73,84.46,92.86,55.7,58.93,64.36,14,14,12,12,12,11,63.93,61.77,64.48
622,622,L. Palmer,27,183.0,81.2,Scotland,Caucasian,67,Right,Average,Good,Medium/Low,LB,65.98,53.81,66.19,63.43,62.85,64.68,72.52,76.61,76.31,64.31,67.25,14,14,13,11,12,11,50.2,69.36,64.28
623,623,,22,172.7,68.4,Brazil,Caucasian,67,Left,Average,Good,High/Medium,LB,69.75,54.41,65.48,72.46,60.65,70.27,77.33,80.89,71.62,61.53,70.5,14,12,12,14,6,9,66.31,64.21,61.13
624,624,D. Liotti,25,180.1,74.8,Italy,Caucasian,67,Left,Good,Average,High/Medium,LB,74.48,34.63,63.06,69.52,57.78,69.83,84.22,80.57,77.69,59.16,64.09,14,14,12,11,12,11,59.91,62.15,59.75
625,625,F. Holst,24,174.6,71.2,Denmark,Caucasian,67,Right,Good,Average,Medium/High,RB,63.88,53.71,69.07,61.74,67.85,68.19,83.37,74.93,71.51,62.35,62.61,16,11,12,11,11,10,64.45,59.7,61.01
626,626,P. Souaré,29,177.6,65.8,Senegal,Black,67,Left,Average,Good,High/Medium,LB,70.57,43.4,66.86,67.02,66.12,67.16,68.16,60.43,69.35,68.73,67.8,10,12,13,13,12,9,72.95,68.33,69.93
627,627,P. Bengtsson,31,174.8,74.4,Sweden,Caucasian,67,Left,Average,Average,High/Medium,LB,64.92,43.39,66.83,62.94,60.96,66.48,69.55,69.34,72.94,60.75,74.28,13,12,12,12,12,9,63.53,66.87,67.68
628,628,Carlos Nieto,23,179.0,74.2,Spain,Black,67,Left,Average,Average,Medium/Medium,LB,67.81,49.74,67.17,65.08,66.2,64.99,69.35,68.21,66.37,63.8,67.25,14,16,13,12,11,9,63.3,64.8,64.47
629,629,J. Parr,30,182.2,75.0,Norway,Caucasian,67,Left,Excellent,Good,Medium/Medium,LB,64.59,57.04,63.55,62.97,58.53,63.99,71.23,70.6,75.43,62.24,69.24,17,13,12,12,11,10,60.67,65.88,63.53
630,630,D. Lovitz,27,178.3,74.6,United States,Caucasian,67,Left,Good,Good,Medium/High,LB,65.36,50.03,58.92,65.88,56.77,62.31,75.13,73.61,70.61,65.03,68.23,16,13,12,11,12,10,66.11,65.88,65.43
631,631,D. Nishi,31,175.5,73.2,Japan,Asian,67,Right,Good,Good,Medium/Medium,RWB,69.39,57.68,71.85,64.51,69.69,68.68,39.74,56.45,66.04,61.48,67.74,17,14,12,13,12,7,65.03,64.78,71.9
632,632,J. Lauridsen,28,179.7,77.9,Denmark,Caucasian,67,Left,Good,Average,High/Medium,LB,66.78,39.65,65.54,63.03,57.19,65.98,74.71,73.17,70.61,66.25,66.64,15,13,12,12,13,8,64.4,65.88,57.94
633,633,S. Jamieson,30,177.4,71.2,Australia,Caucasian,67,Left,Good,Average,High/Medium,LB,65.31,51.01,59.84,60.84,57.05,61.78,71.23,65.66,74.42,55.84,70.19,17,13,13,13,11,8,64.87,66.53,66.14
634,634,F. Monzón,32,178.7,81.5,Argentina,Caucasian,67,Left,Average,Good,High/Low,LB,69.53,38.15,65.58,63.48,64.79,66.74,68.61,71.68,68.43,60.75,71.11,14,14,11,11,9,10,57.73,64.58,67.64
635,635,G. Corral,28,172.4,75.5,Mexico,Caucasian,67,Right,Excellent,Good,,RB,66.82,47.67,65.69,62.66,64.31,65.34,64.87,71.09,65.53,66.4,58.55,14,13,13,10,10,12,63.47,65.16,66.71
636,636,F. Miguel,22,178.6,70.1,France,Caucasian,67,Left,Average,Average,Medium/Medium,LB,67.13,51.87,64.59,62.55,59.01,63.98,64.59,68.21,65.78,67.11,67.31,12,15,14,11,11,8,66.53,65.66,67.71
637,637,R. Mazá?,25,180.1,75.2,Slovakia,Caucasian,67,Left,Good,Good,Medium/Medium,LB,56.92,46.07,72.09,71.42,66.42,65.98,56.89,66.54,69.65,71.92,64.32,13,13,14,9,11,12,52.48,71.42,65.64
638,638,Héctor,28,171.2,68.4,Spain,Black,67,Left,Good,Good,High/Medium,LB,62.33,42.02,61.71,65.11,56.46,65.9,85.02,80.19,73.58,64.69,84.72,14,13,12,11,9,7,61.13,65.41,62.96
639,639,,28,166.5,65.4,China PR,Asian,67,Right,Masterful,Average,High/High,LB,64.36,46.5,61.98,61.11,48.27,58.25,72.95,73.87,75.09,64.16,87.32,17,8,12,13,12,9,56.77,67.39,68.88
640,640,A. Vlad,29,175.5,69.8,Romania,Middle-eastern,67,Left,Good,Average,Medium/High,LB,66.73,52.78,65.4,50.57,60.73,62.11,71.06,65.36,72.48,64.66,79.49,13,15,13,10,12,8,59.85,67.19,63.8
641,641,P. Steinhart,26,181.7,80.3,Germany,Caucasian,67,Left,Good,Average,Medium/Medium,LB,71.83,38.15,65.45,58.63,70.28,65.26,74.19,72.89,70.61,48.89,69.14,16,13,12,10,12,12,58.18,61.73,68.49
642,642,Alex Pinto,20,187.3,77.5,Portugal,Caucasian,67,Right,Good,Average,Medium/Medium,RB,60.69,37.73,60.17,65.95,42.18,69.25,69.57,73.09,50.84,70.5,48.51,15,15,13,11,7,7,63.47,65.0,63.64
643,643,J. Kalla,32,179.9,74.4,Germany,Caucasian,67,Right,Good,Average,Medium/High,RB,56.76,42.27,64.51,58.89,58.76,64.51,68.04,66.73,65.79,66.45,64.77,16,13,12,11,11,9,65.52,66.62,69.92
644,644,T. Grøgaard,25,180.4,73.0,Norway,Caucasian,67,Left,Average,Good,High/Medium,LB,66.98,39.17,63.72,62.57,52.17,64.66,78.66,73.23,76.78,61.39,81.14,15,13,13,12,13,12,58.97,66.79,64.09
645,645,C. Rodríguez,24,170.1,70.1,Chile,Caucasian,67,Right,Good,Good,Medium/Medium,RB,67.35,30.82,64.71,64.14,62.6,72.15,68.75,73.48,71.76,60.35,75.48,14,14,12,12,11,7,57.73,67.03,64.83
646,646,J. Hergault,33,185.4,79.6,France,Caucasian,67,Right,Good,Good,Medium/Medium,RB,68.24,40.05,66.95,57.28,62.59,66.68,52.77,62.63,69.88,64.3,64.3,16,14,13,11,13,8,61.46,66.0,65.21
647,647,C. Díaz,30,166.7,63.4,Argentina,Caucasian,67,Right,Excellent,Good,Medium/Medium,RB,57.8,22.68,63.94,69.47,60.29,70.38,81.26,77.62,88.91,64.81,89.49,15,6,10,12,9,8,54.2,69.93,71.94
648,648,J. Sandoval,32,179.2,77.0,Uruguay,Caucasian,67,Right,Good,Average,High/Medium,RB,56.48,53.46,64.2,62.26,57.87,60.86,68.96,72.13,69.04,60.74,68.45,15,14,13,10,9,9,66.23,65.65,67.93
649,649,S. D'Elia,30,183.4,77.4,Italy,Caucasian,67,Left,Good,Average,High/Medium,LB,64.83,41.14,63.9,57.47,59.15,58.64,77.12,77.99,73.35,63.34,67.62,14,13,12,11,10,8,66.18,66.61,64.11
650,650,J. Thomassen,31,179.7,77.9,Norway,Caucasian,67,Left,Excellent,Average,Medium/Medium,LB,69.16,39.81,65.21,57.08,60.54,63.69,75.26,73.94,72.75,63.34,75.24,16,15,12,10,10,10,66.43,61.73,59.81
651,651,M. Alphonse,29,182.4,75.4,France,Black,67,Right,Good,Average,High/High,RB,66.17,39.64,64.24,60.76,59.44,60.28,80.3,78.95,55.82,58.51,63.27,14,12,13,10,9,8,63.61,65.14,64.94
652,652,,28,175.5,72.7,Costa Rica,Caucasian,67,Left,Average,Average,High/Low,LB,64.74,39.93,62.21,61.96,57.19,56.75,69.29,75.75,70.82,64.3,68.58,15,12,13,11,12,10,66.18,68.36,66.31
653,653,Alex Sola,20,178.1,75.1,Spain,Black,67,Right,Good,Average,High/Medium,RB,65.51,39.64,65.51,62.06,58.98,64.75,75.48,70.69,51.75,63.9,65.92,15,13,12,12,9,7,62.46,63.59,64.63
654,654,C. Calderón,22,175.8,68.8,Mexico,Caucasian,67,Right,Average,Average,,LB,58.48,41.84,61.83,62.25,57.94,66.49,81.16,89.58,71.33,68.56,74.15,13,11,11,12,8,9,65.51,65.45,66.05
655,655,U. Mera?,23,178.3,74.0,Turkey,Middle-eastern,67,Left,Good,Average,High/Medium,LB,64.96,34.17,65.39,64.74,57.19,61.95,69.07,67.83,67.0,66.86,71.55,12,12,13,12,10,9,65.45,68.06,68.07
656,656,Y. Armougom,21,172.6,71.2,France,Caucasian,67,Left,Good,Average,Medium/Medium,LWB,67.81,32.05,65.03,64.95,42.14,63.64,74.82,73.34,63.33,62.36,77.03,12,11,13,11,9,8,58.62,68.81,67.08
657,657,E. Käck,29,173.4,68.3,Sweden,Caucasian,67,Left,Excellent,Average,High/Medium,LB,69.49,36.87,58.8,58.19,55.94,60.38,86.76,73.7,72.46,58.47,83.13,17,11,13,10,11,7,64.35,58.95,61.98
658,658,F. Öztorun,32,176.1,65.8,Turkey,Middle-eastern,67,Left,Average,Average,Medium/Medium,LB,61.53,41.01,61.59,66.34,66.78,60.86,64.0,66.51,72.03,66.36,62.07,16,12,13,12,11,9,67.12,70.95,66.56
659,659,H. Berríos,32,174.3,65.9,Chile,Caucasian,67,Right,Good,Good,Medium/Medium,RB,68.27,54.41,59.19,62.57,54.51,59.42,64.46,54.26,73.7,63.39,68.01,17,15,14,12,8,11,63.82,68.23,64.46
660,660,,31,173.4,72.6,Colombia,Black,67,Right,Masterful,Good,Medium/Medium,RB,65.05,43.59,63.35,64.38,59.35,65.05,85.97,76.08,69.4,52.78,75.11,17,16,12,9,8,11,70.2,64.88,63.24
661,661,S. Sandberg,25,186.1,76.8,Sweden,Caucasian,67,Right,Good,Average,Medium/Medium,RB,68.4,39.83,61.81,59.15,62.42,61.0,66.69,75.6,63.77,64.65,63.45,15,14,13,11,10,7,66.27,65.31,59.19
662,662,Nouhou,22,177.5,79.2,Cameroon,Black,67,Left,Average,Good,High/High,LB,57.27,28.05,62.56,64.08,55.35,63.85,86.17,81.65,71.16,63.71,69.71,16,15,12,10,10,9,58.31,65.01,62.95
663,663,W. Pacheco,24,172.8,59.7,Colombia,Black,67,Right,Average,Average,High/Medium,RB,65.66,44.18,63.47,63.28,52.3,57.28,91.87,86.72,80.87,58.29,84.55,17,8,13,12,9,7,59.61,61.67,62.86
664,664,,29,167.6,69.7,Japan,Asian,67,Right,Excellent,Good,High/Medium,LB,67.73,22.22,65.9,63.22,50.05,65.31,79.04,70.27,79.96,66.98,86.88,14,13,12,11,12,6,62.66,68.84,63.75
665,665,J. Gómez,28,181.5,81.7,Argentina,Caucasian,67,Right,Average,Average,,RB,70.99,39.43,61.69,57.07,60.67,65.1,67.83,69.19,70.45,55.75,55.25,15,17,11,10,9,9,71.21,63.1,67.75
666,666,N. Eardley,30,179.6,74.0,Wales,Caucasian,67,Right,Good,Average,High/Medium,RB,69.22,43.06,63.41,57.28,63.06,62.97,59.5,65.03,74.41,62.96,75.57,15,12,13,9,10,12,70.31,65.52,63.59
667,667,L. Gassama,29,180.7,74.2,Senegal,Black,67,Right,Average,Average,Medium/Medium,RB,60.09,34.6,66.3,61.93,59.64,62.24,73.08,78.03,74.94,64.3,66.76,15,14,12,9,10,11,62.86,67.74,62.89
668,668,L. Guwara,23,185.4,83.4,Germany,Caucasian,67,Left,Good,Good,Medium/Medium,LB,65.53,27.81,63.03,64.95,53.35,64.96,72.37,81.08,70.61,62.47,59.43,13,14,13,11,8,8,61.56,68.76,65.14
669,669,Aitor Buñuel,21,172.9,70.0,Spain,Caucasian,67,Right,Good,Average,High/Medium,RB,67.26,35.68,63.58,63.39,56.48,64.23,80.01,73.7,70.94,64.28,84.99,15,13,13,10,10,8,61.73,63.39,65.18
670,670,Campins,24,180.3,71.1,Spain,Caucasian,67,Right,Good,Average,High/Medium,RWB,68.63,31.25,60.8,59.71,52.64,58.82,77.06,72.41,66.1,61.72,63.63,14,11,12,11,10,9,63.01,62.58,68.12
671,671,R. Laursen,27,184.2,79.4,Denmark,Caucasian,67,Right,Average,Average,High/High,RWB,64.95,31.24,64.22,60.07,54.99,64.99,83.47,85.24,69.8,50.99,65.59,18,12,10,11,9,6,58.31,63.56,61.85
672,672,A. Witry,23,177.9,76.2,Norway,Caucasian,67,Right,Average,Average,High/Medium,RB,67.45,29.64,54.6,63.37,58.71,59.43,76.6,76.11,70.61,60.66,75.34,15,12,13,10,9,8,64.09,62.58,65.27
673,673,J. Van Cleemput,22,182.7,73.3,Belgium,Black,67,Right,Good,Average,,RB,67.01,17.05,62.38,57.25,64.51,61.93,70.27,73.33,65.26,61.52,68.98,16,13,12,12,12,8,62.12,67.02,64.82
674,674,A. Mozo,22,172.7,67.6,Mexico,Caucasian,67,Right,Good,Good,Medium/Medium,RB,66.69,33.12,63.85,63.6,59.64,65.0,79.47,75.53,80.14,61.92,73.0,15,11,12,10,8,9,64.24,66.96,64.85
675,675,M. Kenlock,22,184.5,66.8,England,Caucasian,67,Left,Good,Good,Medium/Medium,LB,69.8,26.32,61.08,68.89,59.54,64.82,74.84,77.01,72.64,60.66,77.2,14,13,12,12,6,7,65.24,72.25,67.82
676,676,J. Mellot,25,178.4,76.6,France,Caucasian,67,Right,Good,Good,High/Medium,RB,54.98,39.34,65.22,65.01,54.81,63.42,77.06,77.22,70.61,61.03,66.71,16,13,13,6,7,7,63.32,67.74,61.95
677,677,M. Sip?ak,23,183.9,80.2,Slovakia,Caucasian,67,Left,Good,Average,Medium/High,LB,67.33,34.03,65.61,63.51,55.32,65.85,74.9,70.94,67.2,59.66,63.59,13,14,12,8,8,6,63.78,68.76,64.68
678,678,D. Lévêque,29,181.5,72.4,,,67,Left,Good,Average,Medium/Medium,LB,65.07,29.79,62.88,57.41,58.95,65.78,61.2,69.37,68.93,66.24,66.44,12,12,14,8,10,9,65.2,64.86,65.67
679,679,Juan Cruz,26,179.7,69.8,Spain,Caucasian,67,Left,Good,Average,Medium/High,LB,66.64,34.34,62.3,56.9,55.94,63.61,73.89,72.41,68.49,60.59,57.67,14,14,12,7,8,9,65.48,65.06,65.76
680,680,J. Zuluaga,26,176.4,66.7,Colombia,Black,67,Right,Good,Average,High/Low,RB,64.31,17.05,64.66,48.91,68.37,55.73,72.8,80.52,70.36,64.23,78.47,16,10,13,9,10,7,58.93,62.74,65.67
681,681,G. Voboril,32,177.2,72.2,Argentina,Caucasian,67,Left,Average,Good,High/Low,LB,61.77,33.15,64.79,65.42,60.11,65.99,75.74,77.17,63.08,59.66,64.07,13,14,12,4,8,7,60.35,70.96,69.49
682,682,Tekio,28,174.6,72.2,Spain,Caucasian,67,Right,Good,Average,Medium/Medium,RB,69.15,35.52,55.57,47.84,55.56,52.82,65.53,71.13,58.25,54.46,71.78,18,14,12,7,8,7,61.67,66.37,71.29
683,683,P. Herrmann,31,180.3,80.0,,,67,Right,Average,Average,Medium/High,RB,61.72,18.72,57.13,50.83,56.0,56.21,69.12,64.39,63.89,62.03,66.39,15,14,13,5,6,4,65.13,70.47,75.32
684,684,N. Peñailillo,27,183.7,75.2,Chile,Caucasian,66,Left,Average,Good,High/Medium,LB,67.46,60.99,70.76,64.28,62.1,65.49,79.6,70.76,56.64,61.81,53.88,14,15,12,12,11,14,64.94,67.21,56.75
685,685,A. Wiegel,27,179.0,69.8,Germany,Caucasian,66,Right,Good,Good,Medium/Medium,RB,64.48,62.28,65.31,66.45,54.34,62.93,77.57,79.45,82.33,62.22,74.92,15,13,13,14,12,11,59.75,58.84,62.07
686,686,,25,176.4,61.5,Korea Republic,Asian,66,Right,Good,Good,High/Medium,RB,63.81,61.17,64.61,63.41,49.3,61.28,76.63,80.91,79.93,65.71,74.02,12,12,12,13,11,11,67.3,64.95,62.57
687,687,C. Hamilton,24,184.7,73.6,England,Caucasian,66,Left,Good,Good,High/High,RWB,56.97,61.05,58.49,64.71,53.16,60.78,94.33,90.9,76.37,60.2,63.61,15,13,11,12,11,10,57.41,56.51,56.03
688,688,J. Gammelby,24,191.8,79.6,Denmark,Caucasian,66,Right,Excellent,Good,High/Medium,RB,67.92,57.68,66.84,65.55,58.38,63.64,75.02,79.18,70.61,60.19,58.67,15,15,11,12,12,8,57.86,67.33,60.72
689,689,E. Gómez,25,176.2,71.7,Argentina,Caucasian,66,Left,Good,Good,Medium/Medium,LB,62.29,53.41,67.24,69.04,63.08,69.44,74.82,76.14,71.57,66.39,67.94,14,13,11,13,11,9,63.82,65.12,66.34
690,690,Ríos Reina,29,182.1,76.1,Spain,Middle-eastern,66,,Good,Good,Medium/Medium,LB,64.43,42.71,66.75,72.9,64.69,59.53,72.77,76.62,67.55,59.46,71.68,15,14,12,12,12,14,58.01,59.3,64.46
691,691,Kim Min Woo,29,173.9,65.9,Korea Republic,Asian,66,Left,Excellent,Good,Medium/Medium,LB,62.28,61.76,63.96,66.45,61.74,64.01,80.08,72.77,72.67,59.66,75.46,13,14,13,12,12,10,34.42,64.41,65.11
692,692,S. Whittaker,35,185.4,87.2,Scotland,Caucasian,66,Right,Excellent,Average,High/Medium,RB,67.62,57.48,65.61,64.67,63.55,66.48,59.25,55.67,72.22,61.87,57.49,15,14,12,12,13,14,63.82,67.1,66.31
693,693,T. Rowe,30,180.3,80.6,England,Black,66,Left,Good,Good,,LB,64.29,56.17,63.75,65.87,62.65,64.36,72.07,74.12,78.33,65.07,70.32,16,12,12,13,12,10,63.82,67.33,63.92
694,694,,33,175.3,70.6,Spain,Caucasian,66,Left,Average,Good,High/Medium,LB,65.39,41.36,60.95,64.58,56.83,66.92,72.69,75.0,70.53,64.06,71.68,14,15,13,12,13,11,59.51,62.52,64.44
695,695,E. Kayembe,21,181.0,79.6,DR Congo,Black,66,Left,Good,Good,High/Low,LB,52.52,52.41,64.04,69.59,62.1,71.36,70.8,76.12,68.06,60.38,69.54,15,15,12,10,12,10,57.58,66.36,61.31
696,696,J. Bandowski,25,190.1,80.6,Germany,Caucasian,66,Left,Good,Average,High/Medium,LB,62.6,58.7,66.47,61.92,52.31,65.62,83.43,89.95,63.57,60.19,50.25,13,14,12,10,10,7,51.39,60.31,60.08
697,697,I. Alba,24,174.9,71.2,Colombia,Black,66,Right,Good,Average,Medium/Medium,RB,66.52,56.17,62.65,61.77,61.58,59.82,79.14,73.35,77.82,67.29,67.59,15,14,11,12,10,11,59.47,65.17,63.6
698,698,A. Bah,21,183.0,76.4,Denmark,Caucasian,66,Right,Good,Good,High/High,RB,59.04,55.36,57.5,65.28,48.06,60.79,83.7,80.69,75.21,70.73,62.59,15,13,10,12,12,10,62.11,49.73,46.17
699,699,K. Matsubara,22,182.2,71.6,Japan,Asian,66,Left,Good,Good,High/Medium,LB,69.68,59.91,64.15,65.04,56.97,67.96,72.83,79.18,65.82,55.3,63.17,14,13,12,13,9,6,62.08,66.38,64.47
