,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
823,823,N. Siega,28,178.1,73.2,Italy,Caucasian,68,Left,Excellent,Good,Medium/Medium,RCM,67.82,72.62,61.64,69.86,80.85,63.81,80.22,65.29,74.11,12,11,12,13,11,12,12,11,12,12,58.8,59.37,58.4
824,824,J. Fontaine,30,179.8,72.8,France,Caucasian,68,Right,Good,Good,High/High,RCM,72.3,63.83,72.68,66.95,73.84,59.56,59.67,69.55,76.36,14,6,16,13,14,12,12,12,13,12,59.7,65.13,59.77
825,825,M. Pedersen,37,183.0,74.1,,,68,Left,Masterful,Good,Medium/Medium,CM,72.33,68.34,68.31,68.3,36.33,39.09,67.64,72.55,64.37,14,13,9,12,13,12,11,13,15,14,51.82,46.11,43.04
826,826,J. Sabbatini,31,175.0,71.1,Uruguay,Caucasian,68,Right,Good,Good,High/Medium,RCM,67.76,67.13,61.8,71.96,70.34,50.59,73.77,64.85,73.84,12,10,15,13,10,12,12,13,14,13,59.77,60.09,56.15
827,827,P. Clement,23,177.4,67.5,Netherlands,Black,68,Right,Good,Good,Medium/Medium,LCM,65.92,66.15,68.19,68.61,72.12,66.37,76.54,70.14,75.06,12,13,13,9,12,11,11,11,13,13,57.72,56.16,59.75
828,828,I. Alibaev,25,173.5,61.7,Uzbekistan,Black,68,Right,Masterful,Good,High/High,LCM,72.85,62.14,70.68,64.89,64.86,67.52,55.57,51.94,85.12,14,12,15,10,14,12,12,13,14,12,52.06,54.08,47.81
829,829,M. Wanitzek,26,179.0,73.5,,,68,Right,Good,Good,Medium/Medium,LCM,71.88,67.89,67.58,74.45,75.59,73.82,78.76,65.52,74.55,13,12,14,12,11,9,12,11,13,12,42.59,58.36,51.34
830,830,K. Qaka,24,170.1,73.3,Albania,,68,Right,Excellent,Good,Medium/Medium,CDM,65.92,70.39,67.67,73.7,75.87,72.24,91.36,70.19,90.63,13,9,16,10,10,12,9,11,12,12,56.92,54.83,63.42
831,831,C. Cortés,35,179.1,68.9,Chile,Caucasian,68,Left,Good,Good,Medium/Medium,LCM,71.99,67.37,59.17,71.19,69.23,56.68,69.03,58.58,57.55,11,7,13,12,11,7,3,14,13,14,47.66,37.53,41.83
832,832,Rúben Oliveira,24,170.5,67.6,,,68,Right,Good,Good,High/Low,LCM,70.24,70.87,66.61,69.66,75.53,71.56,75.89,60.96,84.39,14,12,10,8,12,13,11,11,13,11,39.75,54.98,49.48
833,833,G. Evans,24,183.7,75.9,England,Caucasian,68,Right,Good,Average,Medium/Medium,LDM,66.05,60.37,72.31,65.35,64.15,65.12,65.4,66.63,59.93,13,12,13,13,13,12,13,13,11,12,64.8,65.83,62.08
834,834,P. Valdivia,31,184.8,77.4,,,68,Left,Good,Average,Medium/Medium,CDM,69.5,58.47,69.72,67.38,52.08,51.76,71.3,65.85,55.52,14,14,15,15,14,13,13,12,12,13,63.17,65.29,63.04
835,835,C. Paredes,21,182.6,69.9,Paraguay,Caucasian,68,Right,Good,Average,High/High,RDM,72.97,61.71,67.52,63.79,68.33,70.16,67.91,68.5,63.56,13,11,14,12,11,14,12,11,13,12,63.52,64.9,65.48
836,836,Oh Beom Seok,34,181.4,77.3,Korea Republic,Asian,68,Right,Good,Average,Medium/Medium,LCM,64.86,61.24,62.67,65.24,67.52,69.65,68.07,70.98,65.85,13,15,15,16,13,14,13,12,14,12,68.65,69.41,63.5
837,837,M. Albæk,29,184.9,77.4,Denmark,Caucasian,68,Left,Good,Average,,CM,69.84,63.75,71.05,67.31,52.56,53.28,69.73,67.59,64.75,14,11,14,14,13,14,13,12,14,14,65.04,62.32,56.68
838,838,B. Thompson,23,184.6,77.8,England,Black,68,Right,Good,Good,High/High,RDM,68.73,67.67,67.78,68.24,71.44,68.29,83.73,70.36,68.66,14,18,15,14,12,15,13,11,13,13,64.23,67.1,71.17
839,839,R. Tunnicliffe,26,183.5,80.1,England,Caucasian,68,Right,Good,Good,Medium/Medium,LCM,70.81,62.96,66.24,69.22,67.22,64.42,59.55,64.79,68.45,13,11,14,14,12,14,13,12,13,12,67.28,66.39,64.9
840,840,D. Louiserre,24,172.5,62.9,France,Black,68,Right,Good,Good,Medium/Medium,LCM,71.72,64.83,67.87,67.93,57.32,54.72,70.77,71.55,82.75,14,12,14,11,13,12,13,12,14,14,61.35,67.05,61.69
841,841,V. Hoff,23,181.0,74.4,Norway,Caucasian,68,Right,Good,Good,Medium/High,RCM,69.65,67.13,68.35,67.86,67.94,69.58,92.96,64.33,79.69,11,15,15,12,11,11,13,12,13,12,69.12,62.36,61.83
842,842,M. Ordóñez,29,177.7,73.5,Colombia,Black,68,Left,Good,Good,,LDM,70.83,65.6,66.19,72.42,65.48,58.11,62.58,69.71,65.1,12,13,14,14,11,14,12,11,14,11,67.28,63.7,57.15
843,843,D. Cabrera,29,179.8,75.9,Mexico,Caucasian,68,Left,Good,Good,Medium/Medium,LCM,71.67,65.1,69.36,70.1,64.82,65.78,73.07,62.01,55.84,15,11,13,14,13,13,13,12,13,12,65.17,60.01,59.53
844,844,L. Brattan,29,174.6,65.2,Australia,Caucasian,68,Right,Good,Good,Medium/Medium,RDM,69.61,66.3,70.62,67.23,65.06,76.25,71.47,64.28,69.88,14,13,14,14,15,13,13,12,14,13,59.83,64.05,57.87
845,845,R. Benatelli,27,181.4,81.8,,,68,Right,Excellent,Good,Medium/Medium,CDM,70.29,65.28,66.29,70.79,68.05,50.59,75.12,63.53,78.03,14,13,17,14,13,12,12,12,13,14,59.76,57.0,58.05
846,846,J. Vela,25,185.3,69.6,England,Caucasian,68,Right,Good,Good,High/High,RDM,68.63,66.06,61.55,67.86,72.53,68.27,71.87,66.56,76.4,10,13,16,13,11,16,11,12,14,14,64.07,65.87,68.23
847,847,G. Þórarinsson,27,183.0,74.6,Iceland,Caucasian,68,Left,Excellent,Excellent,,CM,65.58,69.09,67.35,70.89,68.7,58.73,72.62,67.23,74.89,15,13,16,12,13,15,13,10,14,13,61.34,63.95,64.7
848,848,M. Pospíšil,28,177.5,77.8,Czech Republic,Caucasian,68,Right,Good,Good,Medium/Medium,RDM,65.53,70.04,64.63,68.64,75.89,63.81,81.19,69.92,83.21,11,16,15,12,11,11,12,12,13,13,57.36,60.98,59.75
849,849,Gonzalo Villar,21,181.3,74.0,Spain,Black,68,Right,Good,Good,Medium/Medium,RDM,65.92,64.65,68.47,72.52,67.14,71.43,69.6,61.95,70.98,12,11,15,12,11,11,10,11,14,12,58.42,49.94,62.69
850,850,J. Kubicki,23,179.5,70.4,Poland,Caucasian,68,Right,Good,Good,High/High,LCM,69.82,61.7,64.14,68.39,73.71,74.72,67.7,73.13,75.26,11,12,18,14,11,15,13,10,13,15,57.95,68.29,63.22
851,851,F. Moyano,21,170.9,71.9,Argentina,Caucasian,68,Right,Good,Good,Medium/High,RCM,74.97,67.41,72.07,69.36,66.89,68.62,92.96,62.99,73.53,12,13,14,13,9,13,11,11,12,13,65.04,62.36,62.19
852,852,T. Hateley,29,180.5,73.5,England,Caucasian,68,Right,Good,Good,Medium/High,LCM,67.74,65.32,66.5,69.2,72.53,71.77,71.63,63.57,73.09,14,15,16,14,13,14,12,11,13,13,58.33,64.7,62.69
853,853,De La Hoz,27,179.0,74.5,Spain,Caucasian,68,Left,Good,Good,Medium/Medium,LDM,68.14,63.26,65.76,66.99,36.92,63.51,58.97,68.44,71.4,8,14,16,14,13,11,13,13,13,11,62.0,65.29,62.9
854,854,M. Delgado,24,175.2,65.9,United States,Black,68,Right,Average,Good,High/High,LDM,72.11,65.42,64.61,66.99,70.87,76.25,77.74,64.86,75.57,13,13,17,11,10,14,12,12,12,13,65.37,66.12,61.79
855,855,Aguza,26,175.7,70.9,Spain,Caucasian,68,Right,Excellent,Average,Medium/Medium,RDM,60.1,58.59,73.09,71.62,55.93,61.68,60.44,62.66,70.04,13,11,13,13,14,12,11,11,13,12,64.12,67.4,61.01
856,856,D. Toth,32,172.9,68.0,Austria,Caucasian,68,,Good,Average,Medium/Medium,RCM,75.81,58.79,66.13,63.64,73.0,62.66,84.01,68.12,75.57,12,15,15,12,13,12,12,11,13,11,72.17,68.53,61.82
857,857,J. Petriccione,24,186.0,74.7,Italy,Caucasian,68,Right,Good,Good,Medium/Medium,RCM,73.64,66.67,72.21,70.04,50.98,53.9,61.8,66.45,67.93,11,12,12,12,9,12,11,13,14,11,49.63,57.68,58.28
858,858,D. Hägele,30,185.5,75.7,Germany,Caucasian,68,Right,Excellent,Average,Medium/Medium,LDM,70.46,61.12,67.09,66.44,68.05,64.69,66.55,67.04,61.43,13,15,16,15,12,14,13,11,12,14,55.85,66.91,59.8
859,859,D. Petrucci,27,183.7,76.4,Italy,Caucasian,68,Right,Average,Good,Medium/Medium,CM,74.15,70.16,70.5,73.14,50.88,54.17,53.93,58.07,51.3,14,12,15,15,12,11,12,10,11,11,58.71,66.42,63.29
860,860,L. Damour,28,181.1,75.3,France,Caucasian,68,Right,Excellent,Average,High/High,RCM,65.92,61.35,66.08,64.28,62.99,67.5,75.06,67.21,63.0,13,14,14,12,12,15,13,10,13,11,66.32,66.91,64.39
861,861,S. Grahovac,26,182.3,75.2,Bosnia Herzegovina,Caucasian,68,Right,Good,Average,Medium/High,CDM,68.59,60.3,63.78,65.21,63.08,63.74,70.73,59.35,64.53,12,12,17,14,11,13,13,12,12,11,64.7,66.35,64.39
862,862,B. Watson,33,181.2,80.4,,,68,Right,Good,Good,Low/High,CDM,66.53,63.74,65.32,67.83,46.2,36.58,48.43,66.14,75.17,13,13,13,13,12,12,14,12,13,14,65.63,67.97,65.28
863,863,J. Drachmann,31,179.5,71.0,Denmark,Caucasian,68,Right,Good,Average,Medium/High,LCM,67.57,69.06,70.32,68.2,73.46,68.92,69.37,70.84,76.2,14,13,16,13,12,16,13,10,13,14,69.37,68.55,64.82
864,864,T. Serbest,25,184.8,79.4,Turkey,Middle-eastern,68,Right,Good,Average,Medium/Medium,RCM,70.65,64.42,68.13,65.97,58.89,64.46,65.78,71.96,67.63,11,13,14,14,11,13,13,11,13,14,70.33,66.04,61.92
865,865,M. Perez,28,179.9,73.1,France,Caucasian,68,Right,Good,Good,Medium/Medium,RDM,70.77,63.86,66.57,66.24,64.48,76.25,75.03,65.58,74.16,11,12,14,14,10,13,13,12,13,13,63.38,66.57,59.47
866,866,J. Jeggo,27,178.1,70.6,Australia,Caucasian,68,Right,Average,Good,,CDM,65.1,62.78,65.59,65.56,69.35,70.56,73.1,53.76,71.38,13,7,16,13,12,16,13,11,13,11,68.12,64.75,61.6
867,867,J. Spearing,30,171.4,71.4,England,Black,68,Right,Good,Good,Low/High,RCM,64.89,65.48,62.9,69.15,66.92,66.29,73.0,64.75,83.8,12,16,16,12,10,16,14,11,12,15,71.43,61.95,59.76
868,868,U. Rivas,23,178.9,70.8,Mexico,Caucasian,68,Right,Average,Good,Low/Medium,RCM,60.1,64.81,69.01,71.22,66.8,69.1,63.86,57.07,62.75,14,12,17,12,14,11,13,11,12,12,62.77,66.35,64.39
869,869,J. Iglesias,30,171.2,68.5,Uruguay,Middle-eastern,68,Right,Good,Good,High/Medium,RDM,71.09,63.57,68.22,68.34,61.58,67.28,75.35,64.51,80.69,12,10,16,12,10,12,12,10,14,12,63.38,64.89,58.64
870,870,M. Titsch Rivero,29,182.4,75.8,Germany,Caucasian,68,Left,Good,Average,Medium/Medium,RDM,72.23,65.28,67.09,68.93,63.33,65.0,67.89,68.19,65.76,10,14,15,13,10,12,13,11,13,12,60.08,65.5,58.86
871,871,,29,172.2,67.1,Italy,Caucasian,68,Right,Average,Good,High/Medium,CM,70.93,67.45,68.62,65.72,72.28,74.14,59.5,65.99,84.23,9,13,17,12,11,13,13,12,13,14,59.91,61.96,53.17
872,872,Jordi Quintillà,25,178.0,70.3,Spain,Caucasian,68,Left,Average,Good,Medium/Medium,CDM,72.94,65.03,69.32,69.28,65.97,68.72,92.96,62.25,81.87,12,11,14,11,11,10,11,11,14,11,56.09,62.36,54.08
873,873,Y. Takahagi,32,183.4,69.4,Japan,Asian,68,Right,Average,Good,Medium/Medium,LDM,71.26,64.26,68.71,69.15,36.37,33.68,63.14,57.47,67.66,11,10,12,12,12,12,12,14,14,13,47.78,63.24,52.36
874,874,Jaílson,23,186.6,73.6,Brazil,Caucasian,68,Right,Good,Average,Medium/Medium,RDM,69.13,60.45,59.41,62.46,73.26,68.2,65.16,63.93,54.34,13,16,14,15,10,14,13,12,11,11,65.27,75.22,62.57
875,875,G. Gómez,35,183.1,81.6,Panama,,68,Right,Good,Good,Low/Medium,RDM,70.95,58.47,63.54,66.66,58.05,61.06,80.12,71.34,53.47,14,13,14,15,11,15,13,11,12,13,57.92,65.56,61.57
876,876,L. Kelly,29,186.7,88.4,Scotland,Caucasian,68,Right,Good,Average,Medium/Medium,CDM,68.85,61.24,68.89,62.77,55.83,62.2,61.26,58.68,41.18,14,17,17,15,11,14,12,11,12,13,62.75,66.9,60.88
877,877,L. Krej?í,20,187.2,83.9,Czech Republic,Caucasian,68,Left,Good,Average,Medium/High,CDM,67.87,63.86,62.65,65.65,61.16,65.28,59.56,63.62,61.09,11,12,13,15,12,13,13,10,13,12,61.59,68.97,66.68
878,878,C. Erbes,29,172.2,71.7,Argentina,Caucasian,68,Right,Average,Good,Medium/Medium,RCM,64.77,57.53,62.38,68.05,67.66,65.0,61.52,68.11,74.35,14,9,12,11,11,14,14,11,11,13,70.34,70.75,69.68
879,879,,30,177.2,76.3,Mexico,Caucasian,68,Right,Good,Good,Low/High,LCM,69.75,64.62,63.98,68.16,61.16,66.49,64.08,66.03,58.09,14,16,15,13,14,12,13,8,11,11,65.18,72.7,62.64
880,880,J. Brillante,26,177.2,73.5,Australia,Caucasian,68,Right,Good,Good,Medium/High,RCM,65.58,62.86,63.04,64.45,66.79,65.68,92.96,64.1,71.25,12,15,17,15,13,15,13,11,12,13,64.78,66.91,65.45
881,881,Z. Yavru,27,178.5,78.1,Turkey,Middle-eastern,68,Right,Average,Good,High/Medium,RDM,61.7,64.75,66.5,64.9,77.69,79.94,70.59,65.39,76.64,14,12,14,13,12,12,12,12,8,11,65.34,69.85,63.33
882,882,F. Gino,26,175.7,70.2,Uruguay,Caucasian,68,Right,Good,Good,Medium/Medium,LCM,72.04,69.09,68.01,69.95,66.43,54.86,71.61,63.18,77.28,10,10,15,12,11,14,14,13,13,11,63.6,68.15,66.89
883,883,,33,185.5,72.2,England,Caucasian,68,Right,Excellent,Average,Low/Medium,RCM,65.52,59.39,64.44,64.53,51.5,52.44,61.84,67.35,67.77,13,15,13,14,11,13,13,11,11,13,68.75,69.4,64.89
884,884,K. Aouadhi,33,193.8,80.5,Tunisia,Black,68,Right,Good,Good,Medium/High,RCM,67.99,63.35,67.06,68.74,52.81,62.83,67.91,64.54,36.82,15,10,16,15,10,12,12,10,11,10,63.31,66.9,67.35
885,885,G. Gil Romero,26,180.2,77.3,Argentina,Caucasian,68,Right,Good,Average,Medium/High,CDM,69.44,58.56,61.0,65.76,68.42,70.64,69.23,65.36,67.18,13,13,15,13,11,14,13,10,11,12,62.8,66.71,66.49
886,886,M. Arini,32,178.3,74.6,,,68,Right,Average,Average,Medium/High,LCM,69.95,58.07,71.0,67.96,68.64,46.07,69.88,72.13,73.68,14,17,18,15,11,14,13,12,11,14,53.96,58.96,58.46
887,887,W. Bakhashwain,29,175.8,66.5,Saudi Arabia,Middle-eastern,68,Right,Average,Good,Medium/Medium,RDM,66.97,60.3,62.04,66.24,60.21,65.94,69.3,65.64,63.47,14,14,15,16,11,15,13,11,11,14,65.51,65.04,65.87
888,888,Éverton Luiz,31,173.1,70.0,Brazil,Caucasian,68,Right,Good,Average,Medium/Medium,RDM,66.78,65.04,64.87,67.86,59.13,48.95,60.5,67.35,77.51,15,14,10,12,12,15,14,9,12,13,69.99,65.9,71.43
889,889,Gustavo Assunção,19,177.7,66.0,Brazil,Caucasian,68,Right,Good,Good,Medium/Medium,CDM,68.06,58.87,67.35,63.7,65.49,59.82,66.89,73.2,65.96,13,12,15,12,11,14,12,11,12,12,64.37,68.21,58.74
890,890,P. Dziczek,21,178.8,69.7,Poland,Caucasian,68,Right,Average,Average,,CM,68.82,63.13,67.16,65.56,61.94,64.14,67.54,64.42,74.37,9,16,18,13,11,13,13,12,12,12,61.37,63.29,61.01
891,891,Zhao Xuri,33,185.0,83.7,China PR,Asian,68,Right,Good,Average,Medium/High,LDM,72.57,57.39,69.35,62.36,36.76,46.58,54.88,60.87,57.52,17,13,15,16,14,15,13,12,12,12,63.69,65.9,54.89
892,892,L. Vásquez,27,186.4,80.4,Colombia,Black,68,Right,Good,Average,Medium/High,RDM,71.39,58.54,71.16,70.3,33.84,31.48,33.76,74.33,53.82,11,13,13,16,12,14,13,11,13,11,66.16,64.59,57.08
893,893,A. Matusiwa,21,173.4,71.6,Netherlands,Caucasian,68,Right,Average,Good,Medium/High,RDM,64.02,72.36,58.34,67.54,69.48,63.68,92.96,66.33,73.38,11,17,16,15,9,16,14,10,10,12,65.02,66.91,66.05
894,894,I. Voca,22,180.9,74.4,Kosovo,Black,68,Right,Good,Average,Medium/High,RDM,66.17,62.37,62.04,67.23,59.08,64.11,65.61,65.31,69.4,9,15,14,13,9,11,12,10,12,12,73.36,69.75,68.34
895,895,Mario Ortíz,30,177.9,64.7,Spain,Caucasian,68,Right,Good,Average,Medium/Medium,RDM,71.97,49.43,70.41,67.86,64.75,52.96,75.39,64.18,79.82,12,13,18,13,11,12,13,11,13,11,57.69,58.34,48.61
896,896,S. Burrai,32,177.2,72.0,Italy,Caucasian,68,,Good,Average,Medium/Medium,CM,75.23,60.86,69.43,68.74,69.59,64.64,75.59,65.38,80.69,12,14,15,13,10,11,13,10,12,13,68.16,60.1,59.74
897,897,N. Kilkenny,33,172.8,67.1,Australia,Caucasian,68,Right,Good,Average,Medium/High,LCM,71.92,64.26,67.78,66.79,39.34,38.54,69.41,65.98,76.04,11,14,14,13,9,17,13,12,14,14,58.55,64.02,59.81
898,898,Lolo,27,185.7,82.5,Spain,Caucasian,68,Right,Good,Average,High/High,RCM,67.52,57.98,63.75,64.65,54.33,54.12,52.28,62.79,55.11,12,15,15,16,11,14,13,12,12,12,62.97,65.67,63.91
899,899,M. Milligan,33,178.0,78.1,Australia,Caucasian,68,Right,Good,Average,Medium/High,CDM,69.0,58.04,68.38,63.64,63.98,60.77,92.96,65.2,66.51,13,14,14,15,10,15,13,9,13,14,66.32,66.91,65.96
900,900,P. Riese,29,174.7,67.8,Germany,Caucasian,68,Left,Good,Average,High/High,LCM,65.92,59.0,66.94,60.92,71.32,66.6,71.69,64.51,78.83,13,16,18,13,11,15,13,9,12,12,67.3,67.27,69.42
901,901,A. Camargo,30,174.5,67.7,,,68,Right,Good,Average,Medium/Medium,LCM,78.27,57.87,73.18,70.92,36.91,70.25,66.29,63.98,67.19,10,15,15,15,11,14,13,10,11,12,55.04,71.09,47.97
902,902,L. Parunashvili,26,183.4,74.7,Georgia,Black,68,Right,Good,Average,High/High,CDM,68.31,58.03,65.72,67.32,61.28,53.21,59.81,66.35,65.29,11,11,16,12,10,14,12,10,12,13,66.97,67.34,62.85
903,903,J. Miño,31,180.7,82.6,Argentina,Caucasian,68,Right,Good,Average,Medium/High,LCM,63.11,50.77,59.41,59.34,76.55,68.03,76.81,60.65,54.3,11,9,17,17,9,16,11,13,10,13,68.99,69.66,65.74
904,904,A. Geipl,27,177.8,72.8,Germany,Caucasian,68,Right,Good,Good,Low/High,LDM,66.43,61.38,58.7,61.52,73.43,66.6,72.31,62.4,77.69,14,14,17,13,10,16,12,8,10,11,68.5,70.91,72.29
905,905,A. Barman,25,174.6,71.5,United Arab Emirates,Middle-eastern,68,Left,Good,Average,Medium/Medium,LDM,66.38,59.16,61.61,65.3,64.13,62.97,59.75,64.65,71.03,13,12,16,14,11,14,13,8,11,12,73.36,66.48,64.42
906,906,,26,171.6,70.3,France,Caucasian,68,Right,Good,Good,Medium/High,RCM,67.49,65.43,64.63,64.05,75.77,68.53,72.54,68.21,84.42,9,14,16,12,7,15,13,11,10,11,63.21,69.66,69.42
907,907,A. Calello,32,178.4,71.4,Argentina,Caucasian,68,Right,Good,Average,Low/High,CDM,68.9,60.44,65.72,69.24,54.65,51.47,63.5,62.85,64.02,9,9,15,13,10,12,12,12,10,10,67.85,72.61,67.83
908,908,F. Seymour,31,180.2,78.2,Chile,Caucasian,68,Right,Good,Good,Medium/High,RCM,69.61,47.71,64.5,59.27,72.04,66.08,70.14,64.29,76.03,12,13,16,16,11,13,13,9,10,12,65.53,68.42,61.72
909,909,L. Fröde,24,192.2,84.8,Germany,Caucasian,68,Right,Average,Average,Medium/High,RCM,65.81,56.04,63.01,60.6,54.33,52.6,48.51,63.54,47.87,12,11,18,16,9,14,13,8,11,12,67.89,66.5,62.43
910,910,R. McCrorie,21,190.8,79.8,Scotland,Caucasian,68,Right,Good,Average,Medium/High,RDM,66.08,58.56,60.29,62.95,79.1,80.93,67.84,64.19,66.19,9,14,16,15,6,16,13,8,8,11,65.96,69.46,72.15
911,911,Judson,26,169.7,71.3,Brazil,Caucasian,68,Right,Average,Average,Low/High,LDM,65.57,53.92,62.23,59.58,73.4,67.81,92.96,69.17,76.17,12,14,16,12,9,16,13,8,10,13,69.51,66.91,65.38
912,912,M. Matras,28,192.9,88.4,Poland,Caucasian,68,Right,Good,Average,Medium/High,LDM,67.61,53.81,60.48,59.94,45.52,50.85,30.53,61.42,32.91,12,13,14,18,9,15,13,9,11,12,66.09,68.65,62.43
913,913,A. Corryn,25,176.6,73.5,Belgium,Caucasian,68,Left,Average,Average,Medium/High,RDM,66.86,58.68,64.87,65.45,69.46,64.59,70.75,68.56,71.38,7,14,15,11,5,14,14,8,11,13,69.36,68.47,67.37
914,914,J. Brix-Damborg,33,183.2,77.2,Denmark,Caucasian,68,Right,Good,Average,Medium/High,RCM,67.36,45.25,60.52,59.92,43.3,38.04,57.56,70.66,73.61,12,14,17,15,10,16,12,11,12,12,71.06,66.48,62.46
915,915,A. Karazor,22,190.2,79.8,Germany,Caucasian,68,Right,Good,Good,Medium/High,CDM,67.29,59.92,63.01,64.61,49.88,49.59,64.1,58.47,42.66,9,11,14,14,5,14,13,6,11,10,69.96,70.22,63.13
916,916,D. Wilson,27,187.6,79.4,Scotland,Caucasian,68,Left,Average,Average,Medium/Medium,LDM,63.05,59.92,69.52,60.21,48.59,57.69,57.65,58.48,40.46,7,14,15,16,6,15,13,6,11,12,63.2,66.81,67.4
917,917,B. Sankoh,27,179.7,73.3,Guinea,Black,68,Right,Good,Average,Medium/High,LCM,66.17,61.56,63.11,64.7,67.92,51.14,64.02,53.02,62.79,8,15,13,14,7,14,14,7,9,12,70.19,73.77,71.8
918,918,J. Nikolaou,25,182.5,82.7,Germany,Caucasian,68,Left,Excellent,Average,Medium/Medium,LCM,66.8,38.23,61.26,55.57,64.18,64.54,60.15,65.64,65.09,8,16,14,15,5,16,13,4,11,10,68.63,72.33,70.31
919,919,M. Kudus,18,174.9,70.1,Ghana,Black,67,Left,Good,Excellent,High/Medium,RCM,65.92,74.97,65.27,76.77,85.57,83.73,89.93,61.64,85.89,11,14,14,13,11,14,9,13,13,14,50.44,49.45,49.48
920,920,Romário,33,172.8,72.1,Brazil,Caucasian,67,Right,Good,Good,Medium/Medium,LCM,69.96,70.92,60.59,73.04,74.23,65.35,89.51,70.5,83.92,13,16,14,7,13,7,9,14,13,14,53.45,40.31,33.73
921,921,M. Starke,28,179.4,81.0,Namibia,Black,67,Left,Good,Good,High/High,LCM,66.76,71.03,52.13,67.57,73.6,78.12,64.73,60.97,72.2,15,12,16,12,14,9,5,12,12,11,31.15,29.58,33.93
922,922,R. McGree,20,177.9,72.2,Australia,Caucasian,67,Left,Good,Good,Medium/Medium,LCM,66.24,67.27,64.41,68.85,78.85,78.9,80.15,62.32,74.68,12,11,15,12,11,13,12,13,13,14,56.96,56.86,51.54
923,923,K. Barmen,25,190.2,76.0,Norway,Caucasian,67,Right,Good,Good,High/Medium,CDM,67.62,66.47,62.3,68.18,66.32,60.82,57.73,66.57,64.48,13,17,15,15,13,13,13,13,12,14,62.11,64.11,59.83
924,924,S. Kurata,30,172.0,67.9,Japan,Asian,67,Right,Good,Good,High/Medium,RCM,72.2,67.8,69.47,71.55,52.12,51.08,68.44,71.5,74.32,13,10,13,12,13,13,13,12,13,11,41.01,71.01,67.25
925,925,Carbonell,21,182.5,76.4,,,67,Right,Good,Good,Medium/Medium,RCM,69.12,69.13,66.91,70.78,65.88,64.74,75.2,62.77,76.24,12,11,12,11,13,9,12,12,12,10,61.36,62.24,54.6
926,926,J. Opoku,29,187.0,84.1,Netherlands,Caucasian,67,Right,Average,Good,Medium/Medium,RCM,67.22,65.62,62.41,70.36,67.01,68.62,68.12,66.01,65.72,14,16,11,15,13,8,6,12,13,13,49.44,44.59,37.56
927,927,L. Vigen,24,179.9,80.0,Denmark,Caucasian,67,Right,Good,Good,High/Medium,LCM,68.64,64.52,61.72,69.16,77.07,73.73,79.42,67.51,73.19,11,11,15,13,10,10,11,13,13,13,64.7,62.53,55.44
928,928,P. Mpanzu,25,174.8,73.6,England,Caucasian,67,Right,Excellent,Good,Medium/Medium,CDM,68.98,69.33,64.46,65.75,77.69,78.49,65.63,65.25,81.72,14,14,16,16,11,13,13,12,13,13,65.7,66.72,63.73
929,929,M. Davidson,31,183.0,69.2,Scotland,Caucasian,67,Right,Good,Average,Medium/Medium,RCM,67.18,64.86,62.11,66.04,76.84,66.72,85.25,67.71,59.49,13,16,18,15,12,14,13,13,12,13,54.89,63.9,60.77
930,930,S. Clare,22,190.2,78.8,England,Caucasian,67,Right,Good,Good,Medium/Low,LCM,67.42,65.34,64.55,69.89,72.88,72.25,67.77,53.14,39.0,12,13,12,13,12,10,7,13,14,10,35.81,45.51,50.43
931,931,Li Ke,26,170.7,69.6,China PR,Asian,67,Right,Good,Average,High/Medium,RDM,64.15,61.67,66.12,65.37,76.94,73.21,81.63,71.89,81.53,12,15,16,12,11,13,13,12,13,13,67.3,69.03,65.77
932,932,F. Rogic,26,180.5,76.9,Sweden,Caucasian,67,,Excellent,Average,High/Medium,LCM,67.23,63.6,60.29,63.64,70.48,67.62,73.94,65.84,66.95,12,14,18,13,11,15,11,13,13,13,61.93,60.95,61.78
933,933,,29,178.5,74.7,Argentina,Caucasian,67,Right,Good,Good,Medium/Medium,LDM,69.2,73.15,62.86,71.19,73.25,69.56,65.74,61.25,68.27,11,11,11,13,12,8,11,12,11,11,60.87,58.62,57.9
934,934,Filipe Soares,20,180.5,72.1,Portugal,Caucasian,67,Right,Good,Average,Medium/Medium,LCM,70.07,67.17,66.24,70.28,66.79,68.62,62.3,69.42,66.53,15,10,14,13,11,9,11,13,13,12,51.1,49.13,37.58
935,935,S. Quinn,33,168.3,59.9,Republic of Ireland,Caucasian,67,Left,Average,Good,,CDM,69.66,67.87,64.12,69.74,66.86,57.86,76.78,64.89,81.68,13,16,13,12,12,14,13,12,13,14,57.9,64.12,65.06
936,936,R. Lundqvist,22,178.1,73.6,Sweden,Caucasian,67,Right,Good,Good,Medium/Medium,LDM,60.1,68.66,65.28,72.09,74.22,73.03,71.35,63.08,68.21,12,10,14,12,12,7,12,11,13,12,52.5,60.5,57.9
